        Frequency / MHz                S1,2 (31765)/abs,dB
                    1765                      -21.317877
                  1767.6                      -21.310655
                  1770.2                      -21.310683
                  1772.8                      -21.319961
                  1775.4                      -21.340873
                    1778                      -21.376389
                  1780.6                      -21.430342
                  1783.2                      -21.507625
                  1785.8                      -21.614307
                  1788.4                      -21.757596
                    1791                      -21.945526
                  1793.6                      -22.186184
                  1796.2                      -22.486443
                  1798.8                      -22.849939
                  1801.4                      -23.274549
                    1804                      -23.749439
                  1806.6                      -24.252998
                  1809.2                      -24.752776
                  1811.8                      -25.209085
                  1814.4                      -25.582977
                    1817                      -25.846334
                  1819.6                      -25.989737
                  1822.2                      -26.023412
                  1824.8                      -25.970957
                  1827.4                      -25.860403
                    1830                      -25.717106
                  1832.6                       -25.56029
                  1835.2                      -25.402758
                  1837.8                      -25.252252
                  1840.4                      -25.113142
                    1843                      -24.987901
                  1845.6                      -24.878032
                  1848.2                      -24.784461
                  1850.8                      -24.707616
                  1853.4                      -24.647378
                    1856                      -24.603163
                  1858.6                      -24.574064
                  1861.2                      -24.559124
                  1863.8                      -24.557581
                  1866.4                      -24.569022
                    1869                      -24.593371
                  1871.6                      -24.630741
                  1874.2                      -24.681285
                  1876.8                      -24.745013
                  1879.4                      -24.821744
                    1882                      -24.911148
                  1884.6                      -25.012916
                  1887.2                      -25.126902
                  1889.8                      -25.253179
                  1892.4                       -25.39211
                    1895                      -25.544236
                  1897.6                      -25.710069
                  1900.2                      -25.889976
                  1902.8                      -26.084078
                  1905.4                      -26.292329
                    1908                      -26.514626
                  1910.6                      -26.751043
                  1913.2                      -27.001967
                  1915.8                      -27.268122
                  1918.4                      -27.550464
                    1921                      -27.849889
                  1923.6                      -28.166986
                  1926.2                      -28.502069
                  1928.8                       -28.85521
                  1931.4                      -29.226508
                    1934                      -29.616336
                  1936.6                      -30.025706
                  1939.2                      -30.456083
                  1941.8                       -30.90899
                  1944.4                      -31.385708
                    1947                      -31.886902
                  1949.6                      -32.412395
                  1952.2                      -32.961438
                  1954.8                      -33.533047
                  1957.4                      -34.126309
                    1960                      -34.740014
                  1962.6                      -35.371785
                  1965.2                      -36.016352
                  1967.8                      -36.663519
                  1970.4                      -37.296617
                    1973                      -37.891735
                  1975.6                      -38.419033
                  1978.2                      -38.846363
                  1980.8                      -39.144029
                  1983.4                      -39.290127
                    1986                      -39.275229
                  1988.6                      -39.104814
                  1991.2                      -38.798651
                  1993.8                      -38.386783
                  1996.4                      -37.902932
                    1999                       -37.37817
                  2001.6                      -36.836891
                  2004.2                       -36.29545
                  2006.8                      -35.763341
                  2009.4                      -35.245375
                    2012                      -34.744019
                  2014.6                      -34.260947
                  2017.2                      -33.797704
                  2019.8                      -33.355611
                  2022.4                      -32.935202
                    2025                      -32.536095
                  2027.6                      -32.156963
                  2030.2                      -31.795808
                  2032.8                       -31.45069
                  2035.4                      -31.120156
                    2038                      -30.803491
                  2040.6                      -30.500432
                  2043.2                      -30.210894
                  2045.8                      -29.934606
                  2048.4                       -29.67081
                    2051                      -29.418322
                  2053.6                      -29.175795
                  2056.2                      -28.942071
                  2058.8                      -28.716508
                  2061.4                      -28.498926
                    2064                       -28.28946
                  2066.6                      -28.088292
                  2069.2                      -27.895296
                  2071.8                      -27.709871
                  2074.4                      -27.531108
                    2077                      -27.358096
                  2079.6                      -27.190184
                  2082.2                       -27.02717
                  2084.8                      -26.869312
                  2087.4                      -26.716949
                    2090                      -26.570282
                  2092.6                      -26.429061
                  2095.2                      -26.292627
