# Version 1.00
#
freq[Hz]	Trc1_S21[dB]	Ch1_SG_S11_S11[dB]	Ch1_SG_S12_S12[dB]	Ch1_SG_S21_S21[dB]	Ch1_SG_S22_S22[dB]	RX_S22[dB]	TX_S11[dB]	ISO_S21[dB]	
9.360000000000000E+008	-2.700342719445451E+001	-1.214485612933068E+000	-2.705190821796545E+001	-2.700342719445451E+001	-1.292506449953531E+000	-1.292506449953531E+000	-1.214485612933068E+000	-2.700342719445451E+001	
9.480000000000000E+008	-2.769967588769311E+001	-1.209681716593712E+000	-2.772644913670703E+001	-2.769967588769311E+001	-1.131716583037008E+000	-1.131716583037008E+000	-1.209681716593712E+000	-2.769967588769311E+001	
9.600000000000000E+008	-2.868714118739747E+001	-1.187114866861667E+000	-2.873834485183004E+001	-2.868714118739747E+001	-1.041553481102789E+000	-1.041553481102789E+000	-1.187114866861667E+000	-2.868714118739747E+001	
9.720000000000000E+008	-2.922417049826073E+001	-1.175309983829961E+000	-2.927999247811628E+001	-2.922417049826073E+001	-9.754388654600438E-001	-9.754388654600438E-001	-1.175309983829961E+000	-2.922417049826073E+001	
9.840000000000000E+008	-3.027990841028469E+001	-1.139170180848085E+000	-3.025992080802124E+001	-3.027990841028469E+001	-9.090329576985241E-001	-9.090329576985241E-001	-1.139170180848085E+000	-3.027990841028469E+001	
9.960000000000000E+008	-3.132296502166150E+001	-1.116697230656445E+000	-3.131591605048958E+001	-3.132296502166150E+001	-8.509430728208876E-001	-8.509430728208876E-001	-1.116697230656445E+000	-3.132296502166150E+001	
1.008000000000000E+009	-3.218785167823823E+001	-1.079926825745537E+000	-3.224451445050460E+001	-3.218785167823823E+001	-7.895403810228783E-001	-7.895403810228783E-001	-1.079926825745537E+000	-3.218785167823823E+001	
1.020000000000000E+009	-3.281274013568388E+001	-1.063789962672771E+000	-3.285821931866364E+001	-3.281274013568388E+001	-7.493805933385185E-001	-7.493805933385185E-001	-1.063789962672771E+000	-3.281274013568388E+001	
1.032000000000000E+009	-3.400899825630582E+001	-1.033634161132791E+000	-3.405687024207420E+001	-3.400899825630582E+001	-7.225955383513498E-001	-7.225955383513498E-001	-1.033634161132791E+000	-3.400899825630582E+001	
1.044000000000000E+009	-3.519478914437811E+001	-1.014759873730655E+000	-3.526333082655376E+001	-3.519478914437811E+001	-7.058534444765909E-001	-7.058534444765909E-001	-1.014759873730655E+000	-3.519478914437811E+001	
1.056000000000000E+009	-3.543354382865212E+001	-9.902560838828063E-001	-3.546690500144185E+001	-3.543354382865212E+001	-6.912562435263820E-001	-6.912562435263820E-001	-9.902560838828063E-001	-3.543354382865212E+001	
1.068000000000000E+009	-3.587361606269509E+001	-9.862651905546314E-001	-3.584438222038820E+001	-3.587361606269509E+001	-6.896213733718369E-001	-6.896213733718369E-001	-9.862651905546314E-001	-3.587361606269509E+001	
1.080000000000000E+009	-3.641235204013903E+001	-9.822868930384758E-001	-3.644860653624527E+001	-3.641235204013903E+001	-6.638266822068422E-001	-6.638266822068422E-001	-9.822868930384758E-001	-3.641235204013903E+001	
1.092000000000000E+009	-3.647891430133595E+001	-9.812256753741205E-001	-3.648198389273868E+001	-3.647891430133595E+001	-6.637918003344593E-001	-6.637918003344593E-001	-9.812256753741205E-001	-3.647891430133595E+001	
1.104000000000000E+009	-3.646009983436358E+001	-1.006178203917343E+000	-3.653299460972886E+001	-3.646009983436358E+001	-6.641739333402759E-001	-6.641739333402759E-001	-1.006178203917343E+000	-3.646009983436358E+001	
1.116000000000000E+009	-3.624698345929315E+001	-9.824880794786020E-001	-3.627840442229623E+001	-3.624698345929315E+001	-6.578920444432327E-001	-6.578920444432327E-001	-9.824880794786020E-001	-3.624698345929315E+001	
1.128000000000000E+009	-3.612972488656126E+001	-9.736559366043249E-001	-3.605261211653440E+001	-3.612972488656126E+001	-6.676926811038466E-001	-6.676926811038466E-001	-9.736559366043249E-001	-3.612972488656126E+001	
1.140000000000000E+009	-3.572755590461199E+001	-9.961322616554297E-001	-3.569620069343802E+001	-3.572755590461199E+001	-6.805100681677420E-001	-6.805100681677420E-001	-9.961322616554297E-001	-3.572755590461199E+001	
1.152000000000000E+009	-3.592596978101598E+001	-9.961664232912346E-001	-3.597304144252558E+001	-3.592596978101598E+001	-6.987284544698341E-001	-6.987284544698341E-001	-9.961664232912346E-001	-3.592596978101598E+001	
1.164000000000000E+009	-3.633771870397899E+001	-9.624780203372295E-001	-3.639007014568944E+001	-3.633771870397899E+001	-7.178193572165703E-001	-7.178193572165703E-001	-9.624780203372295E-001	-3.633771870397899E+001	
1.176000000000000E+009	-3.623282289902207E+001	-9.802578914374605E-001	-3.625719186566425E+001	-3.623282289902207E+001	-6.853546615808488E-001	-6.853546615808488E-001	-9.802578914374605E-001	-3.623282289902207E+001	
1.188000000000000E+009	-3.622246042004028E+001	-1.000407494221481E+000	-3.619178582345680E+001	-3.622246042004028E+001	-6.975561515157451E-001	-6.975561515157451E-001	-1.000407494221481E+000	-3.622246042004028E+001	
1.200000000000000E+009	-3.667135288004119E+001	-9.918492944254379E-001	-3.669978824033451E+001	-3.667135288004119E+001	-7.172463886216994E-001	-7.172463886216994E-001	-9.918492944254379E-001	-3.667135288004119E+001	
1.212000000000000E+009	-3.657452402822354E+001	-1.000682043286009E+000	-3.660199231429589E+001	-3.657452402822354E+001	-7.541248937955121E-001	-7.541248937955121E-001	-1.000682043286009E+000	-3.657452402822354E+001	
1.224000000000000E+009	-3.625685143111112E+001	-1.000158744143925E+000	-3.622735359823951E+001	-3.625685143111112E+001	-7.845663932123613E-001	-7.845663932123613E-001	-1.000158744143925E+000	-3.625685143111112E+001	
1.236000000000000E+009	-3.568988778453259E+001	-1.009051201703227E+000	-3.566289092340612E+001	-3.568988778453259E+001	-8.240595246800438E-001	-8.240595246800438E-001	-1.009051201703227E+000	-3.568988778453259E+001	
1.248000000000000E+009	-3.582613341290598E+001	-1.022208312824223E+000	-3.587965455681298E+001	-3.582613341290598E+001	-8.367622137364991E-001	-8.367622137364991E-001	-1.022208312824223E+000	-3.582613341290598E+001	
1.260000000000000E+009	-3.547110174564133E+001	-1.035724614227562E+000	-3.554238446257362E+001	-3.547110174564133E+001	-8.784912718967588E-001	-8.784912718967588E-001	-1.035724614227562E+000	-3.547110174564133E+001	
1.272000000000000E+009	-3.539539036880028E+001	-1.059705621667299E+000	-3.548398593840095E+001	-3.539539036880028E+001	-8.841065723372918E-001	-8.841065723372918E-001	-1.059705621667299E+000	-3.539539036880028E+001	
1.284000000000000E+009	-3.491928822532478E+001	-1.091239309185234E+000	-3.499163555127132E+001	-3.491928822532478E+001	-9.124009968336003E-001	-9.124009968336003E-001	-1.091239309185234E+000	-3.491928822532478E+001	
1.296000000000000E+009	-3.463234424962413E+001	-1.108503213335952E+000	-3.467310626613538E+001	-3.463234424962413E+001	-9.405040609040338E-001	-9.405040609040338E-001	-1.108503213335952E+000	-3.463234424962413E+001	
1.308000000000000E+009	-3.435196176358406E+001	-1.118053047230290E+000	-3.437095634698213E+001	-3.435196176358406E+001	-9.791961437621735E-001	-9.791961437621735E-001	-1.118053047230290E+000	-3.435196176358406E+001	
1.320000000000000E+009	-3.382997711791228E+001	-1.135060725866662E+000	-3.385160959365775E+001	-3.382997711791228E+001	-1.034205289914083E+000	-1.034205289914083E+000	-1.135060725866662E+000	-3.382997711791228E+001	
1.332000000000000E+009	-3.377091693064447E+001	-1.166573316479749E+000	-3.381929088190027E+001	-3.377091693064447E+001	-1.085332356615141E+000	-1.085332356615141E+000	-1.166573316479749E+000	-3.377091693064447E+001	
1.344000000000000E+009	-3.347196229138915E+001	-1.199977751636904E+000	-3.349942003034887E+001	-3.347196229138915E+001	-1.120467210284352E+000	-1.120467210284352E+000	-1.199977751636904E+000	-3.347196229138915E+001	
1.356000000000000E+009	-3.278430226450417E+001	-1.240288516488367E+000	-3.283522887932983E+001	-3.278430226450417E+001	-1.170618933254947E+000	-1.170618933254947E+000	-1.240288516488367E+000	-3.278430226450417E+001	
1.368000000000000E+009	-3.216769804104065E+001	-1.269389383186358E+000	-3.218959407004697E+001	-3.216769804104065E+001	-1.218102114297993E+000	-1.218102114297993E+000	-1.269389383186358E+000	-3.216769804104065E+001	
1.380000000000000E+009	-3.120290180735631E+001	-1.308989448741154E+000	-3.126250797263669E+001	-3.120290180735631E+001	-1.262770005384363E+000	-1.262770005384363E+000	-1.308989448741154E+000	-3.120290180735631E+001	
1.392000000000000E+009	-3.098379099205497E+001	-1.329100811873151E+000	-3.102640505580715E+001	-3.098379099205497E+001	-1.328343293543418E+000	-1.328343293543418E+000	-1.329100811873151E+000	-3.098379099205497E+001	
1.404000000000000E+009	-3.029932168480561E+001	-1.354711520737940E+000	-3.033352781854946E+001	-3.029932168480561E+001	-1.428562363394676E+000	-1.428562363394676E+000	-1.354711520737940E+000	-3.029932168480561E+001	
1.416000000000000E+009	-2.977032163859453E+001	-1.376761212865957E+000	-2.979149596567336E+001	-2.977032163859453E+001	-1.495418309981324E+000	-1.495418309981324E+000	-1.376761212865957E+000	-2.977032163859453E+001	
1.428000000000000E+009	-2.919232803377625E+001	-1.409924661831353E+000	-2.920314244719546E+001	-2.919232803377625E+001	-1.586621884702751E+000	-1.586621884702751E+000	-1.409924661831353E+000	-2.919232803377625E+001	
1.440000000000000E+009	-2.862797217742250E+001	-1.451755444741391E+000	-2.867698621018507E+001	-2.862797217742250E+001	-1.660449291612183E+000	-1.660449291612183E+000	-1.451755444741391E+000	-2.862797217742250E+001	
1.452000000000000E+009	-2.796606026606177E+001	-1.510082356835055E+000	-2.797310107444851E+001	-2.796606026606177E+001	-1.769923776347294E+000	-1.769923776347294E+000	-1.510082356835055E+000	-2.796606026606177E+001	
1.464000000000000E+009	-2.760796037678916E+001	-1.559488336669921E+000	-2.762677651039549E+001	-2.760796037678916E+001	-1.872440186774716E+000	-1.872440186774716E+000	-1.559488336669921E+000	-2.760796037678916E+001	
1.476000000000000E+009	-2.713529661716941E+001	-1.607499259665369E+000	-2.717240643352951E+001	-2.713529661716941E+001	-1.975765907612351E+000	-1.975765907612351E+000	-1.607499259665369E+000	-2.713529661716941E+001	
1.488000000000000E+009	-2.660234661790988E+001	-1.644672245772843E+000	-2.663496839057521E+001	-2.660234661790988E+001	-2.116089478103227E+000	-2.116089478103227E+000	-1.644672245772843E+000	-2.660234661790988E+001	
1.500000000000000E+009	-2.602995993822517E+001	-1.712287737831189E+000	-2.607764508981806E+001	-2.602995993822517E+001	-2.268660102171999E+000	-2.268660102171999E+000	-1.712287737831189E+000	-2.602995993822517E+001	
1.512000000000000E+009	-2.535185855252166E+001	-1.790717100149171E+000	-2.536740475378491E+001	-2.535185855252166E+001	-2.437642428809145E+000	-2.437642428809145E+000	-1.790717100149171E+000	-2.535185855252166E+001	
1.524000000000000E+009	-2.440673275740720E+001	-1.887859321891485E+000	-2.442546972597041E+001	-2.440673275740720E+001	-2.633026946543215E+000	-2.633026946543215E+000	-1.887859321891485E+000	-2.440673275740720E+001	
1.536000000000000E+009	-2.364311015874040E+001	-2.000634578162893E+000	-2.365839084151373E+001	-2.364311015874040E+001	-2.825202332757208E+000	-2.825202332757208E+000	-2.000634578162893E+000	-2.364311015874040E+001	
1.548000000000000E+009	-2.289977931130148E+001	-2.112730383759706E+000	-2.290736430731933E+001	-2.289977931130148E+001	-2.966250643810129E+000	-2.966250643810129E+000	-2.112730383759706E+000	-2.289977931130148E+001	
1.560000000000000E+009	-2.233108008740041E+001	-2.202593699712461E+000	-2.234280112532472E+001	-2.233108008740041E+001	-3.130212702474332E+000	-3.130212702474332E+000	-2.202593699712461E+000	-2.233108008740041E+001	
1.572000000000000E+009	-2.178825497765725E+001	-2.293589125951319E+000	-2.179442492715698E+001	-2.178825497765725E+001	-3.360567280887861E+000	-3.360567280887861E+000	-2.293589125951319E+000	-2.178825497765725E+001	
1.584000000000000E+009	-2.094849523148528E+001	-2.409607469100164E+000	-2.094452646345559E+001	-2.094849523148528E+001	-3.514764701038919E+000	-3.514764701038919E+000	-2.409607469100164E+000	-2.094849523148528E+001	
1.596000000000000E+009	-2.013358694143442E+001	-2.592372902525384E+000	-2.013689664706300E+001	-2.013358694143442E+001	-3.732598593058305E+000	-3.732598593058305E+000	-2.592372902525384E+000	-2.013358694143442E+001	
1.608000000000000E+009	-1.920807888992413E+001	-2.780101420478881E+000	-1.921667166213802E+001	-1.920807888992413E+001	-3.931971178756643E+000	-3.931971178756643E+000	-2.780101420478881E+000	-1.920807888992413E+001	
1.620000000000000E+009	-1.852037343929024E+001	-2.959875689003984E+000	-1.856453981456372E+001	-1.852037343929024E+001	-4.137802659367994E+000	-4.137802659367994E+000	-2.959875689003984E+000	-1.852037343929024E+001	
1.632000000000000E+009	-1.810011022277760E+001	-3.153833181809711E+000	-1.812785353567357E+001	-1.810011022277760E+001	-4.321219492225307E+000	-4.321219492225307E+000	-3.153833181809711E+000	-1.810011022277760E+001	
1.644000000000000E+009	-1.770185478043935E+001	-3.308930840960998E+000	-1.771514163849139E+001	-1.770185478043935E+001	-4.502361436867177E+000	-4.502361436867177E+000	-3.308930840960998E+000	-1.770185478043935E+001	
1.656000000000000E+009	-1.734376700012730E+001	-3.532542602090282E+000	-1.732081438625483E+001	-1.734376700012730E+001	-4.662824211135569E+000	-4.662824211135569E+000	-3.532542602090282E+000	-1.734376700012730E+001	
1.668000000000000E+009	-1.683090995450849E+001	-3.824166772741515E+000	-1.679483965105004E+001	-1.683090995450849E+001	-4.973593457324506E+000	-4.973593457324506E+000	-3.824166772741515E+000	-1.683090995450849E+001	
1.680000000000000E+009	-1.640935897839653E+001	-4.247617171027879E+000	-1.635778402201739E+001	-1.640935897839653E+001	-5.115623645016580E+000	-5.115623645016580E+000	-4.247617171027879E+000	-1.640935897839653E+001	
1.692000000000000E+009	-1.622856293386986E+001	-4.799005548092669E+000	-1.620921913244132E+001	-1.622856293386986E+001	-5.226612512757066E+000	-5.226612512757066E+000	-4.799005548092669E+000	-1.622856293386986E+001	
1.704000000000000E+009	-1.592742389538000E+001	-5.376862146516644E+000	-1.594939424868427E+001	-1.592742389538000E+001	-5.233868870562667E+000	-5.233868870562667E+000	-5.376862146516644E+000	-1.592742389538000E+001	
1.716000000000000E+009	-1.595739898610245E+001	-5.863640143312773E+000	-1.600887226121159E+001	-1.595739898610245E+001	-5.129056402044832E+000	-5.129056402044832E+000	-5.863640143312773E+000	-1.595739898610245E+001	
1.728000000000000E+009	-1.618946426272123E+001	-6.255358326953783E+000	-1.621309811063536E+001	-1.618946426272123E+001	-4.921957029929465E+000	-4.921957029929465E+000	-6.255358326953783E+000	-1.618946426272123E+001	
1.740000000000000E+009	-1.642513203766061E+001	-6.489704975851765E+000	-1.644363987601858E+001	-1.642513203766061E+001	-4.644548152936321E+000	-4.644548152936321E+000	-6.489704975851765E+000	-1.642513203766061E+001	
1.752000000000000E+009	-1.675072541815139E+001	-6.398279806422043E+000	-1.677645912129197E+001	-1.675072541815139E+001	-4.319646392796372E+000	-4.319646392796372E+000	-6.398279806422043E+000	-1.675072541815139E+001	
1.764000000000000E+009	-1.733803339312431E+001	-6.036568444262382E+000	-1.734612003060705E+001	-1.733803339312431E+001	-3.945663610612494E+000	-3.945663610612494E+000	-6.036568444262382E+000	-1.733803339312431E+001	
1.776000000000000E+009	-1.802047359862002E+001	-5.586002367414774E+000	-1.804364302087650E+001	-1.802047359862002E+001	-3.563214905028061E+000	-3.563214905028061E+000	-5.586002367414774E+000	-1.802047359862002E+001	
1.788000000000000E+009	-1.883979936976629E+001	-5.130817698530039E+000	-1.888816547862515E+001	-1.883979936976629E+001	-3.148277788181941E+000	-3.148277788181941E+000	-5.130817698530039E+000	-1.883979936976629E+001	
1.800000000000000E+009	-1.966719165815038E+001	-4.766014782907067E+000	-1.970545143039581E+001	-1.966719165815038E+001	-2.841299232528351E+000	-2.841299232528351E+000	-4.766014782907067E+000	-1.966719165815038E+001	
1.812000000000000E+009	-2.030008614107915E+001	-4.396515091584524E+000	-2.031104971307264E+001	-2.030008614107915E+001	-2.555157332680977E+000	-2.555157332680977E+000	-4.396515091584524E+000	-2.030008614107915E+001	
1.824000000000000E+009	-2.116182263308573E+001	-4.057070942243066E+000	-2.115567891537044E+001	-2.116182263308573E+001	-2.290847029989674E+000	-2.290847029989674E+000	-4.057070942243066E+000	-2.116182263308573E+001	
1.836000000000000E+009	-2.190995626702338E+001	-3.797757950056464E+000	-2.187646316710891E+001	-2.190995626702338E+001	-2.090999204234933E+000	-2.090999204234933E+000	-3.797757950056464E+000	-2.190995626702338E+001	
1.848000000000000E+009	-2.256573982740346E+001	-3.572637158553246E+000	-2.259487602754254E+001	-2.256573982740346E+001	-1.959729238694304E+000	-1.959729238694304E+000	-3.572637158553246E+000	-2.256573982740346E+001	
1.860000000000000E+009	-2.342853123574934E+001	-3.431917733337762E+000	-2.346966086359562E+001	-2.342853123574934E+001	-1.842578656396794E+000	-1.842578656396794E+000	-3.431917733337762E+000	-2.342853123574934E+001	
1.872000000000000E+009	-2.420033310002495E+001	-3.264460389573682E+000	-2.423084723737532E+001	-2.420033310002495E+001	-1.722166286055604E+000	-1.722166286055604E+000	-3.264460389573682E+000	-2.420033310002495E+001	
1.884000000000000E+009	-2.508901895245878E+001	-3.148684217006499E+000	-2.514016806228180E+001	-2.508901895245878E+001	-1.603584081525004E+000	-1.603584081525004E+000	-3.148684217006499E+000	-2.508901895245878E+001	
1.896000000000000E+009	-2.613847350133858E+001	-3.058546378677929E+000	-2.615741846846251E+001	-2.613847350133858E+001	-1.492977472575776E+000	-1.492977472575776E+000	-3.058546378677929E+000	-2.613847350133858E+001	
1.908000000000000E+009	-2.699715629353783E+001	-2.975094417618468E+000	-2.699407386480720E+001	-2.699715629353783E+001	-1.429388772862287E+000	-1.429388772862287E+000	-2.975094417618468E+000	-2.699715629353783E+001	
1.920000000000000E+009	-2.795722219396998E+001	-2.883433552457964E+000	-2.795472566523754E+001	-2.795722219396998E+001	-1.385025255607972E+000	-1.385025255607972E+000	-2.883433552457964E+000	-2.795722219396998E+001	
1.932000000000000E+009	-2.878365483746557E+001	-2.771012865761946E+000	-2.877672099731678E+001	-2.878365483746557E+001	-1.369557252707058E+000	-1.369557252707058E+000	-2.771012865761946E+000	-2.878365483746557E+001	
1.944000000000000E+009	-2.943461855463499E+001	-2.691610136752779E+000	-2.947846657377628E+001	-2.943461855463499E+001	-1.363018067687181E+000	-1.363018067687181E+000	-2.691610136752779E+000	-2.943461855463499E+001	
1.956000000000000E+009	-3.012687073406790E+001	-2.663996324051819E+000	-3.018167162587939E+001	-3.012687073406790E+001	-1.345907894062606E+000	-1.345907894062606E+000	-2.663996324051819E+000	-3.012687073406790E+001	
1.968000000000000E+009	-3.064518667162514E+001	-2.649149684922341E+000	-3.069854386382470E+001	-3.064518667162514E+001	-1.305703059627598E+000	-1.305703059627598E+000	-2.649149684922341E+000	-3.064518667162514E+001	
1.980000000000000E+009	-3.111763279926718E+001	-2.647161887874100E+000	-3.117305793832081E+001	-3.111763279926718E+001	-1.254147142362297E+000	-1.254147142362297E+000	-2.647161887874100E+000	-3.111763279926718E+001	
1.992000000000000E+009	-3.171575573913079E+001	-2.649385802473881E+000	-3.172995036197796E+001	-3.171575573913079E+001	-1.205115669362686E+000	-1.205115669362686E+000	-2.649385802473881E+000	-3.171575573913079E+001	
2.004000000000000E+009	-3.224741580397065E+001	-2.624801941322397E+000	-3.223055338631120E+001	-3.224741580397065E+001	-1.167247124940046E+000	-1.167247124940046E+000	-2.624801941322397E+000	-3.224741580397065E+001	
2.016000000000000E+009	-3.280527018365273E+001	-2.572714052051005E+000	-3.280878366836762E+001	-3.280527018365273E+001	-1.151288448213992E+000	-1.151288448213992E+000	-2.572714052051005E+000	-3.280527018365273E+001	
2.028000000000000E+009	-3.330063819000698E+001	-2.528023716143371E+000	-3.328406175720185E+001	-3.330063819000698E+001	-1.157003743208712E+000	-1.157003743208712E+000	-2.528023716143371E+000	-3.330063819000698E+001	
2.040000000000000E+009	-3.378308843493009E+001	-2.513402683022938E+000	-3.385480498465746E+001	-3.378308843493009E+001	-1.168535563077554E+000	-1.168535563077554E+000	-2.513402683022938E+000	-3.378308843493009E+001	
2.052000000000000E+009	-3.401243483913744E+001	-2.549787697127260E+000	-3.403402865715449E+001	-3.401243483913744E+001	-1.181004026183615E+000	-1.181004026183615E+000	-2.549787697127260E+000	-3.401243483913744E+001	
2.064000000000000E+009	-3.398186490310603E+001	-2.644703120706911E+000	-3.401503673784324E+001	-3.398186490310603E+001	-1.196472583135126E+000	-1.196472583135126E+000	-2.644703120706911E+000	-3.398186490310603E+001	
2.076000000000000E+009	-3.361530715146265E+001	-2.774308725019145E+000	-3.361007890942971E+001	-3.361530715146265E+001	-1.256577780172647E+000	-1.256577780172647E+000	-2.774308725019145E+000	-3.361530715146265E+001	
2.088000000000000E+009	-3.230391865006057E+001	-2.964016271730467E+000	-3.231549254893625E+001	-3.230391865006057E+001	-1.560020298625785E+000	-1.560020298625785E+000	-2.964016271730467E+000	-3.230391865006057E+001	
