# Version 1.00
#
freq[Hz]	Trc1_S21[dB]	Ch1_SG_S11_S11[dB]	Ch1_SG_S12_S12[dB]	Ch1_SG_S21_S21[dB]	Ch1_SG_S22_S22[dB]	RX_S22[dB]	TX_S11[dB]	ISO_S21[dB]	
6.000000000000000E+008	-5.723940177224574E+001	-5.052738646726270E-001	-5.720945656995310E+001	-5.723940177224574E+001	-2.085930287290437E-001	-2.085930287290437E-001	-5.052738646726270E-001	-5.723940177224574E+001	
6.120000000000000E+008	-5.676155605963667E+001	-5.287309775353479E-001	-5.694054634921856E+001	-5.676155605963667E+001	-2.257724721959416E-001	-2.257724721959416E-001	-5.287309775353479E-001	-5.676155605963667E+001	
6.240000000000000E+008	-5.405297905364967E+001	-5.506979915526298E-001	-5.452167599162193E+001	-5.405297905364967E+001	-2.351389786378068E-001	-2.351389786378068E-001	-5.506979915526298E-001	-5.405297905364967E+001	
6.360000000000000E+008	-4.844928430691125E+001	-5.816079874220463E-001	-4.834072193209198E+001	-4.844928430691125E+001	-2.433551670754325E-001	-2.433551670754325E-001	-5.816079874220463E-001	-4.844928430691125E+001	
6.480000000000000E+008	-4.582108513852802E+001	-5.868993016750995E-001	-4.592863296991256E+001	-4.582108513852802E+001	-2.533881180959525E-001	-2.533881180959525E-001	-5.868993016750995E-001	-4.582108513852802E+001	
6.600000000000000E+008	-4.486038104071898E+001	-6.346653014886156E-001	-4.485894936609729E+001	-4.486038104071898E+001	-2.569463183057628E-001	-2.569463183057628E-001	-6.346653014886156E-001	-4.486038104071898E+001	
6.720000000000000E+008	-4.391612689749268E+001	-7.013998855306896E-001	-4.393580837653509E+001	-4.391612689749268E+001	-2.740203050945452E-001	-2.740203050945452E-001	-7.013998855306896E-001	-4.391612689749268E+001	
6.840000000000000E+008	-4.323488533877651E+001	-7.832572469447749E-001	-4.318458425972699E+001	-4.323488533877651E+001	-2.957098772069418E-001	-2.957098772069418E-001	-7.832572469447749E-001	-4.323488533877651E+001	
6.960000000000000E+008	-4.220368547796123E+001	-8.704136630188470E-001	-4.222979406737516E+001	-4.220368547796123E+001	-3.043791149159250E-001	-3.043791149159250E-001	-8.704136630188470E-001	-4.220368547796123E+001	
7.080000000000000E+008	-4.189054520733234E+001	-1.021051561739898E+000	-4.192206240230660E+001	-4.189054520733234E+001	-3.323850432807174E-001	-3.323850432807174E-001	-1.021051561739898E+000	-4.189054520733234E+001	
7.200000000000000E+008	-3.992440339275970E+001	-1.204871896652338E+000	-3.991742515666899E+001	-3.992440339275970E+001	-3.656547911000430E-001	-3.656547911000430E-001	-1.204871896652338E+000	-3.992440339275970E+001	
7.320000000000000E+008	-3.442516415907654E+001	-1.308895807580004E+000	-3.443714092906750E+001	-3.442516415907654E+001	-4.179501558535124E-001	-4.179501558535124E-001	-1.308895807580004E+000	-3.442516415907654E+001	
7.440000000000000E+008	-3.174218197608535E+001	-1.407196127691595E+000	-3.175522920015849E+001	-3.174218197608535E+001	-4.294984545689604E-001	-4.294984545689604E-001	-1.407196127691595E+000	-3.174218197608535E+001	
7.560000000000000E+008	-3.004640471496795E+001	-1.688919832977056E+000	-3.007352181662694E+001	-3.004640471496795E+001	-4.587498311632929E-001	-4.587498311632929E-001	-1.688919832977056E+000	-3.004640471496795E+001	
