# Version 1.00
#
freq[Hz]	Trc1_S21[dB]	Ch1_SG_S11_S11[dB]	Ch1_SG_S12_S12[dB]	Ch1_SG_S21_S21[dB]	Ch1_SG_S22_S22[dB]	RX_S22[dB]	TX_S11[dB]	ISO_S21[dB]	
6.000000000000000E+008	-4.871948235908316E+001	-7.182519006193955E-001	-4.851675648282784E+001	-4.871948235908316E+001	-2.833527123376045E-001	-2.833527123376045E-001	-7.182519006193955E-001	-4.871948235908316E+001	
6.120000000000000E+008	-4.720739288467863E+001	-8.295940213383454E-001	-4.725372930852984E+001	-4.720739288467863E+001	-3.220088569625082E-001	-3.220088569625082E-001	-8.295940213383454E-001	-4.720739288467863E+001	
6.240000000000000E+008	-4.400593774004707E+001	-9.923887906288814E-001	-4.399606963508085E+001	-4.400593774004707E+001	-3.620307369276953E-001	-3.620307369276953E-001	-9.923887906288814E-001	-4.400593774004707E+001	
6.360000000000000E+008	-3.754028681723312E+001	-1.166728998542207E+000	-3.753819495330231E+001	-3.754028681723312E+001	-4.128777463416891E-001	-4.128777463416891E-001	-1.166728998542207E+000	-3.754028681723312E+001	
6.480000000000000E+008	-3.405256185091525E+001	-1.329499441968987E+000	-3.407778517303026E+001	-3.405256185091525E+001	-4.727380042575725E-001	-4.727380042575725E-001	-1.329499441968987E+000	-3.405256185091525E+001	
6.600000000000000E+008	-3.166177618354741E+001	-1.737093770566884E+000	-3.167917299002256E+001	-3.166177618354741E+001	-5.442809978928396E-001	-5.442809978928396E-001	-1.737093770566884E+000	-3.166177618354741E+001	
6.720000000000000E+008	-2.909535337836359E+001	-2.506662159423909E+000	-2.913786125424413E+001	-2.909535337836359E+001	-6.595335784524304E-001	-6.595335784524304E-001	-2.506662159423909E+000	-2.909535337836359E+001	
6.840000000000000E+008	-2.675337970861932E+001	-4.013507053743018E+000	-2.677485850179370E+001	-2.675337970861932E+001	-8.340791233057839E-001	-8.340791233057839E-001	-4.013507053743018E+000	-2.675337970861932E+001	
6.960000000000000E+008	-2.461768584909327E+001	-6.645415505639560E+000	-2.464003613627790E+001	-2.461768584909327E+001	-1.090347089584534E+000	-1.090347089584534E+000	-6.645415505639560E+000	-2.461768584909327E+001	
7.080000000000000E+008	-2.353117483202271E+001	-1.025523792643122E+001	-2.353290107017078E+001	-2.353117483202271E+001	-1.553174123086469E+000	-1.553174123086469E+000	-1.025523792643122E+001	-2.353117483202271E+001	
7.200000000000000E+008	-2.187141511485049E+001	-1.017700753904937E+001	-2.191040596095328E+001	-2.187141511485049E+001	-2.537037878912814E+000	-2.537037878912814E+000	-1.017700753904937E+001	-2.187141511485049E+001	
7.320000000000000E+008	-1.679330338897536E+001	-8.858462820364549E+000	-1.684098369085207E+001	-1.679330338897536E+001	-4.485292068415505E+000	-4.485292068415505E+000	-8.858462820364549E+000	-1.679330338897536E+001	
7.440000000000000E+008	-1.424690442640394E+001	-7.022811304461263E+000	-1.427265537922295E+001	-1.424690442640394E+001	-6.169271529960293E+000	-6.169271529960293E+000	-7.022811304461263E+000	-1.424690442640394E+001	
7.560000000000000E+008	-1.355357759064087E+001	-5.191830536208352E+000	-1.358794826294657E+001	-1.355357759064087E+001	-1.144501583526240E+001	-1.144501583526240E+001	-5.191830536208352E+000	-1.355357759064087E+001	
7.680000000000000E+008	-1.384087161415467E+001	-4.059472056666272E+000	-1.385239846668750E+001	-1.384087161415467E+001	-2.503276876412760E+001	-2.503276876412760E+001	-4.059472056666272E+000	-1.384087161415467E+001	
7.800000000000000E+008	-1.516780249681960E+001	-3.153482289593660E+000	-1.523807029975140E+001	-1.516780249681960E+001	-8.624636939920038E+000	-8.624636939920038E+000	-3.153482289593660E+000	-1.516780249681960E+001	
7.920000000000000E+008	-1.738703822293408E+001	-2.520737597711163E+000	-1.737512324643575E+001	-1.738703822293408E+001	-4.663567423202220E+000	-4.663567423202220E+000	-2.520737597711163E+000	-1.738703822293408E+001	
8.040000000000000E+008	-1.952817275639737E+001	-2.221566437497806E+000	-1.949893723981842E+001	-1.952817275639737E+001	-2.972857604063380E+000	-2.972857604063380E+000	-2.221566437497806E+000	-1.952817275639737E+001	
8.160000000000000E+008	-2.248841340322831E+001	-1.994963628541458E+000	-2.247658595231489E+001	-2.248841340322831E+001	-2.104850714369171E+000	-2.104850714369171E+000	-1.994963628541458E+000	-2.248841340322831E+001	
8.280000000000000E+008	-2.523985468147536E+001	-1.682604297727209E+000	-2.528004328641019E+001	-2.523985468147536E+001	-1.456469387675623E+000	-1.456469387675623E+000	-1.682604297727209E+000	-2.523985468147536E+001	
8.400000000000000E+008	-2.581251718298465E+001	-1.523696551889523E+000	-2.584209352163048E+001	-2.581251718298465E+001	-1.118434936528858E+000	-1.118434936528858E+000	-1.523696551889523E+000	-2.581251718298465E+001	
8.520000000000000E+008	-2.674803264121240E+001	-1.461250524793126E+000	-2.679045957557159E+001	-2.674803264121240E+001	-9.395120565837325E-001	-9.395120565837325E-001	-1.461250524793126E+000	-2.674803264121240E+001	
8.640000000000000E+008	-2.776798903018950E+001	-1.447802046279010E+000	-2.777624385600030E+001	-2.776798903018950E+001	-8.172563437581327E-001	-8.172563437581327E-001	-1.447802046279010E+000	-2.776798903018950E+001	
8.760000000000000E+008	-2.848138956247578E+001	-1.445669988063554E+000	-2.851080814146008E+001	-2.848138956247578E+001	-7.469871000398287E-001	-7.469871000398287E-001	-1.445669988063554E+000	-2.848138956247578E+001	
8.880000000000000E+008	-2.979811194188495E+001	-1.391065281440918E+000	-2.983222435130563E+001	-2.979811194188495E+001	-6.903857582744850E-001	-6.903857582744850E-001	-1.391065281440918E+000	-2.979811194188495E+001	
9.000000000000000E+008	-3.056074631738198E+001	-1.306783371805273E+000	-3.053717562101370E+001	-3.056074631738198E+001	-6.472741995591225E-001	-6.472741995591225E-001	-1.306783371805273E+000	-3.056074631738198E+001	
9.120000000000000E+008	-3.108687998039709E+001	-1.281859032170583E+000	-3.109910143791892E+001	-3.108687998039709E+001	-6.004956517270723E-001	-6.004956517270723E-001	-1.281859032170583E+000	-3.108687998039709E+001	
9.240000000000000E+008	-3.163648132991029E+001	-1.243653271270178E+000	-3.162922035498003E+001	-3.163648132991029E+001	-5.722664391467067E-001	-5.722664391467067E-001	-1.243653271270178E+000	-3.163648132991029E+001	
9.360000000000000E+008	-3.222320147138085E+001	-1.224130677089335E+000	-3.229692779264005E+001	-3.222320147138085E+001	-5.455493961202164E-001	-5.455493961202164E-001	-1.224130677089335E+000	-3.222320147138085E+001	
9.480000000000000E+008	-3.264131247336345E+001	-1.214724452602877E+000	-3.262673347520590E+001	-3.264131247336345E+001	-5.197204544964413E-001	-5.197204544964413E-001	-1.214724452602877E+000	-3.264131247336345E+001	
9.600000000000000E+008	-3.339277666683145E+001	-1.192802105422064E+000	-3.341509831053715E+001	-3.339277666683145E+001	-5.252889032327216E-001	-5.252889032327216E-001	-1.192802105422064E+000	-3.339277666683145E+001	
9.720000000000000E+008	-3.398301902648692E+001	-1.169259085401369E+000	-3.399631277407342E+001	-3.398301902648692E+001	-5.237066881111328E-001	-5.237066881111328E-001	-1.169259085401369E+000	-3.398301902648692E+001	
