        Frequency / MHz                S1,1/abs,dB
                  1704.6                      -9.1058121
                  1706.7                      -9.2537867
                  1708.8                      -9.4067716
                  1710.9                      -9.5650102
                    1713                       -9.728783
                  1715.1                      -9.8983474
                  1717.2                      -10.074029
                  1719.3                      -10.256142
                  1721.4                      -10.445013
                  1723.5                      -10.641033
                  1725.6                      -10.844585
                  1727.7                      -11.056083
                  1729.8                      -11.275979
                  1731.9                      -11.504757
                    1734                      -11.742961
                  1736.1                      -11.991152
                  1738.2                      -12.249945
                  1740.3                      -12.520045
                  1742.4                      -12.802186
                  1744.5                      -13.097193
                  1746.6                      -13.405976
                  1748.7                      -13.729526
                  1750.8                      -14.069013
                  1752.9                      -14.425684
                    1755                      -14.800972
                  1757.1                      -15.196493
                  1759.2                       -15.61411
                  1761.3                      -16.055953
                  1763.4                      -16.524492
                  1765.5                      -17.022592
                  1767.6                        -17.5537
                  1769.7                      -18.121845
                  1771.8                      -18.731854
                  1773.9                       -19.38969
                    1776                      -20.102631
                  1778.1                       -20.87975
                  1780.2                      -21.732598
                  1782.3                         -22.676
                  1784.4                      -23.729595
                  1786.5                       -24.91947
                  1788.6                      -26.280877
                  1790.7                      -27.861479
                  1792.8                      -29.720826
                  1794.9                      -31.907884
                    1797                      -34.321745
                  1799.1                      -36.182286
                  1801.2                      -35.908154
                  1803.3                      -33.819131
                  1805.4                       -31.46134
                  1807.5                      -29.385202
                  1809.6                      -27.629774
                  1811.7                      -26.138287
                  1813.8                      -24.853303
                  1815.9                       -23.73033
                    1818                      -22.736257
                  1820.1                      -21.846719
                  1822.2                      -21.043336
                  1824.3                      -20.311984
                  1826.4                       -19.64174
                  1828.5                      -19.023923
                  1830.6                      -18.451554
                  1832.7                       -17.91897
                  1834.8                      -17.421419
                  1836.9                      -16.954991
                    1839                      -16.516442
                  1841.1                      -16.102886
                  1843.2                       -15.71194
                  1845.3                      -15.341524
                  1847.4                      -14.989802
                  1849.5                      -14.655221
                  1851.6                      -14.336343
                  1853.7                      -14.031942
                  1855.8                      -13.740932
                  1857.9                      -13.462299
                    1860                      -13.195184
                  1862.1                      -12.938778
                  1864.2                      -12.692376
                  1866.3                      -12.455334
                  1868.4                      -12.227044
                  1870.5                      -12.006976
                  1872.6                      -11.794652
                  1874.7                      -11.589606
                  1876.8                      -11.391436
                  1878.9                      -11.199755
                    1881                      -11.014242
                  1883.1                      -10.834571
                  1885.2                      -10.660438
                  1887.3                      -10.491573
                  1889.4                      -10.327745
                  1891.5                      -10.168702
                  1893.6                       -10.01424
                  1895.7                      -9.8641603
                  1897.8                      -9.7182821
                  1899.9                      -9.5764485
                    1902                      -9.4384784
                  1904.1                      -9.3042369
                  1906.2                      -9.1736037
                  1908.3                      -9.0464338
                  1910.4                        -8.92262
                  1912.5                      -8.8020493
                  1914.6                      -8.6846306
                  1916.7                      -8.5702709
                  1918.8                       -8.458872
                  1920.9                      -8.3503547
                    1923                      -8.2446609
                  1925.1                      -8.1416997
                  1927.2                      -8.0414166
                  1929.3                      -7.9437455
                  1931.4                      -7.8486344
                  1933.5                      -7.7560264
                  1935.6                      -7.6658672
                  1937.7                      -7.5781133
                  1939.8                      -7.4927243
                  1941.9                      -7.4096462
                    1944                      -7.3288432
                  1946.1                      -7.2502824
                  1948.2                      -7.1739236
                  1950.3                      -7.0997371
                  1952.4                      -7.0276834
                  1954.5                      -6.9577329
                  1956.6                      -6.8898602
                  1958.7                      -6.8240287
                  1960.8                      -6.7602135
                  1962.9                      -6.6983855
                    1965                      -6.6385228
                  1967.1                      -6.5805997
                  1969.2                      -6.5245862
                  1971.3                      -6.4704594
                  1973.4                      -6.4181983
                  1975.5                      -6.3677726
                  1977.6                      -6.3191633
                  1979.7                      -6.2723454
                  1981.8                      -6.2272968
                  1983.9                      -6.1839956
                    1986                      -6.1424155
                  1988.1                      -6.1025354
                  1990.2                      -6.0643343
                  1992.3                      -6.0277862
                  1994.4                      -5.9928684
                  1996.5                      -5.9595599
                  1998.6                      -5.9278359
                  2000.7                      -5.8976759
                  2002.8                      -5.8690527
                  2004.9                      -5.8419428
                    2007                      -5.8163262
                  2009.1                      -5.7921748
                  2011.2                      -5.7694662
                  2013.3                       -5.748174
                  2015.4                      -5.7282751
                  2017.5                      -5.7097438
                  2019.6                       -5.692553
                  2021.7                      -5.6766778
                  2023.8                      -5.6620925
                  2025.9                      -5.6487694
                    2028                      -5.6366818
                  2030.1                      -5.6258028
                  2032.2                      -5.6161042
                  2034.3                      -5.6075593
                  2036.4                      -5.6001391
                  2038.5                      -5.5938155
                  2040.6                        -5.58856
                  2042.7                      -5.5843437
                  2044.8                      -5.5811373
                  2046.9                      -5.5789129
                    2049                      -5.5776398
                  2051.1                       -5.577289
                  2053.2                      -5.5778322
                  2055.3                      -5.5792397
                  2057.4                      -5.5814824
                  2059.5                      -5.5845317
                  2061.6                      -5.5883572
                  2063.7                      -5.5929333
                  2065.8                      -5.5982288
                  2067.9                      -5.6042176
                    2070                      -5.6108731
                  2072.1                      -5.6181669
                  2074.2                      -5.6260723
                  2076.3                      -5.6345656
                  2078.4                      -5.6436214
                  2080.5                      -5.6532158
                  2082.6                      -5.6633258
                  2084.7                      -5.6739272
                  2086.8                          -5.685
                  2088.9                      -5.6965261
                    2091                      -5.7084811
                  2093.1                      -5.7208506
                  2095.2                      -5.7336181
                  2097.3                      -5.7467631
                  2099.4                      -5.7602752
                  2101.5                      -5.7741396
                  2103.6                      -5.7883411
                  2105.7                      -5.8028724
                  2107.8                       -5.817719
                  2109.9                      -5.8328763
                    2112                      -5.8483359
                  2114.1                      -5.8640887
                  2116.2                      -5.8801287
                  2118.3                      -5.8964531
                  2120.4                      -5.9130595
                  2122.5                      -5.9299425
                  2124.6                      -5.9471003
                  2126.7                      -5.9645397
                  2128.8                      -5.9822511
                  2130.9                      -6.0002406
                    2133                      -6.0185094
                  2135.1                      -6.0370559
                  2137.2                      -6.0558894
                  2139.3                      -6.0750071
                  2141.4                      -6.0944165
                  2143.5                      -6.1141211
                  2145.6                      -6.1341257
                  2147.7                      -6.1544329
                  2149.8                      -6.1750488
                  2151.9                      -6.1959803
                    2154                      -6.2172307
                  2156.1                       -6.238799
                  2158.2                      -6.2606989
                  2160.3                      -6.2829322
                  2162.4                      -6.3055061
                  2164.5                       -6.328419
                  2166.6                      -6.3516816
                  2168.7                      -6.3752924
                  2170.8                      -6.3992593
                  2172.9                      -6.4235876
                    2175                       -6.448277
                  2177.1                      -6.4733315
                  2179.2                      -6.4987515
                  2181.3                       -6.524545
                  2183.4                      -6.5507098
                  2185.5                      -6.5772485
                  2187.6                      -6.6041679
                  2189.7                      -6.6314572
                  2191.8                       -6.659135
                  2193.9                      -6.6871895
                    2196                      -6.7156273
                  2198.1                       -6.744445
                  2200.2                      -6.7736451
                  2202.3                      -6.8032371
                  2204.4                      -6.8332019
                  2206.5                      -6.8635641
                  2208.6                      -6.8943115
                  2210.7                       -6.925449
                  2212.8                      -6.9569735
                  2214.9                      -6.9888918
                    2217                      -7.0212035
                  2219.1                       -7.053916
                  2221.2                      -7.0870224
                  2223.3                      -7.1205329
                  2225.4                      -7.1544501
                  2227.5                      -7.1887805
                  2229.6                      -7.2235272
                  2231.7                       -7.258693
                  2233.8                      -7.2942821
                  2235.9                      -7.3303098
                    2238                      -7.3667685
                  2240.1                      -7.4036804
                  2242.2                      -7.4410472
                  2244.3                      -7.4788738
                  2246.4                      -7.5171775
                  2248.5                      -7.5559595
                  2250.6                      -7.5952371
                  2252.7                      -7.6350168
                  2254.8                      -7.6753098
                  2256.9                      -7.7161304
                    2259                      -7.7574861
                  2261.1                      -7.7993969
                  2263.2                      -7.8418677
                  2265.3                      -7.8849136
                  2267.4                      -7.9285553
                  2269.5                         -7.9728
                  2271.6                      -8.0176548
                  2273.7                      -8.0631452
                  2275.8                      -8.1092802
                  2277.9                      -8.1560725
                    2280                        -8.20354
                  2282.1                      -8.2516918
                  2284.2                      -8.3005407
                  2286.3                      -8.3501057
                  2288.4                      -8.4003843
                  2290.5                      -8.4514062
                  2292.6                      -8.5031746
                  2294.7                      -8.5557082
                  2296.8                      -8.6090149
                  2298.9                      -8.6631063
                    2301                       -8.717985
                  2303.1                      -8.7736624
                  2305.2                      -8.8301515
                  2307.3                      -8.8874751
                  2309.4                      -8.9456139
                  2311.5                      -9.0045845
                  2313.6                      -9.0643976
                  2315.7                      -9.1250609
                  2317.8                       -9.186577
                  2319.9                      -9.2489428
                    2322                      -9.3121695
                  2324.1                      -9.3762432
                  2326.2                      -9.4411978
                  2328.3                      -9.5069968
                  2330.4                       -9.573677
                  2332.5                      -9.6412088
                  2334.6                      -9.7096125
                  2336.7                       -9.778869
                  2338.8                      -9.8489782
                  2340.9                      -9.9199471
                    2343                      -9.9917711
                  2345.1                      -10.064441
                  2347.2                      -10.137946
                  2349.3                      -10.212287
                  2351.4                      -10.287458
                  2353.5                      -10.363445
                  2355.6                      -10.440238
                  2357.7                      -10.517825
                  2359.8                      -10.596229
                  2361.9                      -10.675398
                    2364                      -10.755341
                  2366.1                      -10.836043
                  2368.2                      -10.917481
                  2370.3                      -10.999652
                  2372.4                       -11.08252
                  2374.5                      -11.166095
                  2376.6                      -11.250331
                  2378.7                      -11.335218
                  2380.8                       -11.42073
                  2382.9                      -11.506864
                    2385                      -11.593542
                  2387.1                      -11.680776
                  2389.2                      -11.768509
                  2391.3                       -11.85672
                  2393.4                      -11.945357
                  2395.5                      -12.034389
                  2397.6                      -12.123759
                  2399.7                      -12.213419
                  2401.8                      -12.303303
                  2403.9                      -12.393376
                    2406                      -12.483552
                  2408.1                      -12.573757
                  2410.2                      -12.663919
                  2412.3                       -12.75396
                  2414.4                      -12.843794
                  2416.5                      -12.933313
                  2418.6                      -13.022415
                  2420.7                      -13.110979
                  2422.8                      -13.198923
                  2424.9                       -13.28608
                    2427                      -13.372355
                  2429.1                      -13.457574
                  2431.2                      -13.541616
                  2433.3                      -13.624318
                  2435.4                      -13.705505
                  2437.5                      -13.785019
                  2439.6                      -13.862663
                  2441.7                      -13.938293
                  2443.8                      -14.011693
                  2445.9                      -14.082681
                    2448                      -14.151054
                  2450.1                      -14.216629
                  2452.2                       -14.27919
                  2454.3                      -14.338534
