x-axis,1,2
second,Volt,Volt
-159.0000E-06,-35.1758897E-03,-437.1761E-06
-158.7500E-06,-35.1758897E-03,-23.0502412E-03
-158.5000E-06,-35.1758897E-03,-2.9497389E-03
-158.2500E-06,-35.1758897E-03,-23.0502412E-03
-158.0000E-06,-35.1758897E-03,-23.0502412E-03
-157.7500E-06,-35.1758897E-03,-23.0502412E-03
-157.5000E-06,-35.1758897E-03,-23.0502412E-03
-157.2500E-06,-17.5879502E-03,-23.0502412E-03
-157.0000E-06,-35.1758897E-03,-23.0502412E-03
-156.7500E-06,-17.5879502E-03,-23.0502412E-03
-156.5000E-06,-35.1758897E-03,-23.0502412E-03
-156.2500E-06,-15.0753874E-03,-23.0502412E-03
-156.0000E-06,-35.1758897E-03,-2.9497389E-03
-155.7500E-06,-35.1758897E-03,-2.9497389E-03
-155.5000E-06,-35.1758897E-03,-23.0502412E-03
-155.2500E-06,-35.1758897E-03,-437.1761E-06
-155.0000E-06,-35.1758897E-03,-2.9497389E-03
-154.7500E-06,-17.5879502E-03,-23.0502412E-03
-154.5000E-06,-35.1758897E-03,-23.0502412E-03
-154.2500E-06,-17.5879502E-03,-2.9497389E-03
-154.0000E-06,-17.5879502E-03,-23.0502412E-03
-153.7500E-06,-15.0753874E-03,-23.0502412E-03
-153.5000E-06,-35.1758897E-03,-23.0502412E-03
-153.2500E-06,-35.1758897E-03,-2.9497389E-03
-153.0000E-06,-35.1758897E-03,-2.9497389E-03
-152.7500E-06,-17.5879502E-03,-23.0502412E-03
-152.5000E-06,-35.1758897E-03,-23.0502412E-03
-152.2500E-06,-35.1758897E-03,-437.1761E-06
-152.0000E-06,-35.1758897E-03,-23.0502412E-03
-151.7500E-06,-35.1758897E-03,-2.9497389E-03
-151.5000E-06,-35.1758897E-03,-23.0502412E-03
-151.2500E-06,-15.0753874E-03,-2.9497389E-03
-151.0000E-06,-35.1758897E-03,-23.0502412E-03
-150.7500E-06,-35.1758897E-03,-23.0502412E-03
-150.5000E-06,-35.1758897E-03,-23.0502412E-03
-150.2500E-06,-35.1758897E-03,-437.1761E-06
-150.0000E-06,-35.1758897E-03,-23.0502412E-03
-149.7500E-06,-55.2763920E-03,-23.0502412E-03
-149.5000E-06,-35.1758897E-03,-23.0502412E-03
-149.2500E-06,-35.1758897E-03,-2.9497389E-03
-149.0000E-06,-35.1758897E-03,-437.1761E-06
-148.7500E-06,-35.1758897E-03,-23.0502412E-03
-148.5000E-06,-35.1758897E-03,+17.1507634E-03
-148.2500E-06,-35.1758897E-03,-23.0502412E-03
