847,-2.9773
847.5,-2.9975
848,-3.0123
848.5,-3.0315
849,-3.0448
849.5,-3.0619
850,-3.0752
850.5,-3.0831
851,-3.0903
851.5,-3.0928
852,-3.0897
852.5,-3.0902
853,-3.0872
853.5,-3.0898
854,-3.0857
854.5,-3.0833
855,-3.091
855.5,-3.082
856,-3.0746
856.5,-3.0678
857,-3.0645
857.5,-3.0516
858,-3.0426
858.5,-3.0306
859,-3.0249
859.5,-3.0092
860,-3.0015
860.5,-3.0018
861,-3.0003
861.5,-3.001
862,-3.0003
862.5,-2.9941
863,-2.9955
863.5,-2.9969
864,-2.9956
864.5,-2.9905
865,-2.9599
865.5,-2.9456
866,-2.9386
866.5,-2.9251
867,-2.9173
867.5,-2.911
868,-2.8975
868.5,-2.886
869,-2.8769
869.5,-2.8685
870,-2.8671
870.5,-2.8656
871,-2.8637
871.5,-2.8594
872,-2.8593
872.5,-2.8614
873,-2.8641
873.5,-2.8721
874,-2.8763
874.5,-2.8805
875,-2.8343
875.5,-2.8423
876,-2.8517
876.5,-2.8629
877,-2.8737
877.5,-2.8836
878,-2.8949
878.5,-2.9077
879,-2.922
879.5,-2.9328
880,-2.9536
880.5,-2.9649
881,-2.9735
881.5,-2.9855
882,-2.9961
882.5,-3.0089
883,-3.0243
883.5,-3.0376
884,-3.0466
884.5,-3.059
885,-3.0568
885.5,-3.0663
886,-3.0778
886.5,-3.0905
887,-3.0951
887.5,-3.1055
888,-3.1048
888.5,-3.117
889,-3.1254
889.5,-3.1288
890,-3.1369
890.5,-3.1443
891,-3.1499
891.5,-3.1461
892,-3.1502
892.5,-3.1512
893,-3.1564
893.5,-3.1577
894,-3.1525
894.5,-3.1502
895,-3.1743
895.5,-3.1766
896,-3.1799
896.5,-3.1793
897,-3.1827
897.5,-3.1814
898,-3.1831
898.5,-3.1796
899,-3.1779
899.5,-3.1725
900,-2.9862
900.5,-2.973
901,-2.9549
901.5,-2.9435
902,-2.9271
902.5,-2.9112
903,-2.8945
903.5,-2.8788
904,-2.8675
904.5,-2.848
905,-2.8058
905.5,-2.7995
906,-2.7966
906.5,-2.7985
907,-2.7932
907.5,-2.7927
908,-2.7909
908.5,-2.7932
909,-2.7995
909.5,-2.8061
910,-2.8099
910.5,-2.8168
911,-2.8151
911.5,-2.8263
912,-2.8349
912.5,-2.8396
913,-2.8617
913.5,-2.8707
914,-2.8881
914.5,-2.8982
915,-2.9282
915.5,-2.9365
916,-2.9542
916.5,-2.9705
917,-2.9855
917.5,-2.9979
918,-3.0094
918.5,-3.0261
919,-3.0332
919.5,-3.0492
920,-3.0568
920.5,-3.0735
921,-3.0947
921.5,-3.1072
922,-3.1222
922.5,-3.1329
923,-3.1409
923.5,-3.1532
924,-3.1655
924.5,-3.181
925,-3.2742
925.5,-3.2802
926,-3.2866
926.5,-3.2931
927,-3.2961
927.5,-3.2916
928,-3.2929
928.5,-3.2937
929,-3.2955
929.5,-3.2922
930,-3.2848
930.5,-3.2759
931,-3.2543
931.5,-3.2361
932,-3.2206
932.5,-3.2017
933,-3.1868
933.5,-3.1639
934,-3.1471
934.5,-3.1331
935,-3.156
935.5,-3.1537
936,-3.1464
936.5,-3.1411
937,-3.1391
937.5,-3.1356
938,-3.1306
938.5,-3.1267
939,-3.1178
939.5,-3.1183
940,-3.1125
940.5,-3.0994
941,-3.0848
941.5,-3.0709
942,-3.0571
942.5,-3.0451
943,-3.0225
943.5,-3.015
944,-3.0032
944.5,-2.9913
945,-3.0242
945.5,-3.0187
946,-3.0164
946.5,-3.0133
947,-3.0046
947.5,-3.009
948,-3.0063
948.5,-3.0061
949,-3.0089
949.5,-3.0093
950,-3.0116
950.5,-3.0203
951,-3.0276
951.5,-3.0389
952,-3.0483
952.5,-3.0576
953,-3.0781
953.5,-3.0896
954,-3.1013
954.5,-3.1067
955,-3.1085
955.5,-3.1105
956,-3.1161
956.5,-3.1261
957,-3.1334
957.5,-3.1425
958,-3.1514
958.5,-3.1563
959,-3.1625
