# Version 1.00
#
freq[Hz]	Trc1_S21[dB]	Ch1_SG_S11_S11[dB]	Ch1_SG_S12_S12[dB]	Ch1_SG_S21_S21[dB]	Ch1_SG_S22_S22[dB]	RX_S22[dB]	TX_S11[dB]	ISO_S21[dB]	
1.152000000000000E+009	-2.610178921989347E+001	-2.021857665773776E+000	-2.612723935166644E+001	-2.610178921989347E+001	-1.358460206578762E+000	-1.358460206578762E+000	-2.021857665773776E+000	-2.610178921989347E+001	
1.164000000000000E+009	-2.627406015656987E+001	-1.974952185901255E+000	-2.630759088634552E+001	-2.627406015656987E+001	-1.348459210250347E+000	-1.348459210250347E+000	-1.974952185901255E+000	-2.627406015656987E+001	
1.176000000000000E+009	-2.660452096929493E+001	-1.930703467484386E+000	-2.660656770327971E+001	-2.660452096929493E+001	-1.310215443451478E+000	-1.310215443451478E+000	-1.930703467484386E+000	-2.660452096929493E+001	
1.188000000000000E+009	-2.705187546045660E+001	-1.877839356031397E+000	-2.706702703317940E+001	-2.705187546045660E+001	-1.306353559715544E+000	-1.306353559715544E+000	-1.877839356031397E+000	-2.705187546045660E+001	
1.200000000000000E+009	-2.735238446048663E+001	-1.807365302075785E+000	-2.738490774076269E+001	-2.735238446048663E+001	-1.311106708585436E+000	-1.311106708585436E+000	-1.807365302075785E+000	-2.735238446048663E+001	
1.212000000000000E+009	-2.765531700971488E+001	-1.756678733446292E+000	-2.769495701951571E+001	-2.765531700971488E+001	-1.288416760840029E+000	-1.288416760840029E+000	-1.756678733446292E+000	-2.765531700971488E+001	
1.224000000000000E+009	-2.823300694552100E+001	-1.711184096482983E+000	-2.823616269645995E+001	-2.823300694552100E+001	-1.299589415710872E+000	-1.299589415710872E+000	-1.711184096482983E+000	-2.823300694552100E+001	
1.236000000000000E+009	-2.872630065472405E+001	-1.664269762847477E+000	-2.872415638765475E+001	-2.872630065472405E+001	-1.295734297352818E+000	-1.295734297352818E+000	-1.664269762847477E+000	-2.872630065472405E+001	
1.248000000000000E+009	-2.869227998086105E+001	-1.640649638885373E+000	-2.870460988586489E+001	-2.869227998086105E+001	-1.292468018825992E+000	-1.292468018825992E+000	-1.640649638885373E+000	-2.869227998086105E+001	
1.260000000000000E+009	-2.919583758625947E+001	-1.636633687365495E+000	-2.919816892288128E+001	-2.919583758625947E+001	-1.275336425386965E+000	-1.275336425386965E+000	-1.636633687365495E+000	-2.919583758625947E+001	
1.272000000000000E+009	-2.884815922218437E+001	-1.657655781457186E+000	-2.886717420005816E+001	-2.884815922218437E+001	-1.315758872910901E+000	-1.315758872910901E+000	-1.657655781457186E+000	-2.884815922218437E+001	
1.284000000000000E+009	-2.899781263295873E+001	-1.677777290842723E+000	-2.899491752431045E+001	-2.899781263295873E+001	-1.334153181251291E+000	-1.334153181251291E+000	-1.677777290842723E+000	-2.899781263295873E+001	
1.296000000000000E+009	-2.873737225433831E+001	-1.685542748119944E+000	-2.875655869590329E+001	-2.873737225433831E+001	-1.375857048480018E+000	-1.375857048480018E+000	-1.685542748119944E+000	-2.873737225433831E+001	
1.308000000000000E+009	-2.818206686977947E+001	-1.687438750382701E+000	-2.819602496218396E+001	-2.818206686977947E+001	-1.428277262612542E+000	-1.428277262612542E+000	-1.687438750382701E+000	-2.818206686977947E+001	
1.320000000000000E+009	-2.776516242699663E+001	-1.698051361789170E+000	-2.775927958369998E+001	-2.776516242699663E+001	-1.489362999587658E+000	-1.489362999587658E+000	-1.698051361789170E+000	-2.776516242699663E+001	
1.332000000000000E+009	-2.819290468807454E+001	-1.681777869717434E+000	-2.821106484805144E+001	-2.819290468807454E+001	-1.518393498155479E+000	-1.518393498155479E+000	-1.681777869717434E+000	-2.819290468807454E+001	
1.344000000000000E+009	-2.839771525426999E+001	-1.685189700540451E+000	-2.841757183608832E+001	-2.839771525426999E+001	-1.537759778991453E+000	-1.537759778991453E+000	-1.685189700540451E+000	-2.839771525426999E+001	
1.356000000000000E+009	-2.804271622962520E+001	-1.696131564423926E+000	-2.805580570462655E+001	-2.804271622962520E+001	-1.586890876237301E+000	-1.586890876237301E+000	-1.696131564423926E+000	-2.804271622962520E+001	
1.368000000000000E+009	-2.795399637754072E+001	-1.719133292980313E+000	-2.795718843148206E+001	-2.795399637754072E+001	-1.615803998135091E+000	-1.615803998135091E+000	-1.719133292980313E+000	-2.795399637754072E+001	
1.380000000000000E+009	-2.795377776506005E+001	-1.735627145633893E+000	-2.796643301713262E+001	-2.795377776506005E+001	-1.653554192984367E+000	-1.653554192984367E+000	-1.735627145633893E+000	-2.795377776506005E+001	
1.392000000000000E+009	-2.809800784886400E+001	-1.743654626797353E+000	-2.808895338655974E+001	-2.809800784886400E+001	-1.679772592907326E+000	-1.679772592907326E+000	-1.743654626797353E+000	-2.809800784886400E+001	
1.404000000000000E+009	-2.774543844863235E+001	-1.753208803328207E+000	-2.776722120629812E+001	-2.774543844863235E+001	-1.759303672653641E+000	-1.759303672653641E+000	-1.753208803328207E+000	-2.774543844863235E+001	
1.416000000000000E+009	-2.728576210434564E+001	-1.772515249265289E+000	-2.730661366030956E+001	-2.728576210434564E+001	-1.832876565690368E+000	-1.832876565690368E+000	-1.772515249265289E+000	-2.728576210434564E+001	
1.428000000000000E+009	-2.693999634942120E+001	-1.821518742969003E+000	-2.694308090494137E+001	-2.693999634942120E+001	-1.898803188955656E+000	-1.898803188955656E+000	-1.821518742969003E+000	-2.693999634942120E+001	
1.440000000000000E+009	-2.608471821387591E+001	-1.884176605805246E+000	-2.610339733660005E+001	-2.608471821387591E+001	-1.978757082626026E+000	-1.978757082626026E+000	-1.884176605805246E+000	-2.608471821387591E+001	
1.452000000000000E+009	-2.537021996120787E+001	-1.949436316295656E+000	-2.538345948843849E+001	-2.537021996120787E+001	-2.051879348065109E+000	-2.051879348065109E+000	-1.949436316295656E+000	-2.537021996120787E+001	
1.464000000000000E+009	-2.477865538851937E+001	-2.004833390234286E+000	-2.479071555773104E+001	-2.477865538851937E+001	-2.149730939837516E+000	-2.149730939837516E+000	-2.004833390234286E+000	-2.477865538851937E+001	
1.476000000000000E+009	-2.463526085964720E+001	-2.064498300495423E+000	-2.464026951729990E+001	-2.463526085964720E+001	-2.249152788508711E+000	-2.249152788508711E+000	-2.064498300495423E+000	-2.463526085964720E+001	
1.488000000000000E+009	-2.442884550802980E+001	-2.099980473480655E+000	-2.443634955608916E+001	-2.442884550802980E+001	-2.316583250167764E+000	-2.316583250167764E+000	-2.099980473480655E+000	-2.442884550802980E+001	
1.500000000000000E+009	-2.385303684510324E+001	-2.196726650955013E+000	-2.386986254582165E+001	-2.385303684510324E+001	-2.387367210453958E+000	-2.387367210453958E+000	-2.196726650955013E+000	-2.385303684510324E+001	
1.512000000000000E+009	-2.360576822425264E+001	-2.275291519835735E+000	-2.361381169746847E+001	-2.360576822425264E+001	-2.494147927869792E+000	-2.494147927869792E+000	-2.275291519835735E+000	-2.360576822425264E+001	
1.524000000000000E+009	-2.324706785956307E+001	-2.381004362655266E+000	-2.326608363234864E+001	-2.324706785956307E+001	-2.596867061854039E+000	-2.596867061854039E+000	-2.381004362655266E+000	-2.324706785956307E+001	
1.536000000000000E+009	-2.278908086952551E+001	-2.456664788051727E+000	-2.279657070906409E+001	-2.278908086952551E+001	-2.671066389795966E+000	-2.671066389795966E+000	-2.456664788051727E+000	-2.278908086952551E+001	
1.548000000000000E+009	-2.251317508827767E+001	-2.557116837511040E+000	-2.251747643986380E+001	-2.251317508827767E+001	-2.752872591131411E+000	-2.752872591131411E+000	-2.557116837511040E+000	-2.251317508827767E+001	
1.560000000000000E+009	-2.204110691623276E+001	-2.662441832340374E+000	-2.205235503377234E+001	-2.204110691623276E+001	-2.899165422161872E+000	-2.899165422161872E+000	-2.662441832340374E+000	-2.204110691623276E+001	
1.572000000000000E+009	-2.151518980762734E+001	-2.793044303115575E+000	-2.152802457339639E+001	-2.151518980762734E+001	-3.003986080802787E+000	-3.003986080802787E+000	-2.793044303115575E+000	-2.151518980762734E+001	
1.584000000000000E+009	-2.116655846586546E+001	-2.908744467741498E+000	-2.116632401308799E+001	-2.116655846586546E+001	-3.088861945743898E+000	-3.088861945743898E+000	-2.908744467741498E+000	-2.116655846586546E+001	
1.596000000000000E+009	-2.060017936743628E+001	-3.028559405628155E+000	-2.060586777031304E+001	-2.060017936743628E+001	-3.214943322328534E+000	-3.214943322328534E+000	-3.028559405628155E+000	-2.060017936743628E+001	
1.608000000000000E+009	-2.036777294460594E+001	-3.154429495491422E+000	-2.036781802089547E+001	-2.036777294460594E+001	-3.306145926354236E+000	-3.306145926354236E+000	-3.154429495491422E+000	-2.036777294460594E+001	
1.620000000000000E+009	-2.008825529446266E+001	-3.317729401831382E+000	-2.011665314782338E+001	-2.008825529446266E+001	-3.481159386724449E+000	-3.481159386724449E+000	-3.317729401831382E+000	-2.008825529446266E+001	
1.632000000000000E+009	-1.978186057371913E+001	-3.492410720435918E+000	-1.979338295919286E+001	-1.978186057371913E+001	-3.684482293328920E+000	-3.684482293328920E+000	-3.492410720435918E+000	-1.978186057371913E+001	
1.644000000000000E+009	-1.972266540910612E+001	-3.583117251755974E+000	-1.973573062829697E+001	-1.972266540910612E+001	-3.772706007186280E+000	-3.772706007186280E+000	-3.583117251755974E+000	-1.972266540910612E+001	
1.656000000000000E+009	-1.934146755899327E+001	-3.760572035632763E+000	-1.933721553330828E+001	-1.934146755899327E+001	-3.841664427416687E+000	-3.841664427416687E+000	-3.760572035632763E+000	-1.934146755899327E+001	
1.668000000000000E+009	-1.868995594252447E+001	-4.000300801031442E+000	-1.868800240969729E+001	-1.868995594252447E+001	-3.969233295448639E+000	-3.969233295448639E+000	-4.000300801031442E+000	-1.868995594252447E+001	
1.680000000000000E+009	-1.819881908663247E+001	-4.200866856641659E+000	-1.819096730746882E+001	-1.819881908663247E+001	-4.127517044135280E+000	-4.127517044135280E+000	-4.200866856641659E+000	-1.819881908663247E+001	
1.692000000000000E+009	-1.765191139918645E+001	-4.456544848261379E+000	-1.764345130862708E+001	-1.765191139918645E+001	-4.280809534628819E+000	-4.280809534628819E+000	-4.456544848261379E+000	-1.765191139918645E+001	
1.704000000000000E+009	-1.716485996684040E+001	-4.753163402639883E+000	-1.716863654724073E+001	-1.716485996684040E+001	-4.448654237880012E+000	-4.448654237880012E+000	-4.753163402639883E+000	-1.716485996684040E+001	
1.716000000000000E+009	-1.695317969402074E+001	-5.074524572738932E+000	-1.696565438774789E+001	-1.695317969402074E+001	-4.540105535461549E+000	-4.540105535461549E+000	-5.074524572738932E+000	-1.695317969402074E+001	
1.728000000000000E+009	-1.666905012177014E+001	-5.356118480420254E+000	-1.667240030646271E+001	-1.666905012177014E+001	-4.657941446176394E+000	-4.657941446176394E+000	-5.356118480420254E+000	-1.666905012177014E+001	
1.740000000000000E+009	-1.631747014906625E+001	-5.646361442230886E+000	-1.631849726821908E+001	-1.631747014906625E+001	-4.910301787402597E+000	-4.910301787402597E+000	-5.646361442230886E+000	-1.631747014906625E+001	
1.752000000000000E+009	-1.593284908463383E+001	-6.011259361033826E+000	-1.593661850549970E+001	-1.593284908463383E+001	-5.117662307014886E+000	-5.117662307014886E+000	-6.011259361033826E+000	-1.593284908463383E+001	
1.764000000000000E+009	-1.561313809870464E+001	-6.344985527836289E+000	-1.562146487095967E+001	-1.561313809870464E+001	-5.317046051958679E+000	-5.317046051958679E+000	-6.344985527836289E+000	-1.561313809870464E+001	
1.776000000000000E+009	-1.538013511926529E+001	-6.618930307063875E+000	-1.538549798754934E+001	-1.538013511926529E+001	-5.526685218040379E+000	-5.526685218040379E+000	-6.618930307063875E+000	-1.538013511926529E+001	
1.788000000000000E+009	-1.499708206327731E+001	-6.991341954421061E+000	-1.499180643329222E+001	-1.499708206327731E+001	-5.877223508462716E+000	-5.877223508462716E+000	-6.991341954421061E+000	-1.499708206327731E+001	
1.800000000000000E+009	-1.481719382165297E+001	-7.424424733172496E+000	-1.484412675757313E+001	-1.481719382165297E+001	-6.176785606066610E+000	-6.176785606066610E+000	-7.424424733172496E+000	-1.481719382165297E+001	
1.812000000000000E+009	-1.450741083019107E+001	-8.035301387039482E+000	-1.452017990680777E+001	-1.450741083019107E+001	-6.404030224240536E+000	-6.404030224240536E+000	-8.035301387039482E+000	-1.450741083019107E+001	
1.824000000000000E+009	-1.417128789193593E+001	-8.454227271774306E+000	-1.417535035766591E+001	-1.417128789193593E+001	-6.671000227605520E+000	-6.671000227605520E+000	-8.454227271774306E+000	-1.417128789193593E+001	
1.836000000000000E+009	-1.375853246620276E+001	-9.078927480789435E+000	-1.376146361301635E+001	-1.375853246620276E+001	-6.975422719939073E+000	-6.975422719939073E+000	-9.078927480789435E+000	-1.375853246620276E+001	
1.848000000000000E+009	-1.354999147499284E+001	-9.863906292726671E+000	-1.355998368797922E+001	-1.354999147499284E+001	-7.356801781590916E+000	-7.356801781590916E+000	-9.863906292726671E+000	-1.354999147499284E+001	
1.860000000000000E+009	-1.338692520380587E+001	-1.064158246067814E+001	-1.340153495138426E+001	-1.338692520380587E+001	-7.594018866554722E+000	-7.594018866554722E+000	-1.064158246067814E+001	-1.338692520380587E+001	
1.872000000000000E+009	-1.311968207774900E+001	-1.129220984865355E+001	-1.313301718196489E+001	-1.311968207774900E+001	-7.985945590545247E+000	-7.985945590545247E+000	-1.129220984865355E+001	-1.311968207774900E+001	
1.884000000000000E+009	-1.311909334021099E+001	-1.203627078232696E+001	-1.313189409035797E+001	-1.311909334021099E+001	-8.288984708860994E+000	-8.288984708860994E+000	-1.203627078232696E+001	-1.311909334021099E+001	
1.896000000000000E+009	-1.320584654109967E+001	-1.315755327828330E+001	-1.321647864027006E+001	-1.320584654109967E+001	-8.425129867211787E+000	-8.425129867211787E+000	-1.315755327828330E+001	-1.320584654109967E+001	
1.908000000000000E+009	-1.326637807576481E+001	-1.449529594871782E+001	-1.327965832563131E+001	-1.326637807576481E+001	-8.562305241391698E+000	-8.562305241391698E+000	-1.449529594871782E+001	-1.326637807576481E+001	
1.920000000000000E+009	-1.344948254421119E+001	-1.589632715977417E+001	-1.345873623097391E+001	-1.344948254421119E+001	-8.549793624020543E+000	-8.549793624020543E+000	-1.589632715977417E+001	-1.344948254421119E+001	
1.932000000000000E+009	-1.361744225290453E+001	-1.783382706835614E+001	-1.363526536572361E+001	-1.361744225290453E+001	-8.427316069779780E+000	-8.427316069779780E+000	-1.783382706835614E+001	-1.361744225290453E+001	
1.944000000000000E+009	-1.367245097037452E+001	-2.027848015717674E+001	-1.368786011683941E+001	-1.367245097037452E+001	-8.174931022902690E+000	-8.174931022902690E+000	-2.027848015717674E+001	-1.367245097037452E+001	
1.956000000000000E+009	-1.402337657511067E+001	-2.324437485035649E+001	-1.403438208433117E+001	-1.402337657511067E+001	-7.703967575461141E+000	-7.703967575461141E+000	-2.324437485035649E+001	-1.402337657511067E+001	
1.968000000000000E+009	-1.427401536448335E+001	-3.081885898290802E+001	-1.429010218004036E+001	-1.427401536448335E+001	-6.829598899176744E+000	-6.829598899176744E+000	-3.081885898290802E+001	-1.427401536448335E+001	
1.980000000000000E+009	-1.476925021672150E+001	-4.520201580666643E+001	-1.478635799124718E+001	-1.476925021672150E+001	-5.993248735411963E+000	-5.993248735411963E+000	-4.520201580666643E+001	-1.476925021672150E+001	
1.992000000000000E+009	-1.546362225334906E+001	-2.903792959932523E+001	-1.547066815296352E+001	-1.546362225334906E+001	-5.066091483891107E+000	-5.066091483891107E+000	-2.903792959932523E+001	-1.546362225334906E+001	
2.004000000000000E+009	-1.639949219691937E+001	-2.251198833482815E+001	-1.639634055590396E+001	-1.639949219691937E+001	-4.230101645302555E+000	-4.230101645302555E+000	-2.251198833482815E+001	-1.639949219691937E+001	
2.016000000000000E+009	-1.757944994235406E+001	-1.925882170787083E+001	-1.758912655085685E+001	-1.757944994235406E+001	-3.563440605921966E+000	-3.563440605921966E+000	-1.925882170787083E+001	-1.757944994235406E+001	
2.028000000000000E+009	-1.864646229645656E+001	-1.696827948420280E+001	-1.865077730615565E+001	-1.864646229645656E+001	-2.981579728069622E+000	-2.981579728069622E+000	-1.696827948420280E+001	-1.864646229645656E+001	
2.040000000000000E+009	-1.997547623857719E+001	-1.507890334568986E+001	-1.999544078807129E+001	-1.997547623857719E+001	-2.531048705434626E+000	-2.531048705434626E+000	-1.507890334568986E+001	-1.997547623857719E+001	
2.052000000000000E+009	-2.167470208505906E+001	-1.314126301188479E+001	-2.168277083543289E+001	-2.167470208505906E+001	-2.134570858509358E+000	-2.134570858509358E+000	-1.314126301188479E+001	-2.167470208505906E+001	
2.064000000000000E+009	-2.381689973513659E+001	-1.170883273818422E+001	-2.382513846433245E+001	-2.381689973513659E+001	-1.798401658305016E+000	-1.798401658305016E+000	-1.170883273818422E+001	-2.381689973513659E+001	
2.076000000000000E+009	-2.650356983955738E+001	-1.067623040413824E+001	-2.651881148188199E+001	-2.650356983955738E+001	-1.550313154139553E+000	-1.550313154139553E+000	-1.067623040413824E+001	-2.650356983955738E+001	
2.088000000000000E+009	-2.886161495158196E+001	-1.004139189769276E+001	-2.886780518056440E+001	-2.886161495158196E+001	-1.347321573323651E+000	-1.347321573323651E+000	-1.004139189769276E+001	-2.886161495158196E+001	
