        Frequency / MHz                S1,1 (31765)/abs,dB
                     400                   -0.0086046271
                   402.6                   -0.0077671303
                   405.2                   -0.0068717214
                   407.8                   -0.0067041431
                   410.4                   -0.0075694061
                     413                   -0.0090808895
                   415.6                    -0.010413245
                   418.2                    -0.010862198
                   420.8                    -0.010328135
                   423.4                   -0.0093877768
                     426                   -0.0089093833
                   428.6                   -0.0094692191
                   431.2                      -0.0109565
                   433.8                    -0.012633687
                   436.4                    -0.013629718
                     439                    -0.013537243
                   441.6                    -0.012698114
                   444.2                    -0.011982134
                   446.8                    -0.012207864
                   449.4                    -0.013587591
                     452                    -0.015562638
                   454.6                    -0.017164277
                   457.2                    -0.017672279
                   459.8                    -0.017118187
                   462.4                    -0.016279759
                     465                    -0.016173129
                   467.6                    -0.017372167
                   470.2                    -0.019599497
                   472.8                    -0.021878867
                   475.4                    -0.023186816
                     478                    -0.023163772
                   480.6                    -0.022384061
                   483.2                    -0.021995332
                   485.8                    -0.022964587
                   488.4                    -0.025411534
                     491                    -0.028474984
                   493.6                    -0.030858407
                   496.2                    -0.031721967
                   498.8                     -0.03129351
                   501.4                    -0.030758594
                     504                     -0.03150312
                   506.6                    -0.034186862
                   509.2                    -0.038230784
                   511.8                    -0.042127208
                   514.4                    -0.044448293
                     517                    -0.044875744
                   519.6                    -0.044495407
                   522.2                    -0.045146262
                   524.8                    -0.048230424
                   527.4                    -0.053706923
                     530                    -0.059964252
                   532.6                    -0.064828488
                   535.2                    -0.067113962
                   537.8                    -0.067585617
                   540.4                    -0.068615168
                     543                    -0.072735591
                   545.6                     -0.08092257
                   548.2                    -0.091672839
                   550.8                     -0.10175594
                   553.4                     -0.10846478
                     556                     -0.11182716
                   558.6                     -0.11505805
                   561.2                     -0.12290975
                   563.8                     -0.13874234
                   566.4                     -0.16182311
                     569                     -0.18699686
                   571.6                     -0.20818231
                   574.2                      -0.2238871
                   576.8                     -0.24055456
                   579.4                     -0.27134644
                     582                     -0.33004012
                   584.6                     -0.41956055
                   587.2                     -0.52059332
                   589.8                     -0.59736955
                   592.4                     -0.62373125
                     595                     -0.59901918
                   597.6                     -0.53904347
                   600.2                     -0.46232408
                   602.8                     -0.38494765
                   605.4                     -0.32066069
                     608                     -0.28022811
                   610.6                     -0.26818117
                   613.2                     -0.27978958
                   615.8                     -0.30285789
                   618.4                     -0.32466634
                     621                      -0.3388633
                   623.6                     -0.34749052
                   626.2                     -0.35806137
                   628.8                     -0.37836018
                   631.4                     -0.41167388
                     634                     -0.45483347
                   636.6                     -0.50057666
                   639.2                     -0.54289267
                   641.8                     -0.58136283
                   644.4                     -0.62150194
                     647                     -0.67134211
                   649.6                     -0.73653081
                   652.2                     -0.81681249
                   654.8                     -0.90636888
                   657.4                     -0.99843413
                     660                      -1.0909577
                   662.6                      -1.1889848
                   665.2                      -1.3022693
                   667.8                      -1.4397843
                   670.4                      -1.6043804
                     673                      -1.7913422
                   675.6                      -1.9927097
                   678.2                      -2.2049136
                   680.8                      -2.4338108
                   683.4                      -2.6931395
                     686                      -2.9975514
                   688.6                      -3.3543414
                   691.2                      -3.7596206
                   693.8                      -4.2029882
                   696.4                      -4.6788352
                     699                      -5.1956557
                   701.6                      -5.7753903
                   704.2                      -6.4431151
                   706.8                      -7.2134139
                   709.4                      -8.0827281
                     712                      -9.0355254
                   714.6                      -10.063464
                   717.2                      -11.183776
                   719.8                       -12.43971
                   722.4                      -13.875819
                     725                      -15.489977
                   727.6                      -17.162336
                   730.2                      -18.590153
                   732.8                      -19.371377
                   735.4                       -19.32757
                     738                      -18.640081
                   740.6                      -17.599349
                   743.2                       -16.43062
                   745.8                      -15.285762
                   748.4                       -14.25453
                     751                      -13.370553
                   753.6                      -12.625409
                   756.2                      -11.988536
                   758.8                      -11.426867
                   761.4                      -10.918725
                     764                      -10.457769
                   766.6                      -10.047524
                   769.2                      -9.6916703
                   771.8                       -9.387337
                   774.4                       -9.124653
                     777                      -8.8910497
                   779.6                      -8.6770387
                   782.2                      -8.4796132
                   784.8                       -8.301353
                   787.4                      -8.1462446
                     790                       -8.015429
                   792.6                      -7.9055966
                   795.2                      -7.8105399
                   797.8                      -7.7245195
                   800.4                      -7.6451614
                     803                      -7.5739327
                   805.6                      -7.5141219
                   808.2                      -7.4678247
                   810.8                      -7.4341034
                   813.4                      -7.4093135
                     816                      -7.3892786
                   818.6                      -7.3716813
                   821.2                      -7.3571422
                   823.8                      -7.3482282
                   826.4                      -7.3472016
                     829                      -7.3541715
                   831.6                      -7.3667596
                   834.2                      -7.3815486
                   836.8                      -7.3961592
                   839.4                      -7.4105851
                     842                      -7.4268201
                   844.6                      -7.4470999
                   847.2                      -7.4720555
                   849.8                       -7.500041
                   852.4                      -7.5280671
                     855                      -7.5536854
                   857.6                        -7.57643
                   860.2                      -7.5978889
                   862.8                      -7.6202573
                   865.4                      -7.6445471
                     868                        -7.66963
                   870.6                      -7.6928659
                   873.2                      -7.7117946
                   875.8                      -7.7256911
                   878.4                      -7.7358811
                     881                      -7.7445986
                   883.6                      -7.7531965
                   886.2                      -7.7610561
                   888.8                      -7.7659423
                   891.4                      -7.7654982
                     894                      -7.7588801
                   896.6                      -7.7472567
                   899.2                      -7.7328972
                   901.8                      -7.7174835
                   904.4                      -7.7008954
                     907                      -7.6813337
                   909.6                      -7.6566335
                   912.2                      -7.6258612
                   914.8                      -7.5899681
                   917.4                      -7.5511593
                     920                      -7.5113017
                   922.6                      -7.4706903
                   925.2                      -7.4279253
                   927.8                      -7.3810034
                   930.4                      -7.3288353
                     933                       -7.272034
                   935.6                        -7.21253
                   938.2                      -7.1521973
                   940.8                      -7.0915866
                   943.4                      -7.0296239
                     946                      -6.9644224
                   948.6                      -6.8946513
                   951.2                      -6.8204842
                   953.8                       -6.743403
                   956.4                      -6.6651106
                     959                      -6.5862685
                   961.6                      -6.5060227
                   964.2                       -6.422542
                   966.8                      -6.3342371
                   969.4                      -6.2407436
                     972                      -6.1429903
                   974.6                      -6.0423155
                   977.2                      -5.9393126
                   979.8                      -5.8331817
                   982.4                      -5.7220501
                     985                      -5.6040049
                   987.6                      -5.4780904
                   990.2                      -5.3445811
                   992.8                      -5.2043188
                   995.4                      -5.0576921
                     998                      -4.9039147
                  1000.6                      -4.7412512
                  1003.2                      -4.5679585
                  1005.8                       -4.383393
                  1008.4                       -4.188603
                    1011                      -3.9860708
                  1013.6                      -3.7791406
                  1016.2                      -3.5717039
                  1018.8                       -3.368806
                  1021.4                       -3.177856
                    1024                      -3.0096275
                  1026.6                      -2.8778856
                  1029.2                      -2.7970871
                  1031.8                      -2.7786759
                  1034.4                       -2.827552
                    1037                      -2.9403381
                  1039.6                        -3.10601
                  1042.2                      -3.3083631
                  1044.8                      -3.5292869
                  1047.4                      -3.7519189
                    1050                      -3.9629603
                  1052.6                       -4.153638
                  1055.2                      -4.3192927
                  1057.8                      -4.4581758
                  1060.4                      -4.5702881
                    1063                      -4.6567632
                  1065.6                      -4.7197247
                  1068.2                      -4.7621395
                  1070.8                      -4.7873725
                  1073.4                      -4.7984745
                    1076                      -4.7976433
                  1078.6                      -4.7861633
                  1081.2                      -4.7648944
                  1083.8                      -4.7349071
                  1086.4                      -4.6977986
                    1089                      -4.6554768
                  1091.6                      -4.6095595
                  1094.2                       -4.560839
                  1096.8                      -4.5092771
                  1099.4                      -4.4544942
                    1102                      -4.3964693
                  1104.6                      -4.3359083
                  1107.2                      -4.2740689
                  1109.8                      -4.2121382
                  1112.4                      -4.1505988
                    1115                      -4.0890805
                  1117.6                      -4.0267893
                  1120.2                      -3.9632421
                  1122.8                      -3.8987622
                  1125.4                      -3.8344149
                    1128                      -3.7713999
                  1130.6                      -3.7103161
                  1133.2                      -3.6508369
                  1135.8                      -3.5920336
                  1138.4                      -3.5331322
                    1141                      -3.4741977
                  1143.6                      -3.4162504
                  1146.2                      -3.3607077
                  1148.8                      -3.3085424
                  1151.4                      -3.2597325
                    1154                      -3.2134341
                  1156.6                      -3.1687545
                  1159.2                      -3.1256762
                  1161.8                      -3.0854686
                  1164.4                      -3.0502538
                    1167                      -3.0220382
                  1169.6                      -3.0018708
                  1172.2                      -2.9897785
                  1174.8                      -2.9856295
                  1177.4                      -2.9904439
                    1180                      -3.0072657
                  1182.6                       -3.040831
                  1185.2                      -3.0958885
                  1187.8                      -3.1747153
                  1190.4                      -3.2747067
                    1193                      -3.3865023
                  1195.6                      -3.4932128
                  1198.2                      -3.5717116
                  1200.8                      -3.5973558
                  1203.4                      -3.5526796
                    1206                      -3.4364566
                  1208.6                      -3.2660123
                  1211.2                      -3.0694884
                  1213.8                      -2.8735145
                  1216.4                      -2.6947804
                    1219                      -2.5389964
                  1221.6                       -2.404643
                  1224.2                      -2.2875654
                  1226.8                      -2.1841223
                  1229.4                      -2.0922368
                    1232                      -2.0109408
                  1234.6                      -1.9393716
                  1237.2                       -1.876133
                  1239.8                      -1.8193391
                  1242.4                      -1.7671372
                    1245                       -1.718265
                  1247.6                      -1.6722541
                  1250.2                      -1.6291767
                  1252.8                      -1.5891897
                  1255.4                      -1.5521472
                    1258                      -1.5175293
                  1260.6                      -1.4846537
                  1263.2                      -1.4529996
                  1265.8                      -1.4224131
                  1268.4                      -1.3930625
                    1271                      -1.3652121
                  1273.6                      -1.3389909
                  1276.2                      -1.3142729
                  1278.8                      -1.2907587
                  1281.4                      -1.2681522
                    1284                      -1.2463115
                  1286.6                      -1.2252735
                  1289.2                      -1.2051454
                  1291.8                      -1.1859637
                  1294.4                      -1.1676089
                    1297                      -1.1498354
                  1299.6                      -1.1323951
                  1302.2                      -1.1151563
                  1304.8                       -1.098159
                  1307.4                      -1.0815604
                    1310                      -1.0655218
                  1312.6                      -1.0501024
                  1315.2                      -1.0352349
                  1317.8                      -1.0207803
                  1320.4                      -1.0066243
                    1323                     -0.99274842
                  1325.6                     -0.97922979
                  1328.2                     -0.96617924
                  1330.8                      -0.9536612
                  1333.4                     -0.94164925
                    1336                      -0.9300451
                  1338.6                     -0.91874014
                  1341.2                     -0.90768234
                  1343.8                     -0.89689825
                  1346.4                     -0.88646626
                    1349                     -0.87645366
                  1351.6                     -0.86687354
                  1354.2                     -0.85767001
                  1356.8                     -0.84875901
                  1359.4                     -0.84007684
                    1362                     -0.83161899
                  1364.6                     -0.82343157
                  1367.2                     -0.81557861
                  1369.8                     -0.80809413
                  1372.4                      -0.8009601
                    1375                     -0.79411941
                  1377.6                      -0.7875138
                  1380.2                     -0.78111802
                  1382.8                     -0.77495457
                  1385.4                     -0.76907476
                    1388                     -0.76352404
                  1390.6                     -0.75831439
                  1393.2                     -0.75341891
                  1395.8                     -0.74879361
                  1398.4                     -0.74441047
                    1401                     -0.74027689
                  1403.6                     -0.73643518
                  1406.2                      -0.7329393
                  1408.8                      -0.7298272
                  1411.4                     -0.72710431
                    1414                      -0.7247501
                  1416.6                     -0.72274077
                  1419.2                     -0.72107045
                  1421.8                      -0.7197555
                  1424.4                     -0.71881809
                    1427                     -0.71825156
                  1429.6                       -0.717988
                  1432.2                     -0.71788929
                  1434.8                     -0.71776448
                  1437.4                      -0.7174141
                    1440                     -0.71667909
                  1442.6                     -0.71547378
                  1445.2                     -0.71379487
                  1447.8                     -0.71170605
                  1450.4                     -0.70931295
                    1453                       -0.706742
                  1455.6                     -0.70412312
                  1458.2                     -0.70158107
                  1460.8                     -0.69922335
                  1463.4                     -0.69712778
                    1466                     -0.69533609
                  1468.6                     -0.69385394
                  1471.2                     -0.69266206
                  1473.8                     -0.69173166
                  1476.4                     -0.69104013
                    1479                     -0.69057847
                  1481.6                     -0.69034676
                  1484.2                     -0.69034505
                  1486.8                     -0.69056454
                  1489.4                     -0.69098565
                    1492                     -0.69158208
                  1494.6                     -0.69233096
                  1497.2                     -0.69322149
                  1499.8                      -0.6942537
                  1502.4                     -0.69543563
                    1505                     -0.69677025
                  1507.6                     -0.69825162
                  1510.2                     -0.69986457
                  1512.8                     -0.70159219
                  1515.4                     -0.70342208
                    1518                     -0.70535276
                  1520.6                     -0.70739237
                  1523.2                     -0.70954963
                  1525.8                     -0.71182686
                  1528.4                     -0.71421754
                    1531                     -0.71670867
                  1533.6                     -0.71928835
                  1536.2                     -0.72195095
                  1538.8                     -0.72470165
                  1541.4                      -0.7275503
                    1544                     -0.73050487
                  1546.6                     -0.73356477
                  1549.2                      -0.7367229
                  1551.8                     -0.73996665
                  1554.4                     -0.74328933
                    1557                     -0.74669167
                  1559.6                     -0.75018092
                  1562.2                     -0.75376805
                  1564.8                     -0.75745851
                  1567.4                     -0.76124972
                    1570                     -0.76513145
                  1572.6                     -0.76909512
                  1575.2                     -0.77313831
                  1577.8                     -0.77726543
                  1580.4                     -0.78148662
                    1583                     -0.78581161
                  1585.6                     -0.79024202
                  1588.2                      -0.7947723
                  1590.8                     -0.79939326
                  1593.4                     -0.80409936
                    1596                     -0.80889159
                  1598.6                     -0.81377891
                  1601.2                     -0.81877186
                  1603.8                     -0.82387687
                  1606.4                     -0.82909303
                    1609                     -0.83441327
                  1611.6                     -0.83982829
                  1614.2                     -0.84533673
                  1616.8                     -0.85094501
                  1619.4                     -0.85666407
                    1622                     -0.86250274
                  1624.6                     -0.86846521
                  1627.2                     -0.87454772
                  1629.8                     -0.88074088
                  1632.4                     -0.88703971
                    1635                     -0.89344716
                  1637.6                      -0.8999733
                  1640.2                     -0.90663014
                  1642.8                     -0.91342544
                  1645.4                     -0.92035968
                    1648                     -0.92742622
                  1650.6                     -0.93461776
                  1653.2                     -0.94193361
                  1655.8                     -0.94938105
                  1658.4                     -0.95697468
                    1661                     -0.96472687
                  1663.6                     -0.97264195
                  1666.2                     -0.98071773
                  1668.8                     -0.98894823
                  1671.4                      -0.9973297
                    1674                      -1.0058664
                  1676.6                      -1.0145732
                  1679.2                       -1.023468
                  1681.8                      -1.0325615
                  1684.4                      -1.0418569
                    1687                      -1.0513521
                  1689.6                       -1.061043
                  1692.2                      -1.0709338
                  1694.8                      -1.0810383
                  1697.4                      -1.0913796
                    1700                      -1.1019777
                  1702.6                      -1.1128459
                  1705.2                      -1.1239884
                  1707.8                      -1.1354066
                  1710.4                      -1.1471083
                    1713                      -1.1591118
                  1715.6                      -1.1714445
                  1718.2                      -1.1841413
                  1720.8                      -1.1972321
                  1723.4                      -1.2107386
                    1726                      -1.2246742
                  1728.6                      -1.2390602
                  1731.2                      -1.2539298
                  1733.8                      -1.2693281
                  1736.4                      -1.2853138
                    1739                      -1.3019489
                  1741.6                      -1.3192873
                  1744.2                      -1.3373809
                  1746.8                      -1.3562833
                  1749.4                      -1.3760661
                    1752                      -1.3968192
                  1754.6                      -1.4186527
                  1757.2                      -1.4416853
                  1759.8                      -1.4660318
                  1762.4                      -1.4918034
                    1765                      -1.5191065
                  1767.6                      -1.5480416
                  1770.2                      -1.5787179
                  1772.8                      -1.6112226
                  1775.4                      -1.6455859
                    1778                      -1.6817207
                  1780.6                      -1.7193797
                  1783.2                       -1.758081
                  1785.8                      -1.7970293
                  1788.4                      -1.8350543
                    1791                       -1.870542
                  1793.6                      -1.9014149
                  1796.2                       -1.925271
                  1798.8                      -1.9397212
                  1801.4                      -1.9429303
                    1804                      -1.9342009
                  1806.6                      -1.9143516
                  1809.2                      -1.8856625
                  1811.8                      -1.8513804
                  1814.4                      -1.8150005
                    1817                      -1.7796235
                  1819.6                      -1.7475646
                  1822.2                       -1.720242
                  1824.8                      -1.6982884
                  1827.4                      -1.6817607
                    1830                      -1.6703552
                  1832.6                      -1.6635889
                  1835.2                      -1.6609225
                  1837.8                      -1.6618291
                  1840.4                        -1.66582
                    1843                      -1.6724535
                  1845.6                      -1.6813404
                  1848.2                      -1.6921456
                  1850.8                      -1.7045899
                  1853.4                      -1.7184524
                    1856                      -1.7335505
                  1858.6                        -1.74973
                  1861.2                      -1.7668513
                  1863.8                      -1.7847853
                  1866.4                      -1.8034181
                    1869                      -1.8226549
                  1871.6                      -1.8424161
                  1874.2                      -1.8626421
                  1876.8                      -1.8832726
                  1879.4                      -1.9042409
                    1882                      -1.9254693
                  1884.6                      -1.9468849
                  1887.2                      -1.9684244
                  1889.8                      -1.9900306
                  1892.4                      -2.0116591
                    1895                      -2.0332668
                  1897.6                      -2.0547961
                  1900.2                        -2.07618
                  1902.8                      -2.0973456
                  1905.4                      -2.1182344
                    1908                      -2.1387973
                  1910.6                      -2.1590006
                  1913.2                      -2.1788133
                  1915.8                      -2.1981942
                  1918.4                      -2.2170939
                    1921                      -2.2354589
                  1923.6                      -2.2532395
                  1926.2                      -2.2704119
                  1928.8                      -2.2869681
                  1931.4                      -2.3029062
                    1934                       -2.318216
                  1936.6                      -2.3328781
                  1939.2                      -2.3468687
                  1941.8                      -2.3601632
                  1944.4                      -2.3727632
                    1947                      -2.3846872
                  1949.6                      -2.3959621
                  1952.2                      -2.4066096
                  1954.8                      -2.4166369
                  1957.4                      -2.4260415
                    1960                      -2.4348195
                  1962.6                      -2.4429813
                  1965.2                      -2.4505614
                  1967.8                         -2.4576
                  1970.4                      -2.4641375
                    1973                       -2.470195
                  1975.6                      -2.4757766
                  1978.2                      -2.4808844
                  1980.8                      -2.4855283
                  1983.4                      -2.4897403
                    1986                      -2.4935623
                  1988.6                      -2.4970371
                  1991.2                      -2.5001912
                  1993.8                      -2.5030312
                  1996.4                       -2.505555
                    1999                      -2.5077648
                  2001.6                      -2.5096823
                  2004.2                      -2.5113438
                  2006.8                      -2.5127887
                  2009.4                      -2.5140455
                    2012                      -2.5151226
                  2014.6                       -2.516012
                  2017.2                      -2.5167092
                  2019.8                      -2.5172217
                  2022.4                      -2.5175788
                    2025                      -2.5178159
                  2027.6                      -2.5179614
                  2030.2                      -2.5180239
                  2032.8                      -2.5179977
                  2035.4                      -2.5178708
                    2038                      -2.5176398
                  2040.6                      -2.5173242
                  2043.2                      -2.5169546
                  2045.8                      -2.5165603
                  2048.4                       -2.516153
                    2051                      -2.5157279
                  2053.6                      -2.5152712
                  2056.2                      -2.5147737
                  2058.8                      -2.5142419
                  2061.4                      -2.5137017
                    2064                      -2.5131813
                  2066.6                      -2.5126986
                  2069.2                      -2.5122526
                  2071.8                      -2.5118245
                  2074.4                      -2.5114074
                    2077                      -2.5109979
                  2079.6                      -2.5106089
                  2082.2                       -2.510275
                  2084.8                      -2.5100119
                  2087.4                      -2.5098255
                    2090                      -2.5097041
                  2092.6                      -2.5096319
                  2095.2                      -2.5096014
                  2097.8                       -2.509625
                  2100.4                      -2.5097234
                    2103                      -2.5099187
                  2105.6                      -2.5102265
                  2108.2                      -2.5106364
                  2110.8                      -2.5111351
                  2113.4                       -2.511709
                    2116                      -2.5123613
                  2118.6                      -2.5131139
                  2121.2                      -2.5139922
                  2123.8                      -2.5150052
                  2126.4                      -2.5161609
                    2129                      -2.5174407
                  2131.6                      -2.5188288
                  2134.2                      -2.5203319
                  2136.8                      -2.5219572
                  2139.4                      -2.5237267
                    2142                      -2.5256684
                  2144.6                      -2.5277772
                  2147.2                      -2.5300517
                  2149.8                       -2.532469
                  2152.4                      -2.5350308
                    2155                      -2.5377445
                  2157.6                       -2.540623
                  2160.2                      -2.5437008
                  2162.8                      -2.5469778
                  2165.4                      -2.5504548
                    2168                        -2.55411
                  2170.6                      -2.5579393
                  2173.2                      -2.5619431
                  2175.8                       -2.566137
                  2178.4                      -2.5705495
                    2181                      -2.5751907
                  2183.6                      -2.5800631
                  2186.2                      -2.5851494
                  2188.8                      -2.5904347
                  2191.4                      -2.5959181
                    2194                      -2.6016127
                  2196.6                      -2.6075395
                  2199.2                      -2.6137232
                  2201.8                      -2.6201636
                  2204.4                      -2.6268494
                    2207                      -2.6337643
                  2209.6                      -2.6408957
                  2212.2                      -2.6482562
                  2214.8                      -2.6558676
                  2217.4                       -2.663751
                    2220                      -2.6719247
                  2222.6                      -2.6803782
                  2225.2                      -2.6890904
                  2227.8                      -2.6980548
                  2230.4                      -2.7072732
                    2233                      -2.7167679
                  2235.6                      -2.7265755
                  2238.2                      -2.7367165
                  2240.8                      -2.7471978
                  2243.4                      -2.7580092
                    2246                      -2.7691284
                  2248.6                      -2.7805609
                  2251.2                      -2.7923142
                  2253.8                      -2.8044046
                  2256.4                      -2.8168396
                    2259                      -2.8295874
                  2261.6                      -2.8425863
                  2264.2                      -2.8557559
                  2266.8                      -2.8690179
                  2269.4                      -2.8823277
                    2272                      -2.8956738
                  2274.6                       -2.909055
                  2277.2                      -2.9224691
                  2279.8                      -2.9359032
                  2282.4                      -2.9493301
                    2285                      -2.9627203
                  2287.6                      -2.9760715
                  2290.2                      -2.9894002
                  2292.8                      -3.0027253
                  2295.4                       -3.016055
                    2298                      -3.0293598
                  2300.6                      -3.0425785
                  2303.2                      -3.0556527
                  2305.8                      -3.0685218
                  2308.4                      -3.0811545
                    2311                      -3.0935388
                  2313.6                      -3.1056425
                  2316.2                      -3.1174145
                  2318.8                      -3.1287579
                  2321.4                      -3.1395555
                    2324                      -3.1497084
                  2326.6                      -3.1591286
                  2329.2                      -3.1677452
                  2331.8                      -3.1754978
                  2334.4                      -3.1822779
                    2337                      -3.1879366
                  2339.6                      -3.1922974
                  2342.2                      -3.1951725
                  2344.8                      -3.1963981
                  2347.4                      -3.1958311
                    2350                      -3.1933233
                  2352.6                       -3.188699
                  2355.2                      -3.1817356
                  2357.8                      -3.1721672
                  2360.4                        -3.15973
                    2363                      -3.1441874
                  2365.6                      -3.1253471
                  2368.2                      -3.1030544
                  2370.8                       -3.077166
                  2373.4                      -3.0475462
                    2376                      -3.0140937
                  2378.6                      -2.9767998
                  2381.2                      -2.9358024
                  2383.8                      -2.8914251
                  2386.4                      -2.8441818
                    2389                      -2.7947688
                  2391.6                       -2.744028
                  2394.2                      -2.6929437
                  2396.8                       -2.642628
                  2399.4                       -2.594268
                    2402                      -2.5490592
                  2404.6                      -2.5080756
                  2407.2                      -2.4721415
                  2409.8                      -2.4417481
                  2412.4                      -2.4170031
                    2415                      -2.3976551
