# Version 1.00
#
freq[Hz]	db:Trc1_S11	ang:Trc1_S11	db:Trc2_S21	ang:Trc2_S21	db:Trc3_S22	ang:Trc3_S22	
2.025000000000000E+009	-5.171832061826638E+000	6.188942831635859E+001	-1.697032411725321E+001	-5.549777722821872E+001	-5.401454444422983E+000	3.706302184422226E+001	
2.037500000000000E+009	-5.128459433683732E+000	5.587479187810098E+001	-1.721086822861810E+001	-6.291130550381208E+001	-5.258783286815532E+000	3.255749451921534E+001	
2.050000000000000E+009	-5.136790595859865E+000	5.024913173022284E+001	-1.708228124951610E+001	-6.947641191505529E+001	-5.072198551686874E+000	2.679681217792839E+001	
2.062500000000000E+009	-5.055376221245897E+000	4.481481184721458E+001	-1.683593391589945E+001	-7.811701690829936E+001	-5.122317138633722E+000	2.078195720149773E+001	
2.075000000000000E+009	-4.959567300937962E+000	3.917838731842866E+001	-1.686233619102695E+001	-8.819402506144726E+001	-5.207603816532121E+000	1.525803178370726E+001	
2.087500000000000E+009	-4.848708936395349E+000	3.303546456084326E+001	-1.699619163992190E+001	-9.500065565675236E+001	-5.289843316993602E+000	9.849405121280643E+000	
2.100000000000000E+009	-4.842648197727613E+000	2.693918796374224E+001	-1.668263217809463E+001	-1.026778524131468E+002	-5.394337327641399E+000	4.279445199917573E+000	
2.112500000000000E+009	-4.867088914030229E+000	2.103512337818442E+001	-1.629789614456267E+001	-1.117682615486153E+002	-5.617024840799596E+000	-1.151651878387485E+000	
2.125000000000000E+009	-4.866520494813800E+000	1.537295623262292E+001	-1.612837711140120E+001	-1.221882636124428E+002	-5.758479624938740E+000	-5.785227976277136E+000	
2.137500000000000E+009	-4.861149450929484E+000	9.569276939563592E+000	-1.603865170072845E+001	-1.324009102560936E+002	-5.826163523996226E+000	-1.110517404295670E+001	
2.150000000000000E+009	-4.966488279917389E+000	3.661846245273703E+000	-1.593890112468513E+001	-1.439194555352432E+002	-6.031720532841587E+000	-1.592183690772854E+001	
2.162500000000000E+009	-4.997065526138047E+000	-1.706107618707209E+000	-1.637616741166249E+001	-1.538817893972205E+002	-6.038899426965337E+000	-1.964473887495527E+001	
2.175000000000000E+009	-5.112248307640307E+000	-6.968572907582389E+000	-1.643907208428600E+001	-1.626717342256810E+002	-6.012334693315345E+000	-2.443851781499193E+001	
2.187500000000000E+009	-5.112327288432635E+000	-1.195148777119614E+001	-1.673512268526858E+001	-1.718461759884293E+002	-5.931854601312694E+000	-2.893819720817805E+001	
2.200000000000000E+009	-5.078413379070214E+000	-1.744035871655403E+001	-1.705347642609891E+001	-1.787189951367734E+002	-5.825901637729023E+000	-3.364851345888980E+001	
2.212500000000000E+009	-5.109382235714135E+000	-2.355353405674356E+001	-1.694164874023381E+001	1.743009553321029E+002	-5.688714736926635E+000	-3.885633320300909E+001	
2.225000000000000E+009	-5.133057839447885E+000	-2.936789071310603E+001	-1.690844796161087E+001	1.655477289435408E+002	-5.678702942130189E+000	-4.489043063487939E+001	
2.237500000000000E+009	-5.214320818389895E+000	-3.623510480047926E+001	-1.685512965633905E+001	1.577981697653684E+002	-5.678475903229082E+000	-5.045098614328182E+001	
2.250000000000000E+009	-5.369098142221453E+000	-4.277972428801620E+001	-1.693178050771365E+001	1.488647851655890E+002	-5.769920560053079E+000	-5.629374008042943E+001	
2.262500000000000E+009	-5.519126342363151E+000	-4.911767611559905E+001	-1.706549860401050E+001	1.415888302660806E+002	-5.818532031026737E+000	-6.201887359789210E+001	
2.275000000000000E+009	-5.708749737918089E+000	-5.616272066243675E+001	-1.686833348760544E+001	1.358314173187220E+002	-5.841794099253733E+000	-6.850772297826556E+001	
2.287500000000000E+009	-6.049841408611401E+000	-6.269562726604045E+001	-1.631296550255609E+001	1.274762163466572E+002	-6.007837016335433E+000	-7.599346887693977E+001	
2.300000000000000E+009	-6.298301986328111E+000	-6.931072189004912E+001	-1.621344322354050E+001	1.167333097767744E+002	-6.347706492074088E+000	-8.264685169324514E+001	
2.312500000000000E+009	-6.650689789547817E+000	-7.616453562462611E+001	-1.623839704978959E+001	1.076821999515386E+002	-6.537306244866702E+000	-8.890108429996212E+001	
2.325000000000000E+009	-7.098462005463965E+000	-8.332329186884257E+001	-1.622141190017603E+001	9.964191281196867E+001	-6.720572543922339E+000	-9.608078570729772E+001	
2.337500000000000E+009	-7.666433218002893E+000	-8.972493287042950E+001	-1.612395726693856E+001	9.132203372015474E+001	-6.969199226671972E+000	-1.025959100146577E+002	
2.350000000000000E+009	-8.110104188463916E+000	-9.533460902733684E+001	-1.597927283437776E+001	8.297502076991555E+001	-7.158605460516366E+000	-1.096345793426232E+002	
2.362500000000000E+009	-8.523459428750872E+000	-1.025924616847535E+002	-1.580858909216400E+001	7.516709181757305E+001	-7.369969130863909E+000	-1.162195647445358E+002	
2.375000000000000E+009	-9.255675790004737E+000	-1.109609946579101E+002	-1.548739000107131E+001	6.663958292245313E+001	-7.511178372410684E+000	-1.229126809479654E+002	
2.387500000000000E+009	-1.018980707800536E+001	-1.177694695992751E+002	-1.510108176089694E+001	5.687041955346260E+001	-7.730335904278181E+000	-1.292388496899310E+002	
2.400000000000000E+009	-1.114454701290096E+001	-1.250750895649634E+002	-1.481624347332706E+001	4.579124165021305E+001	-7.869255508251349E+000	-1.349386409324870E+002	
2.412500000000000E+009	-1.237110784475402E+001	-1.322042823633586E+002	-1.482336432682563E+001	3.476174291842563E+001	-7.851159563765188E+000	-1.407781927479445E+002	
2.425000000000000E+009	-1.380942458417737E+001	-1.394494736974380E+002	-1.493423213076886E+001	2.442512473760023E+001	-7.748385104693888E+000	-1.475750870462004E+002	
2.437500000000000E+009	-1.565996650327207E+001	-1.464699262472412E+002	-1.503914687253404E+001	1.526109774923210E+001	-7.707958937926514E+000	-1.555594986999522E+002	
2.450000000000000E+009	-1.821847971203429E+001	-1.531038945396384E+002	-1.508549524215337E+001	6.924877231694260E+000	-7.686363190240805E+000	-1.638530367178390E+002	
2.462500000000000E+009	-2.205521850286882E+001	-1.551757471329377E+002	-1.490720638647485E+001	-1.619105796528067E+000	-7.650175095526725E+000	-1.727560462209248E+002	
2.475000000000000E+009	-2.885854435876962E+001	-1.452422750052093E+002	-1.466044175007539E+001	-1.103694030273887E+001	-7.646621318194829E+000	1.772358820414520E+002	
2.487500000000000E+009	-2.967721243186155E+001	-6.420187484380502E+001	-1.442394318403307E+001	-2.124388036842928E+001	-7.686207878600037E+000	1.672629307282617E+002	
2.500000000000000E+009	-2.277408303506327E+001	-4.564612968734199E+001	-1.434243040949363E+001	-3.221695093135330E+001	-7.713932188226981E+000	1.568896031470516E+002	
2.512500000000000E+009	-1.884822698348284E+001	-4.762984230275185E+001	-1.428028360985864E+001	-4.264746412119877E+001	-7.770594151466797E+000	1.463945283063083E+002	
2.525000000000000E+009	-1.615719050559746E+001	-5.364258434157432E+001	-1.411888715895127E+001	-5.437396359401954E+001	-7.851419824959823E+000	1.360653006381538E+002	
2.537500000000000E+009	-1.422051027863178E+001	-6.128785730097773E+001	-1.433443436208897E+001	-6.557942973759340E+001	-7.994082229840934E+000	1.261623708600811E+002	
2.550000000000000E+009	-1.267272491079821E+001	-6.814799036873228E+001	-1.438989564912309E+001	-7.654056026057091E+001	-8.191791972069408E+000	1.175269506053411E+002	
2.562500000000000E+009	-1.128654405947883E+001	-7.661248983024774E+001	-1.451978817967938E+001	-8.787072178556133E+001	-8.247832053534902E+000	1.094978972648018E+002	
