        Frequency / GHz                run 1/real
                    0.87                      0.46159623
                    0.96                      0.15494824
                     1.7                      0.13504486
                     1.8                      0.07270257
                     1.9                     0.030233762
                       2                      0.11998146
                     2.1                      0.11305551
                     2.2                     0.076942934
                     2.3                     0.018252446
                     2.4                     0.050339669
                     2.5                     0.021550854
                     2.6                     0.010572894
                     2.7                     0.010663087

        Frequency / GHz                run 88/real
----------------------------------------------------------------------
                    0.69                      0.67757007
                    0.78                      0.77370387
                    0.87                      0.45003886
                    0.96                      0.14878908
                     1.7                      0.13409549
                     1.8                     0.072292688
                     1.9                     0.030963171
                       2                      0.12171042
                     2.1                      0.11344972
                     2.2                     0.076768118
                     2.3                     0.018309202
                     2.4                     0.049748193
                     2.5                     0.021353537
                     2.6                     0.010526992
                     2.7                     0.010710492

        Frequency / GHz                run 89/real
----------------------------------------------------------------------
                    0.69                      0.66528122
                    0.78                      0.78390449
                    0.87                      0.43902716
                    0.96                      0.14287545
                     1.7                      0.13305503
                     1.8                     0.071911237
                     1.9                     0.031820518
                       2                      0.12305194
                     2.1                      0.11368839
                     2.2                      0.07657028
                     2.3                     0.018350462
                     2.4                     0.049200742
                     2.5                     0.021174218
                     2.6                     0.010483362
                     2.7                     0.010750446

        Frequency / GHz                run 90/real
----------------------------------------------------------------------
                    0.69                      0.65146985
                    0.78                      0.78842971
                    0.87                      0.42859105
                    0.96                      0.13721135
                     1.7                      0.13197658
                     1.8                     0.071556419
                     1.9                     0.032746771
                       2                      0.12409274
                     2.1                      0.11381737
                     2.2                      0.07636137
                     2.3                     0.018379877
                     2.4                     0.048698059
                     2.5                      0.02101105
                     2.6                     0.010442149
                     2.7                     0.010784424

        Frequency / GHz                run 91/real
----------------------------------------------------------------------
                    0.69                      0.63618537
                    0.78                       0.7886847
                    0.87                       0.4187397
                    0.96                      0.13179743
                     1.7                      0.13089582
                     1.8                     0.071226359
                     1.9                     0.033685737
                       2                      0.12490151
                     2.1                      0.11386896
                     2.2                      0.07614906
                     2.3                     0.018400193
                     2.4                     0.048238281
                     2.5                     0.020862277
                     2.6                     0.010403354
                     2.7                     0.010813564

        Frequency / GHz                run 92/real
----------------------------------------------------------------------
                    0.69                      0.61978078
                    0.78                       0.7859361
                    0.87                      0.40946747
                    0.96                      0.12663164
                     1.7                      0.12983592
                     1.8                     0.070919135
                     1.9                     0.034591974
                       2                      0.12553142
                     2.1                      0.11386598
                     2.2                     0.075938281
                     2.3                     0.018413486
                     2.4                     0.047818323
                     2.5                     0.020726315
                     2.6                     0.010366907
                     2.7                     0.010838738

        Frequency / GHz                run 93/real
----------------------------------------------------------------------
                    0.69                      0.60319149
                    0.78                      0.78120649
                    0.87                      0.40075826
                    0.96                      0.12170987
                     1.7                      0.12881125
                     1.8                     0.070632916
                     1.9                     0.035434203
                       2                      0.12602317
                     2.1                      0.11382473
                     2.2                     0.075732108
                     2.3                     0.018421336
                     2.4                      0.04743469
                     2.5                     0.020601742
                     2.6                     0.010332702
                     2.7                     0.010860635

        Frequency / GHz                run 94/real
----------------------------------------------------------------------
                    0.69                      0.58834648
                    0.78                      0.77526513
                    0.87                       0.3925895
                    0.96                      0.11702623
                     1.7                      0.12783017
                     1.8                      0.07036601
                     1.9                     0.036194793
                       2                       0.1264077
                     2.1                      0.11375686
                     2.2                     0.075532433
                     2.3                     0.018424964
                     2.4                      0.04708387
                     2.5                     0.020487288
                     2.6                     0.010300601
                     2.7                     0.010879804

        Frequency / GHz                run 95/real
----------------------------------------------------------------------
                    0.69                      0.57858971
                    0.78                      0.76866267
                    0.87                      0.38493433
                    0.96                      0.11257363
                     1.7                      0.12689695
                     1.8                     0.070116776
                     1.9                     0.036867079
                       2                       0.1267087
                     2.1                      0.11367072
                     2.2                     0.075340295
                     2.3                     0.018425306
                     2.4                     0.046762537
                     2.5                     0.020381869
                     2.6                     0.010270472
                     2.7                     0.010896681

        Frequency / GHz                run 96/real
----------------------------------------------------------------------
                    0.69                      0.57864049
                    0.78                      0.76177853
                    0.87                      0.37776371
                    0.96                       0.1083441
                     1.7                      0.12601313
                     1.8                     0.069883773
                     1.9                     0.037452053
                       2                      0.12694422
                     2.1                      0.11357239
                     2.2                     0.075156256
                     2.3                     0.018423097
                     2.4                     0.046467609
                     2.5                     0.020284514
                     2.6                     0.010242168
                     2.7                     0.010911618

        Frequency / GHz                run 97/real
----------------------------------------------------------------------
                    0.69                      0.59322818
                    0.78                      0.75486521
                    0.87                      0.37104777
                    0.96                       0.1043289
                     1.7                      0.12517851
                     1.8                     0.069665627
                     1.9                     0.037955365
                       2                      0.12712817
                     2.1                      0.11346626
