        Frequency / MHz                S1,2 (31736)/abs,dB
                   912.2                      -17.709998
                   914.8                       -17.86583
                   917.4                      -18.022968
                     920                      -18.183543
                   922.6                       -18.34792
                   925.2                      -18.514756
                   927.8                       -18.68208
                   930.4                      -18.848722
                     933                      -19.015199
                   935.6                      -19.183565
                   938.2                      -19.356358
                   940.8                      -19.535363
                   943.4                      -19.720929
                     946                      -19.912284
                   948.6                      -20.108484
                   951.2                      -20.309443
                   953.8                      -20.516325
                   956.4                      -20.731165
                     959                      -20.956042
                   961.6                      -21.192424
                   964.2                      -21.441055
                   966.8                      -21.702393
                   969.4                      -21.977168
                     972                      -22.266719
                   974.6                      -22.572852
                   977.2                      -22.897598
                   979.8                      -23.243077
                   982.4                      -23.611658
                     985                      -24.006308
                   987.6                      -24.430754
                   990.2                      -24.889374
                   992.8                      -25.387001
                   995.4                      -25.929089
                     998                      -26.522584
                  1000.6                      -27.177434
                  1003.2                      -27.908454
                  1005.8                      -28.737256
                  1008.4                      -29.694759
                    1011                      -30.826012
                  1013.6                      -32.201199
                  1016.2                       -33.94167
                  1018.8                      -36.287898
                  1021.4                      -39.824318
                    1024                      -46.733563
                  1026.6                      -55.684386
                  1029.2                      -41.346777
                  1031.8                      -35.704469
                  1034.4                      -31.957799
                    1037                       -29.09366
                  1039.6                        -26.7996
                  1042.2                      -24.987161
                  1044.8                      -23.662054
                  1047.4                      -22.844456
                    1050                      -22.505956
                  1052.6                      -22.553959
                  1055.2                      -22.867216
                  1057.8                      -23.338427
                  1060.4                      -23.892469
                    1063                      -24.483848
                  1065.6                      -25.087159
                  1068.2                      -25.688411
                  1070.8                      -26.279487
                  1073.4                      -26.855622
                    1076                      -27.414631
                  1078.6                      -27.956774
                  1081.2                      -28.484226
                  1083.8                       -28.99996
                  1086.4                      -29.506449
                    1089                      -30.004768
                  1091.6                      -30.494644
                  1094.2                      -30.975352
                  1096.8                      -31.446816
                  1099.4                      -31.910234
                    1102                      -32.367897
                  1104.6                       -32.82232
                  1107.2                      -33.275186
                  1109.8                      -33.726841
                  1112.4                      -34.176597
                    1115                       -34.62361
                  1117.6                      -35.067771
                  1120.2                      -35.510073
                  1122.8                      -35.952354
                  1125.4                      -36.396499
                    1128                      -36.843731
                  1130.6                      -37.294363
                  1133.2                      -37.748085
                  1135.8                      -38.204561
                  1138.4                      -38.663985
                    1141                      -39.127222
                  1143.6                      -39.595609
                  1146.2                      -40.070594
                  1148.8                      -40.553417
                  1151.4                      -41.045018
                    1154                      -41.546112
                  1156.6                      -42.057286
                  1159.2                      -42.579007
                  1161.8                       -43.11165
                  1164.4                      -43.655602
                    1167                      -44.211514
                  1169.6                      -44.780503
                  1172.2                      -45.363966
                  1174.8                      -45.962949
                  1177.4                      -46.576983
                    1180                      -47.202952
                  1182.6                      -47.834675
                  1185.2                      -48.463614
                  1187.8                      -49.080611
                  1190.4                      -49.678232
                    1193                      -50.252406
                  1195.6                      -50.802949
                  1198.2                      -51.331355
                  1200.8                      -51.835777
                  1203.4                      -52.303603
                    1206                      -52.705821
                  1208.6                      -52.998705
                  1211.2                      -53.137015
                  1213.8                      -53.092645
                  1216.4                       -52.86638
                    1219                      -52.485197
                  1221.6                      -51.989453
                  1224.2                      -51.419781
                  1226.8                       -50.80934
                  1229.4                      -50.181907
                    1232                      -49.552786
                  1234.6                      -48.931042
                  1237.2                      -48.321768
                  1239.8                       -47.72732
                  1242.4                      -47.148102
                    1245                      -46.582765
                  1247.6                      -46.028824
                  1250.2                      -45.483022
                  1252.8                      -44.942293
                  1255.4                      -44.404166
                    1258                      -43.866768
                  1260.6                       -43.32838
                  1263.2                      -42.786798
                  1265.8                       -42.23942
                  1268.4                      -41.683819
                    1271                      -41.119175
                  1273.6                      -40.548087
                  1276.2                      -39.977732
                  1278.8                      -39.420202
                  1281.4                      -38.891514
                    1284                      -38.409609
                  1286.6                      -37.991382
                  1289.2                      -37.649537
                  1291.8                      -37.389713
                  1294.4                      -37.209131
                    1297                      -37.096972
                  1299.6                      -37.036754
                  1302.2                      -37.009734
                  1304.8                      -36.998224
                  1307.4                      -36.988032
                    1310                      -36.969525
                  1312.6                      -36.937591
                  1315.2                      -36.890564
                  1317.8                      -36.828749
                  1320.4                      -36.753245
                    1323                      -36.665086
                  1325.6                      -36.564906
                  1328.2                       -36.45318
                  1330.8                      -36.330527
                  1333.4                      -36.198037
                    1336                      -36.057262
                  1338.6                      -35.909959
                  1341.2                      -35.757698
                  1343.8                      -35.601527
                  1346.4                      -35.441854
                    1349                      -35.278628
                  1351.6                       -35.11168
                  1354.2                      -34.941101
                  1356.8                      -34.767405
                  1359.4                      -34.591475
                    1362                      -34.414257
                  1364.6                      -34.236441
                  1367.2                      -34.058244
                  1369.8                       -33.87944
                  1372.4                       -33.69959
                    1375                      -33.518394
                  1377.6                      -33.335964
                  1380.2                      -33.152893
                  1382.8                      -32.970078
                  1385.4                       -32.78841
                    1388                      -32.608472
                  1390.6                      -32.430411
                  1393.2                      -32.254079
                  1395.8                      -32.079389
                  1398.4                      -31.906733
                    1401                      -31.737304
                  1403.6                      -31.573106
                  1406.2                      -31.416748
                  1408.8                       -31.27109
                  1411.4                      -31.139034
                    1414                      -31.023676
                  1416.6                      -30.928948
                  1419.2                      -30.860577
                  1421.8                      -30.827039
                  1424.4                      -30.840083
                    1427                       -30.91428
                  1429.6                      -31.065091
                  1432.2                      -31.305204
                  1434.8                      -31.638626
                  1437.4                      -32.052679
                    1440                      -32.508968
                  1442.6                      -32.938705
                  1445.2                      -33.251839
                  1447.8                      -33.367658
                  1450.4                      -33.254032
                    1453                      -32.941325
                  1455.6                      -32.497897
                  1458.2                      -31.993466
                  1460.8                      -31.478375
                  1463.4                       -30.98091
                    1466                      -30.512985
                  1468.6                       -30.07683
                  1471.2                      -29.670313
                  1473.8                      -29.290194
                  1476.4                      -28.933517
                    1479                      -28.597946
                  1481.6                      -28.281511
                  1484.2                       -27.98217
                  1486.8                      -27.697634
                  1489.4                      -27.425463
                    1492                      -27.163425
                  1494.6                      -26.909782
                  1497.2                      -26.663436
                  1499.8                      -26.423828
                  1502.4                       -26.19065
                    1505                      -25.963564
                  1507.6                      -25.742032
                  1510.2                      -25.525281
                  1512.8                      -25.312493
                  1515.4                      -25.103016
                    1518                      -24.896505
                  1520.6                      -24.692894
                  1523.2                      -24.492282
                  1525.8                      -24.294763
                  1528.4                      -24.100249
                    1531                      -23.908443
                  1533.6                      -23.718946
                  1536.2                      -23.531391
                  1538.8                      -23.345593
                  1541.4                      -23.161564
                    1544                      -22.979487
                  1546.6                      -22.799546
                  1549.2                      -22.621809
                  1551.8                      -22.446166
                  1554.4                      -22.272362
                    1557                      -22.100132
                  1559.6                      -21.929325
                  1562.2                      -21.759959
                  1564.8                      -21.592201
                  1567.4                       -21.42626
                    1570                      -21.262281
                  1572.6                      -21.100231
                  1575.2                      -20.939938
                  1577.8                      -20.781192
                  1580.4                      -20.623844
                    1583                       -20.46789
                  1585.6                      -20.313479
                  1588.2                      -20.160822
                  1590.8                      -20.010083
                  1593.4                      -19.861284
                    1596                      -19.714322
                  1598.6                      -19.569021
                  1601.2                      -19.425243
                  1603.8                      -19.282974
                  1606.4                      -19.142326
                    1609                      -19.003487
                  1611.6                      -18.866634
                  1614.2                       -18.73183
                  1616.8                      -18.599023
                  1619.4                      -18.468089
                    1622                       -18.33892
                  1624.6                      -18.211483
                  1627.2                      -18.085853
                  1629.8                      -17.962188
                  1632.4                      -17.840648
                    1635                      -17.721326
                  1637.6                      -17.604231
                  1640.2                      -17.489302
                  1642.8                      -17.376463
                  1645.4                      -17.265675
                    1648                      -17.156973
                  1650.6                      -17.050456
                  1653.2                      -16.946255
                  1655.8                      -16.844482
                  1658.4                      -16.745199
                    1661                      -16.648413
                  1663.6                      -16.554096
                  1666.2                        -16.4622
                  1668.8                      -16.372711
                  1671.4                      -16.285656
                    1674                      -16.201119
                  1676.6                      -16.119211
                  1679.2                       -16.04004
                  1681.8                      -15.963683
                  1684.4                      -15.890154
                    1687                      -15.819409
                  1689.6                      -15.751379
                  1692.2                      -15.686023
                  1694.8                      -15.623361
                  1697.4                      -15.563489
                    1700                      -15.506554
                  1702.6                      -15.452695
                  1705.2                      -15.401982
                  1707.8                      -15.354394
                  1710.4                      -15.309841
                    1713                       -15.26823
                  1715.6                      -15.229539
                  1718.2                      -15.193857
                  1720.8                      -15.161375
                  1723.4                      -15.132315
                    1726                      -15.106855
                  1728.6                      -15.085072
                  1731.2                      -15.066953
                  1733.8                      -15.052457
                  1736.4                      -15.041613
                    1739                      -15.034596
                  1741.6                       -15.03174
                  1744.2                      -15.033499
                  1746.8                      -15.040354
                  1749.4                      -15.052759
                    1752                      -15.071111
                  1754.6                      -15.095803
                  1757.2                      -15.127347
                  1759.8                      -15.166474
                  1762.4                      -15.214243
                    1765                      -15.272061
                  1767.6                      -15.341639
                  1770.2                      -15.424967
                  1772.8                      -15.524257
                  1775.4                      -15.641983
                    1778                      -15.780944
                  1780.6                      -15.944492
                  1783.2                       -16.13664
                  1785.8                      -16.362033
                  1788.4                      -16.625817
                    1791                      -16.933079
                  1793.6                      -17.287814
                  1796.2                      -17.691506
                  1798.8                      -18.141188
                  1801.4                      -18.627314
                    1804                       -19.13157
                  1806.6                      -19.626007
                  1809.2                      -20.074709
                  1811.8                      -20.439613
                  1814.4                      -20.690248
                    1817                      -20.813401
                  1819.6                      -20.817243
                  1822.2                      -20.726936
                  1824.8                      -20.574986
                  1827.4                      -20.392148
                    1830                      -20.202345
                  1832.6                      -20.021429
                  1835.2                       -19.85847
                  1837.8                      -19.717822
                  1840.4                      -19.601006
                    1843                       -19.50814
                  1845.6                       -19.43878
                  1848.2                      -19.392229
                  1850.8                       -19.36758
                  1853.4                      -19.363672
                    1856                      -19.379091
                  1858.6                      -19.412301
                  1861.2                      -19.461821
                  1863.8                      -19.526446
                  1866.4                      -19.605368
                    1869                      -19.698147
                  1871.6                      -19.804579
                  1874.2                      -19.924529
                  1876.8                      -20.057745
                  1879.4                      -20.203801
                    1882                      -20.362123
                  1884.6                      -20.532194
                  1887.2                      -20.713676
                  1889.8                      -20.906478
                  1892.4                      -21.110784
                    1895                      -21.326928
                  1897.6                      -21.555163
                  1900.2                      -21.795546
                  1902.8                      -22.047848
                  1905.4                      -22.311698
                    1908                      -22.586667
                  1910.6                       -22.87251
                  1913.2                       -23.16924
                  1915.8                      -23.477071
                  1918.4                      -23.796276
                    1921                      -24.126856
                  1923.6                      -24.468303
                  1926.2                      -24.819674
                  1928.8                      -25.179619
                  1931.4                      -25.546631
                    1934                      -25.919209
                  1936.6                      -26.296021
                  1939.2                      -26.675582
                  1941.8                       -27.05572
                  1944.4                      -27.433245
                    1947                      -27.803663
                  1949.6                      -28.161258
                  1952.2                      -28.499662
                  1954.8                      -28.812473
                  1957.4                       -29.09379
                    1960                      -29.338209
                  1962.6                      -29.540632
                  1965.2                      -29.696083
                  1967.8                      -29.800016
                  1970.4                      -29.849319
                    1973                      -29.843261
                  1975.6                      -29.784295
                  1978.2                      -29.677569
                  1980.8                       -29.52979
                  1983.4                      -29.347833
                    1986                      -29.137819
                  1988.6                      -28.904855
                  1991.2                      -28.653533
                  1993.8                      -28.388427
                  1996.4                      -28.114244
                    1999                      -27.835509
                  2001.6                      -27.556138
                  2004.2                      -27.278954
                  2006.8                      -27.005559
                  2009.4                      -26.736622
                    2012                      -26.472457
                  2014.6                      -26.213439
                  2017.2                      -25.960294
                  2019.8                      -25.714014
                  2022.4                      -25.475471
                    2025                      -25.245216
                  2027.6                      -25.023277
                  2030.2                      -24.809175
                  2032.8                      -24.602241
                  2035.4                      -24.401973
                    2038                      -24.208243
                  2040.6                      -24.021218
                  2043.2                      -23.841259
                  2045.8                      -23.668674
                  2048.4                      -23.503445
                    2051                      -23.345203
                  2053.6                      -23.193356
                  2056.2                      -23.047291
                  2058.8                      -22.906687
                  2061.4                      -22.771508
                    2064                      -22.641991
                  2066.6                      -22.518457
                  2069.2                      -22.401063
                  2071.8                      -22.289628
                  2074.4                      -22.183694
                    2077                      -22.082699
                  2079.6                      -21.986171
                  2082.2                      -21.893917
                  2084.8                      -21.806071
                  2087.4                      -21.722919
                    2090                      -21.644691
                  2092.6                       -21.57134
                  2095.2                      -21.502495
                  2097.8                      -21.437584
                  2100.4                      -21.376024
                    2103                      -21.317489
                  2105.6                      -21.261938
                  2108.2                      -21.209576
                  2110.8                       -21.16064
                  2113.4                      -21.115146
                    2116                      -21.072789
                  2118.6                      -21.033028
                  2121.2                      -20.995256
                  2123.8                       -20.95903
                  2126.4                       -20.92421
                    2129                      -20.890934
                  2131.6                      -20.859423
                  2134.2                       -20.82976
                  2136.8                      -20.801792
                  2139.4                      -20.775084
                    2142                      -20.749119
                  2144.6                      -20.723485
                  2147.2                      -20.698001
                  2149.8                      -20.672774
                  2152.4                      -20.648029
                    2155                      -20.623968
                  2157.6                      -20.600606
                  2160.2                      -20.577719
                  2162.8                      -20.554971
                  2165.4                      -20.532031
                    2168                      -20.508742
                  2170.6                      -20.485168
                  2173.2                       -20.46155
                  2175.8                      -20.438176
                  2178.4                      -20.415219
                    2181                      -20.392701
                  2183.6                      -20.370467
                  2186.2                      -20.348305
                  2188.8                      -20.326087
                  2191.4                       -20.30384
                    2194                      -20.281782
                  2196.6                      -20.260255
                  2199.2                      -20.239591
                  2201.8                      -20.220017
                  2204.4                      -20.201605
                    2207                      -20.184298
                  2209.6                      -20.168032
                  2212.2                      -20.152832
                  2214.8                      -20.138918
                  2217.4                      -20.126688
                    2220                      -20.116621
                  2222.6                      -20.109166
                  2225.2                      -20.104612
                  2227.8                      -20.103035
                  2230.4                      -20.104357
                    2233                       -20.10842
                  2235.6                       -20.11508
                  2238.2                      -20.124192
                  2240.8                      -20.135478
                  2243.4                      -20.148286
                    2246                       -20.16128
                  2248.6                       -20.17227
                  2251.2                      -20.178161
                  2253.8                      -20.175243
                  2256.4                      -20.159713
                    2259                      -20.128372
                  2261.6                      -20.079318
                  2264.2                      -20.012397
                  2266.8                      -19.929319
                  2269.4                      -19.833305
                    2272                      -19.728492
                  2274.6                      -19.619272
                  2277.2                      -19.509698
                  2279.8                       -19.40308
                  2282.4                      -19.301839
                    2285                       -19.20752
                  2287.6                      -19.120819
                  2290.2                      -19.041762
                  2292.8                       -18.96991
                  2295.4                      -18.904532
                    2298                      -18.844854
                  2300.6                      -18.790205
                  2303.2                      -18.740072
                  2305.8                      -18.694147
                  2308.4                      -18.652213
                    2311                      -18.614038
                  2313.6                      -18.579335
                  2316.2                      -18.547706
                  2318.8                      -18.518735
                  2321.4                      -18.492059
                    2324                      -18.467458
                  2326.6                      -18.444902
                  2329.2                      -18.424481
                  2331.8                      -18.406331
                  2334.4                      -18.390504
                    2337                      -18.376902
                  2339.6                      -18.365268
                  2342.2                      -18.355256
                  2344.8                       -18.34655
                  2347.4                      -18.338955
                    2350                      -18.332403
                  2352.6                      -18.326883
                  2355.2                      -18.322277
                  2357.8                      -18.318205
                  2360.4                       -18.31393
                    2363                       -18.30836
                  2365.6                      -18.300148
                  2368.2                      -18.287815
                  2370.8                      -18.269819
                  2373.4                       -18.24448
                    2376                      -18.209831
                  2378.6                      -18.163425
                  2381.2                      -18.102273
                  2383.8                      -18.022994
                  2386.4                       -17.92222
                    2389                      -17.797222
                  2391.6                      -17.646433
                  2394.2                       -17.46992
                  2396.8                      -17.269612
                  2399.4                      -17.049142
                    2402                      -16.813678
                  2404.6                      -16.569491
                  2407.2                      -16.323291
                  2409.8                       -16.08194
