        Frequency / MHz                S2,2 (31736)/abs,dB
                   805.6                       -4.584176
                   808.2                      -4.0407397
                   810.8                      -3.5916556
                   813.4                       -3.216497
                     816                      -2.8992549
                   818.6                      -2.6279931
                   821.2                       -2.394167
                   823.8                      -2.1916971
                   826.4                      -2.0159893
                     829                      -1.8630923
                   831.6                      -1.7293334
                   834.2                      -1.6112912
                   836.8                      -1.5059989
                   839.4                      -1.4111707
                     842                      -1.3252365
                   844.6                      -1.2472059
                   847.2                      -1.1763769
                   849.8                      -1.1120866
                   852.4                      -1.0535568
                     855                     -0.99992078
                   857.6                     -0.95034385
                   860.2                     -0.90415982
                   862.8                     -0.86093521
                   865.4                     -0.82043982
                     868                     -0.78255003
                   870.6                     -0.74713494
                   873.2                     -0.71399942
                   875.8                     -0.68288029
                   878.4                     -0.65349236
                     881                     -0.62559394
                   883.6                     -0.59902195
                   886.2                     -0.57369381
                   888.8                     -0.54957553
                   891.4                     -0.52664473
                     894                     -0.50486169
                   896.6                     -0.48415541
                   899.2                     -0.46443592
                   901.8                     -0.44560892
                   904.4                     -0.42759637
                     907                      -0.4103434
                   909.6                     -0.39382167
                   912.2                     -0.37802495
                   914.8                     -0.36295692
                   917.4                     -0.34861893
                     920                     -0.33499766
                   922.6                     -0.32205986
                   925.2                     -0.30975405
                   927.8                     -0.29802817
                   930.4                      -0.2868437
                     933                     -0.27618879
                   935.6                     -0.26607736
                   938.2                       -0.256533
                   940.8                     -0.24756693
                   943.4                     -0.23916179
                     946                     -0.23127079
                   948.6                     -0.22383346
                   951.2                     -0.21679727
                   953.8                     -0.21013505
                   956.4                     -0.20384407
                     959                     -0.19793232
                   961.6                     -0.19239563
                   964.2                     -0.18720039
                   966.8                     -0.18228169
                   969.4                     -0.17755453
                     972                     -0.17293617
                   974.6                     -0.16836069
                   977.2                     -0.16378314
                   979.8                     -0.15916846
                   982.4                     -0.15447223
                     985                     -0.14962422
                   987.6                     -0.14452535
                   990.2                     -0.13905975
                   992.8                     -0.13311595
                   995.4                     -0.12660355
                     998                     -0.11945648
                  1000.6                     -0.11162179
                  1003.2                      -0.1030444
                  1005.8                    -0.093663249
                  1008.4                    -0.083425858
                    1011                    -0.072320948
                  1013.6                    -0.060418579
                  1016.2                    -0.047917417
                  1018.8                    -0.035207133
                  1021.4                    -0.022978991
                    1024                    -0.012427088
                  1026.6                   -0.0055992596
                  1029.2                    -0.005965301
                  1031.8                    -0.019276996
                  1034.4                    -0.054698817
                    1037                      -0.1257537
                  1039.6                     -0.24931993
                  1042.2                     -0.43867474
                  1044.8                     -0.68717667
                  1047.4                     -0.95252509
                    1050                      -1.1699875
                  1052.6                       -1.296532
                  1055.2                      -1.3345111
                  1057.8                      -1.3127901
                  1060.4                      -1.2605985
                    1063                      -1.1972863
                  1065.6                      -1.1331647
                  1068.2                      -1.0729531
                  1070.8                      -1.0184539
                  1073.4                     -0.97006178
                    1076                     -0.92750522
                  1078.6                     -0.89019805
                  1081.2                     -0.85742902
                  1083.8                     -0.82849892
                  1086.4                     -0.80281138
                    1089                     -0.77992025
                  1091.6                     -0.75951441
                  1094.2                     -0.74135772
                  1096.8                     -0.72522622
                  1099.4                      -0.7108723
                    1102                     -0.69802962
                  1104.6                     -0.68645044
                  1107.2                     -0.67594984
                  1109.8                     -0.66642597
                  1112.4                      -0.6578391
                    1115                      -0.6501709
                  1117.6                     -0.64337954
                  1120.2                     -0.63738288
                  1122.8                     -0.63206702
                  1125.4                     -0.62732097
                    1128                     -0.62306987
                  1130.6                      -0.6192893
                  1133.2                     -0.61599141
                  1135.8                     -0.61319949
                  1138.4                     -0.61091564
                    1141                     -0.60911113
                  1143.6                     -0.60773159
                  1146.2                     -0.60671832
                  1148.8                     -0.60603019
                  1151.4                     -0.60565543
                    1154                     -0.60560888
                  1156.6                     -0.60591772
                  1159.2                     -0.60660591
                  1161.8                      -0.6076831
                  1164.4                     -0.60914145
                    1167                     -0.61096187
                  1169.6                     -0.61312493
                  1172.2                     -0.61562486
                  1174.8                      -0.6184806
                  1177.4                     -0.62174265
                    1180                      -0.6254896
                  1182.6                     -0.62981501
                  1185.2                     -0.63480384
                  1187.8                     -0.64050543
                  1190.4                     -0.64690722
                    1193                     -0.65390972
                  1195.6                     -0.66131214
                  1198.2                     -0.66881748
                  1200.8                     -0.67608005
                  1203.4                     -0.68280965
                    1206                     -0.68889843
                  1208.6                      -0.6944791
                  1211.2                     -0.69986611
                  1213.8                     -0.70541522
                  1216.4                     -0.71140787
                    1219                     -0.71801391
                  1221.6                      -0.7253159
                  1224.2                     -0.73335944
                  1226.8                      -0.7421845
                  1229.4                      -0.7518389
                    1232                     -0.76236792
                  1234.6                     -0.77380895
                  1237.2                     -0.78619524
                  1239.8                     -0.79958176
                  1242.4                     -0.81407337
                    1245                     -0.82984221
                  1247.6                     -0.84712057
                  1250.2                      -0.8661791
                  1252.8                     -0.88729073
                  1255.4                     -0.91071596
                    1258                     -0.93671613
                  1260.6                       -0.965608
                  1263.2                     -0.99780795
                  1265.8                      -1.0338383
                  1268.4                      -1.0742588
                    1271                      -1.1194833
                  1273.6                      -1.1694772
                  1276.2                      -1.2233982
                  1278.8                       -1.279238
                  1281.4                      -1.3336461
                    1284                      -1.3821091
                  1286.6                      -1.4197157
                  1289.2                      -1.4424323
                  1291.8                      -1.4484654
                  1294.4                       -1.438989
                    1297                      -1.4177757
                  1299.6                      -1.3899208
                  1302.2                      -1.3603526
                  1304.8                      -1.3328257
                  1307.4                      -1.3095846
                    1310                      -1.2915476
                  1312.6                      -1.2787261
                  1315.2                      -1.2706823
                  1317.8                      -1.2668651
                  1320.4                      -1.2667891
                    1323                      -1.2700816
                  1325.6                      -1.2764481
                  1328.2                      -1.2856132
                  1330.8                      -1.2972867
                  1333.4                      -1.3111668
                    1336                      -1.3269789
                  1338.6                      -1.3445125
                  1341.2                      -1.3636417
                  1343.8                      -1.3843107
                  1346.4                      -1.4065053
                    1349                      -1.4302163
                  1351.6                      -1.4554205
                  1354.2                      -1.4820873
                  1356.8                      -1.5101936
                  1359.4                      -1.5397394
                    1362                      -1.5707497
                  1364.6                      -1.6032742
                  1367.2                      -1.6373694
                  1369.8                      -1.6730934
                  1372.4                      -1.7105182
                    1375                      -1.7497433
                  1377.6                      -1.7909009
                  1380.2                      -1.8341546
                  1382.8                       -1.879677
                  1385.4                      -1.9276319
                    1388                      -1.9781681
                  1390.6                      -2.0314441
                  1393.2                      -2.0876766
                  1395.8                      -2.1471832
                  1398.4                      -2.2104025
                    1401                      -2.2778545
                  1403.6                      -2.3500683
                  1406.2                      -2.4275263
                  1408.8                       -2.510622
                  1411.4                      -2.5996873
                    1414                       -2.695039
                  1416.6                      -2.7970175
                  1419.2                      -2.9058333
                  1421.8                      -3.0211594
                  1424.4                      -3.1414988
                    1427                      -3.2633894
                  1429.6                      -3.3807501
                  1432.2                      -3.4849479
                  1434.8                      -3.5660529
                  1437.4                      -3.6154601
                    1440                      -3.6290706
                  1442.6                      -3.6094074
                  1445.2                      -3.5652371
                  1447.8                      -3.5088469
                  1450.4                      -3.4525126
                    1453                      -3.4058995
                  1455.6                      -3.3749878
                  1458.2                      -3.3622431
                  1460.8                      -3.3674943
                  1463.4                      -3.3889707
                    1466                      -3.4242315
                  1468.6                      -3.4708861
                  1471.2                      -3.5270351
                  1473.8                      -3.5913971
                  1476.4                      -3.6631999
                    1479                      -3.7419343
                  1481.6                      -3.8270993
                  1484.2                      -3.9180808
                  1486.8                      -4.0141764
                  1489.4                      -4.1147474
                    1492                      -4.2193677
                  1494.6                      -4.3279287
                  1497.2                      -4.4405928
                  1499.8                      -4.5576362
                  1502.4                      -4.6792706
                    1505                      -4.8055099
                  1507.6                      -4.9361612
                  1510.2                       -5.070964
                  1512.8                      -5.2097538
                  1515.4                      -5.3525771
                    1518                      -5.4997124
                  1520.6                      -5.6515847
                  1523.2                      -5.8085863
                  1525.8                      -5.9709125
                  1528.4                      -6.1385505
                    1531                      -6.3113665
                  1533.6                      -6.4892418
                  1536.2                      -6.6722446
                  1538.8                        -6.86068
                  1541.4                      -7.0550451
                    1544                      -7.2558447
                  1546.6                      -7.4634497
                  1549.2                      -7.6780117
                  1551.8                      -7.8994991
                  1554.4                       -8.127869
                    1557                      -8.3632111
                  1559.6                      -8.6058542
                  1562.2                      -8.8563905
                  1564.8                      -9.1155093
                  1567.4                      -9.3838167
                    1570                      -9.6616782
                  1572.6                      -9.9492594
                  1575.2                      -10.246625
                  1577.8                        -10.5539
                  1580.4                      -10.871496
                    1583                      -11.200158
                  1585.6                       -11.54082
                  1588.2                      -11.894404
                  1590.8                      -12.261584
                  1593.4                      -12.642704
                    1596                      -13.037804
                  1598.6                       -13.44688
                  1601.2                      -13.870149
                  1603.8                      -14.308118
                  1606.4                      -14.761521
                    1609                      -15.230856
                  1611.6                      -15.715873
                  1614.2                      -16.215238
                  1616.8                      -16.726269
                  1619.4                      -17.245059
                    1622                      -17.766584
                  1624.6                      -18.284703
                  1627.2                       -18.79152
                  1629.8                      -19.276327
                  1632.4                      -19.724684
                    1635                      -20.118416
                  1637.6                      -20.437311
                  1640.2                      -20.662624
                  1642.8                      -20.781183
                  1645.4                      -20.788213
                    1648                       -20.68758
                  1650.6                      -20.489859
                  1653.2                      -20.209746
                  1655.8                      -19.863912
                  1658.4                      -19.469487
                    1661                      -19.042872
                  1663.6                       -18.59864
                  1666.2                      -18.148369
                  1668.8                      -17.700338
                  1671.4                      -17.259796
                    1674                      -16.829726
                  1676.6                      -16.411735
                  1679.2                      -16.006964
                  1681.8                      -15.616481
                  1684.4                      -15.241246
                    1687                      -14.881861
                  1689.6                      -14.538411
                  1692.2                      -14.210392
                  1694.8                      -13.896887
                  1697.4                      -13.596855
                    1700                      -13.309508
                  1702.6                      -13.034389
                  1705.2                      -12.771316
                  1707.8                      -12.520224
                  1710.4                      -12.280864
                    1713                      -12.052753
                  1715.6                      -11.835195
                  1718.2                      -11.627385
                  1720.8                      -11.428655
                  1723.4                      -11.238628
                    1726                      -11.057195
                  1728.6                       -10.88436
                  1731.2                      -10.720095
                  1733.8                      -10.564227
                  1736.4                      -10.416361
                    1739                      -10.275992
                  1741.6                      -10.142685
                  1744.2                      -10.016192
                  1746.8                      -9.8965086
                  1749.4                      -9.7837898
                    1752                      -9.6782466
                  1754.6                      -9.5799799
                  1757.2                      -9.4889465
                  1759.8                      -9.4050082
                  1762.4                       -9.328033
                    1765                      -9.2580854
                  1767.6                      -9.1954922
                  1770.2                      -9.1408281
                  1772.8                      -9.0948219
                  1775.4                      -9.0582477
                    1778                      -9.0318329
                  1780.6                      -9.0162527
                  1783.2                      -9.0122207
                  1785.8                      -9.0205807
                  1788.4                      -9.0423402
                    1791                      -9.0785454
                  1793.6                      -9.1300394
                  1796.2                      -9.1970756
                  1798.8                      -9.2789488
                  1801.4                      -9.3737679
                    1804                      -9.4784145
                  1806.6                      -9.5888547
                  1809.2                       -9.700648
                  1811.8                      -9.8096142
                  1814.4                      -9.9124575
                    1817                      -10.007152
                  1819.6                      -10.093072
                  1822.2                      -10.170868
                  1824.8                      -10.242142
                  1827.4                      -10.309059
                    1830                      -10.374026
                  1832.6                      -10.439413
                  1835.2                      -10.507368
                  1837.8                      -10.579669
                  1840.4                      -10.657696
                    1843                       -10.74241
                  1845.6                      -10.834427
                  1848.2                      -10.934103
                  1850.8                      -11.041643
                  1853.4                      -11.157208
                    1856                      -11.280923
                  1858.6                      -11.412859
                  1861.2                      -11.552982
                  1863.8                      -11.701076
                  1866.4                      -11.856716
                    1869                       -12.01928
                  1871.6                      -12.187989
                  1874.2                      -12.362035
                  1876.8                      -12.540562
                  1879.4                       -12.72265
                    1882                      -12.907205
                  1884.6                      -13.092885
                  1887.2                      -13.278027
                  1889.8                      -13.460567
                  1892.4                      -13.638204
                    1895                      -13.808512
                  1897.6                      -13.969024
                  1900.2                       -14.11732
                  1902.8                      -14.251005
                  1905.4                      -14.367683
                    1908                       -14.46494
                  1910.6                      -14.540471
                  1913.2                      -14.592283
                  1915.8                      -14.618946
                  1918.4                      -14.619766
                    1921                       -14.59484
                  1923.6                      -14.544925
                  1926.2                      -14.471265
                  1928.8                      -14.375398
                  1931.4                      -14.259088
                    1934                      -14.124325
                  1936.6                       -13.97333
                  1939.2                      -13.808537
                  1941.8                      -13.632531
                  1944.4                      -13.447821
                    1947                      -13.256659
                  1949.6                      -13.060976
                  1952.2                      -12.862342
                  1954.8                      -12.662082
                  1957.4                      -12.461357
                    1960                      -12.261277
                  1962.6                      -12.062912
                  1965.2                      -11.867214
                  1967.8                      -11.674954
                  1970.4                      -11.486642
                    1973                      -11.302574
                  1975.6                      -11.122912
                  1978.2                      -10.947737
                  1980.8                      -10.777166
                  1983.4                      -10.611389
                    1986                      -10.450635
                  1988.6                      -10.295049
                  1991.2                      -10.144661
                  1993.8                      -9.9993976
                  1996.4                      -9.8590816
                    1999                      -9.7235011
                  2001.6                      -9.5925253
                  2004.2                      -9.4661113
                  2006.8                      -9.3442873
                  2009.4                      -9.2270756
                    2012                      -9.1144579
                  2014.6                      -9.0063194
                  2017.2                      -8.9024673
                  2019.8                      -8.8026813
                  2022.4                      -8.7067774
                    2025                      -8.6146594
                  2027.6                      -8.5263276
                  2030.2                      -8.4418019
                  2032.8                      -8.3610891
                  2035.4                      -8.2841218
                    2038                      -8.2107713
                  2040.6                      -8.1408399
                  2043.2                      -8.0741478
                  2045.8                      -8.0105854
                  2048.4                      -7.9501243
                    2051                      -7.8927846
                  2053.6                      -7.8386027
                  2056.2                      -7.7875522
                  2058.8                      -7.7395512
                  2061.4                      -7.6944278
                    2064                      -7.6519878
                  2066.6                       -7.612082
                  2069.2                      -7.5746372
                  2071.8                      -7.5396423
                  2074.4                      -7.5071228
                    2077                      -7.4770776
                  2079.6                      -7.4494275
                  2082.2                      -7.4239945
                  2084.8                      -7.4005669
                  2087.4                      -7.3789214
                    2090                      -7.3589184
                  2092.6                      -7.3405014
                  2095.2                      -7.3236691
                  2097.8                      -7.3084117
                  2100.4                      -7.2946526
                    2103                      -7.2822239
                  2105.6                      -7.2708785
                  2108.2                      -7.2603707
                  2110.8                       -7.250519
                  2113.4                      -7.2412369
                    2116                      -7.2325207
                  2118.6                      -7.2243945
                  2121.2                      -7.2168161
                  2123.8                      -7.2096634
                  2126.4                       -7.202743
                    2129                      -7.1958342
                  2131.6                      -7.1887744
                  2134.2                       -7.181506
                  2136.8                      -7.1740694
                  2139.4                      -7.1665366
                    2142                      -7.1589539
                  2144.6                      -7.1513001
                  2147.2                      -7.1434575
                  2149.8                      -7.1352836
                  2152.4                      -7.1266593
                    2155                      -7.1175596
                  2157.6                      -7.1080595
                  2160.2                      -7.0982818
                  2162.8                      -7.0883487
                  2165.4                      -7.0783207
                    2168                      -7.0681614
                  2170.6                      -7.0577859
                  2173.2                        -7.04711
                  2175.8                      -7.0361044
                  2178.4                      -7.0248416
                    2181                      -7.0134692
                  2183.6                      -7.0021477
                  2186.2                      -6.9910015
                  2188.8                      -6.9800697
                  2191.4                      -6.9693031
                    2194                      -6.9586363
                  2196.6                      -6.9480503
                  2199.2                      -6.9375971
                  2201.8                      -6.9274545
                  2204.4                      -6.9178368
                    2207                       -6.908956
                  2209.6                      -6.9009696
                  2212.2                      -6.8939376
                  2214.8                      -6.8878938
                  2217.4                      -6.8829086
                    2220                      -6.8791549
                  2222.6                      -6.8769603
                  2225.2                      -6.8767846
                  2227.8                      -6.8791503
                  2230.4                      -6.8845697
                    2233                      -6.8935193
                  2235.6                      -6.9064382
                  2238.2                      -6.9238125
                  2240.8                      -6.9462223
                  2243.4                      -6.9743505
                    2246                      -7.0088876
                  2248.6                      -7.0503288
                  2251.2                      -7.0986758
                  2253.8                      -7.1531869
                  2256.4                      -7.2122093
                    2259                      -7.2731961
                  2261.6                      -7.3329438
                  2264.2                      -7.3880178
                  2266.8                      -7.4352634
                  2269.4                      -7.4722931
                    2272                      -7.4978005
                  2274.6                      -7.5116328
                  2277.2                      -7.5146574
                  2279.8                      -7.5084635
                  2282.4                      -7.4950368
                    2285                      -7.4764582
                  2287.6                      -7.4546526
                  2290.2                      -7.4312329
                  2292.8                      -7.4074511
                  2295.4                      -7.3841523
                    2298                      -7.3618515
                  2300.6                      -7.3408248
                  2303.2                       -7.321192
                  2305.8                      -7.3030496
                  2308.4                      -7.2864882
                    2311                      -7.2716138
                  2313.6                      -7.2585147
                  2316.2                      -7.2471911
                  2318.8                      -7.2375707
                  2321.4                      -7.2295116
                    2324                      -7.2228271
                  2326.6                      -7.2173868
                  2329.2                      -7.2131292
                  2331.8                      -7.2100801
                  2334.4                      -7.2083087
                    2337                      -7.2078887
                  2339.6                      -7.2088374
                  2342.2                      -7.2110928
                  2344.8                      -7.2145533
                  2347.4                      -7.2191256
                    2350                       -7.224793
                  2352.6                      -7.2316299
                  2355.2                      -7.2397959
                  2357.8                      -7.2495124
                  2360.4                      -7.2609792
                    2363                        -7.27434
                  2365.6                      -7.2896945
                  2368.2                      -7.3071178
                  2370.8                      -7.3267619
                  2373.4                      -7.3488866
                    2376                      -7.3738778
                  2378.6                       -7.402238
                  2381.2                       -7.434474
                  2383.8                      -7.4710219
                  2386.4                      -7.5121863
                    2389                       -7.558102
                  2391.6                      -7.6087318
                  2394.2                       -7.663903
                  2396.8                      -7.7232411
                  2399.4                      -7.7861453
                    2402                      -7.8516789
                  2404.6                      -7.9185119
                  2407.2                      -7.9849639
                  2409.8                      -8.0491372
