# Version 1.00
#
freq[Hz]	db:Trc1_S11	ang:Trc1_S11	db:Trc2_S21	ang:Trc2_S21	db:Trc3_S22	ang:Trc3_S22	
1.687500000000000E+009	-7.366587312376778E+000	-1.431446679416143E+002	-2.330948717342275E+001	1.664689582584903E+002	-8.037263077995640E+000	-8.663815161874835E+001	
1.700000000000000E+009	-7.631420730778110E+000	-1.525257678819738E+002	-2.204609848296366E+001	1.559788338070408E+002	-7.155316591249660E+000	-9.673181423414567E+001	
1.712500000000000E+009	-7.980956006188628E+000	-1.613701847057360E+002	-2.178026529218127E+001	1.476882311842662E+002	-6.537915611698479E+000	-1.072753835966794E+002	
1.725000000000000E+009	-8.506808457148843E+000	-1.710028630533625E+002	-2.102637095739190E+001	1.424830802351221E+002	-6.145831524473669E+000	-1.178984057909107E+002	
1.737500000000000E+009	-9.320016676947674E+000	-1.791104598123332E+002	-2.026982406168099E+001	1.331981060896666E+002	-5.752595329334516E+000	-1.277601634356503E+002	
1.750000000000000E+009	-1.008129957836516E+001	1.747514414631960E+002	-1.944316393673207E+001	1.234285110669072E+002	-5.457494978945936E+000	-1.393562395765570E+002	
1.762500000000000E+009	-1.101375911750882E+001	1.693985309203915E+002	-1.907122461798570E+001	1.108536704392627E+002	-5.386960390131130E+000	-1.503748181831025E+002	
1.775000000000000E+009	-1.179976395085651E+001	1.674755226702465E+002	-1.902038191316560E+001	9.931415372480817E+001	-5.376100145738291E+000	-1.609188549920518E+002	
1.787500000000000E+009	-1.217593730416945E+001	1.677153683568241E+002	-1.932244738584842E+001	8.687449791303773E+001	-5.314391620683170E+000	-1.706857631358233E+002	
1.800000000000000E+009	-1.216031587673608E+001	1.663237943823636E+002	-1.998513157270945E+001	7.914833809378985E+001	-5.194128920793458E+000	1.795954351224280E+002	
1.812500000000000E+009	-1.201601019868701E+001	1.655201329021002E+002	-2.025642531493925E+001	7.306805644535632E+001	-5.064764193183782E+000	1.697286550967096E+002	
1.825000000000000E+009	-1.175115322520698E+001	1.649816819686078E+002	-2.036040855053236E+001	6.687007584238813E+001	-4.999418300158722E+000	1.602970399337093E+002	
1.837500000000000E+009	-1.118977456498800E+001	1.643088624414905E+002	-2.058626385281024E+001	6.134113857321404E+001	-4.927335999860738E+000	1.513618751879863E+002	
1.850000000000000E+009	-1.012817507896107E+001	1.631814017445001E+002	-2.089057415749891E+001	5.884025102749347E+001	-4.822094269852093E+000	1.434218840321080E+002	
1.862500000000000E+009	-9.056146363343389E+000	1.580178638457093E+002	-2.023742271141115E+001	5.892118866636523E+001	-4.662264606393228E+000	1.345110004916015E+002	
1.875000000000000E+009	-8.057095625842708E+000	1.517316423279282E+002	-1.891311634257617E+001	5.443610779017866E+001	-4.742353435814914E+000	1.260638092535577E+002	
1.887500000000000E+009	-7.230298859758342E+000	1.438327506764549E+002	-1.776838178358551E+001	4.416040201066354E+001	-4.734005758530017E+000	1.184963095407319E+002	
1.900000000000000E+009	-6.445440804197020E+000	1.356474838875510E+002	-1.724116525772352E+001	3.362318172911503E+001	-4.878212257411937E+000	1.105813474691652E+002	
1.912500000000000E+009	-5.949304894928335E+000	1.264503479010918E+002	-1.678866761904288E+001	2.419175715072370E+001	-4.967077395377138E+000	1.037423183633696E+002	
1.925000000000000E+009	-5.565797769281185E+000	1.180594922557196E+002	-1.619615648957534E+001	1.433829212738995E+001	-5.033474793979838E+000	9.630436206681792E+001	
1.937500000000000E+009	-5.236295226702443E+000	1.092717294106079E+002	-1.566478191309090E+001	3.088046115579282E+000	-5.156868394177466E+000	8.885860415324622E+001	
1.950000000000000E+009	-5.064231331409291E+000	1.009007745628306E+002	-1.545085419988592E+001	-8.586911575649429E+000	-5.338110816788006E+000	8.203720542188283E+001	
1.962500000000000E+009	-4.944636968972875E+000	9.331469313451657E+001	-1.527628913495730E+001	-1.959987649205127E+001	-5.433774056320846E+000	7.530496107591570E+001	
1.975000000000000E+009	-4.818432819659152E+000	8.549446088839096E+001	-1.529107056812396E+001	-3.075307099613322E+001	-5.567673794453835E+000	6.903931361959798E+001	
1.987500000000000E+009	-4.821658200189343E+000	7.791600312540005E+001	-1.534761301116644E+001	-4.013977707928428E+001	-5.529653843139838E+000	6.330032349446409E+001	
2.000000000000000E+009	-4.908866936936945E+000	7.112068033007742E+001	-1.531200737580609E+001	-4.984117758101132E+001	-5.519837296911982E+000	5.626208842453002E+001	
2.012500000000000E+009	-4.890164508128078E+000	6.499011695267512E+001	-1.542344659416464E+001	-5.850196814593948E+001	-5.622264766307807E+000	4.990422576929366E+001	
2.025000000000000E+009	-4.877646225876313E+000	5.853973273608828E+001	-1.533528258061570E+001	-6.631008648790733E+001	-5.770235732528210E+000	4.437100451530016E+001	
2.037500000000000E+009	-4.913516044401317E+000	5.250790046767106E+001	-1.512066082884223E+001	-7.542665258006846E+001	-5.860757561795380E+000	3.923620748151251E+001	
2.050000000000000E+009	-4.887406519779526E+000	4.645138653627691E+001	-1.510781925928644E+001	-8.426043271027707E+001	-6.049794608916537E+000	3.421521850379203E+001	
2.062500000000000E+009	-4.966454915292047E+000	4.064435248963382E+001	-1.497529863714656E+001	-9.272525493943917E+001	-6.221627604373882E+000	2.959560535390811E+001	
2.075000000000000E+009	-4.985151917108593E+000	3.508852877461492E+001	-1.488567430743539E+001	-1.008507259288937E+002	-6.415346500356941E+000	2.542849791097058E+001	
2.087500000000000E+009	-5.038898324098677E+000	2.931140059259614E+001	-1.459912003774608E+001	-1.092296962418124E+002	-6.588886107461570E+000	2.080578858588842E+001	
2.100000000000000E+009	-5.070040382600486E+000	2.427344579525439E+001	-1.437465440382191E+001	-1.189691429445003E+002	-6.906440396926485E+000	1.644647702584320E+001	
2.112500000000000E+009	-5.081123300697480E+000	1.877177480695417E+001	-1.423693809324790E+001	-1.285419810134965E+002	-7.103438917920474E+000	1.266124725102194E+001	
2.125000000000000E+009	-5.078373614371764E+000	1.319419807776138E+001	-1.415835254236461E+001	-1.373814189688402E+002	-7.305717868612724E+000	8.121913045571814E+000	
2.137500000000000E+009	-5.107678242933341E+000	7.520730064358054E+000	-1.405482863620540E+001	-1.467451517831443E+002	-7.561255418246018E+000	4.197034038741796E+000	
2.150000000000000E+009	-5.199280451521127E+000	1.975249154031001E+000	-1.397974079648620E+001	-1.551197370053322E+002	-7.639006090916084E+000	-1.647135315616021E-001	
2.162500000000000E+009	-5.267641658663790E+000	-3.634108535925547E+000	-1.367389592212059E+001	-1.638097702414843E+002	-7.918733833257817E+000	-5.463793548511897E+000	
2.175000000000000E+009	-5.367017981876111E+000	-8.726534647545970E+000	-1.360635592484660E+001	-1.731733836168492E+002	-8.176585853660814E+000	-9.226191226821118E+000	
2.187500000000000E+009	-5.458613855348221E+000	-1.438967318376259E+001	-1.338315473729828E+001	1.783002665999868E+002	-8.411659126396001E+000	-1.256284027959849E+001	
2.200000000000000E+009	-5.603560987664165E+000	-1.955960816336988E+001	-1.323291451641994E+001	1.682450882579913E+002	-8.608287505494751E+000	-1.563038398202712E+001	
2.212500000000000E+009	-5.689668779720923E+000	-2.472931748160389E+001	-1.315400383210326E+001	1.594744383072261E+002	-8.700168046809544E+000	-1.883121562350903E+001	
2.225000000000000E+009	-5.725477668411283E+000	-3.003790341531200E+001	-1.307446302618960E+001	1.499784019006912E+002	-8.832607020816335E+000	-2.080267404755163E+001	
2.237500000000000E+009	-5.720807539728449E+000	-3.626139396551333E+001	-1.305450358992175E+001	1.421566682393976E+002	-8.805429784505996E+000	-2.398220522991335E+001	
2.250000000000000E+009	-5.912845471122775E+000	-4.299930714634797E+001	-1.261422286484099E+001	1.346961388644108E+002	-9.119260589140497E+000	-2.750407121804755E+001	
2.262500000000000E+009	-6.100011736404177E+000	-4.917214298249180E+001	-1.223482899344680E+001	1.250657914156103E+002	-9.339269779988550E+000	-2.905615995354512E+001	
2.275000000000000E+009	-6.376820009846960E+000	-5.570381945350813E+001	-1.173588688663983E+001	1.150686910664688E+002	-9.781534146565189E+000	-2.992616019134640E+001	
2.287500000000000E+009	-6.665462806260143E+000	-6.212761835780218E+001	-1.151885362253271E+001	1.035991228645137E+002	-9.763691688955204E+000	-2.857570503147401E+001	
2.300000000000000E+009	-7.034078411798344E+000	-6.871764149066190E+001	-1.135325533657003E+001	9.350997088925875E+001	-9.525819629879834E+000	-2.918767887259153E+001	
2.312500000000000E+009	-7.522691583732579E+000	-7.472149976774905E+001	-1.113330694499008E+001	8.302312669351382E+001	-9.277419825618630E+000	-3.119760380912769E+001	
2.325000000000000E+009	-7.979853605602985E+000	-8.085725380597725E+001	-1.097261615056585E+001	7.246927267445598E+001	-9.138740743804432E+000	-3.351936894048389E+001	
2.337500000000000E+009	-8.532870123465916E+000	-8.642135508936961E+001	-1.081062317247402E+001	6.187160210710616E+001	-8.961392474810989E+000	-3.643001904603833E+001	
2.350000000000000E+009	-9.051821067274981E+000	-9.183184759147467E+001	-1.070476110090090E+001	5.093957304413338E+001	-8.725572031201775E+000	-3.844137682668387E+001	
2.362500000000000E+009	-9.590650083069615E+000	-9.705889418618521E+001	-1.064905816833321E+001	4.012703799188230E+001	-8.224925196017676E+000	-4.166568347050514E+001	
2.375000000000000E+009	-1.021138048164094E+001	-1.032169668190677E+002	-1.066698384738783E+001	3.005165131385616E+001	-7.754166007997454E+000	-4.654018054377263E+001	
2.387500000000000E+009	-1.104867921082250E+001	-1.083157930414183E+002	-1.051889751690824E+001	2.012692441951354E+001	-7.394591298958952E+000	-5.188813290309093E+001	
2.400000000000000E+009	-1.193063740288329E+001	-1.130729167821778E+002	-1.046418009207382E+001	9.550457120293912E+000	-7.066835259306886E+000	-5.725826601844108E+001	
2.412500000000000E+009	-1.274694735647876E+001	-1.163853845502414E+002	-1.032004704091865E+001	-4.389545932988445E-001	-6.681703296510007E+000	-6.241198016181196E+001	
2.425000000000000E+009	-1.345766839472006E+001	-1.202549880185696E+002	-1.017921589767441E+001	-1.109057283420887E+001	-6.334691253004078E+000	-6.812323092471297E+001	
2.437500000000000E+009	-1.442132197189811E+001	-1.246831743538649E+002	-1.005410528203327E+001	-2.131230297754011E+001	-6.012694577348237E+000	-7.432581960021433E+001	
2.450000000000000E+009	-1.557023047498939E+001	-1.277895746268746E+002	-9.820316613529831E+000	-3.251580272040627E+001	-5.799534791118240E+000	-8.050678926707823E+001	
2.462500000000000E+009	-1.689766547855679E+001	-1.297371733120494E+002	-9.719023982226203E+000	-4.447675706271073E+001	-5.659027182252017E+000	-8.631033300885457E+001	
2.475000000000000E+009	-1.850569049760630E+001	-1.294265991673956E+002	-9.697532871884427E+000	-5.625869284060615E+001	-5.471681258896873E+000	-9.232676189676549E+001	
2.487500000000000E+009	-2.025603884542155E+001	-1.222252698980319E+002	-9.743815898782955E+000	-6.787402369246843E+001	-5.326340747835017E+000	-9.891368587000684E+001	
2.500000000000000E+009	-2.104991728576677E+001	-1.097494988302263E+002	-9.805040090272568E+000	-7.943195970377049E+001	-5.275093902637649E+000	-1.052237642905606E+002	
2.512500000000000E+009	-2.079895023533587E+001	-9.619927304434503E+001	-9.886214425508189E+000	-9.119675567613763E+001	-5.170754830894369E+000	-1.118487022435467E+002	
2.525000000000000E+009	-1.916750050529759E+001	-8.588788942332027E+001	-1.002974609468832E+001	-1.029509505917860E+002	-5.097491189097620E+000	-1.186472085346565E+002	
2.537500000000000E+009	-1.759052848658362E+001	-8.425905458030590E+001	-1.020800225153537E+001	-1.140041541649388E+002	-4.922849999841002E+000	-1.258462009916006E+002	
2.550000000000000E+009	-1.609595281523555E+001	-8.187862418758482E+001	-1.030042780678546E+001	-1.253771203302251E+002	-4.804471151123059E+000	-1.337660511250196E+002	
2.562500000000000E+009	-1.416705590890307E+001	-8.491004662701022E+001	-1.051918371020058E+001	-1.369749974294944E+002	-4.730173050104134E+000	-1.417389915585798E+002	
