# Version 1.00
#
freq[Hz]	Trc1_S21[dB]	Ch1_SG_S11_S11[dB]	Ch1_SG_S12_S12[dB]	Ch1_SG_S21_S21[dB]	Ch1_SG_S22_S22[dB]	RX_S22[dB]	TX_S11[dB]	ISO_S21[dB]	
1.764000000000000E+009	-2.058546915020510E+001	-3.473365656747003E+000	-2.057423745257666E+001	-2.058546915020510E+001	-2.667366492439194E+000	-2.667366492439194E+000	-3.473365656747003E+000	-2.058546915020510E+001	
1.776000000000000E+009	-2.031588565171177E+001	-3.631566083470091E+000	-2.031347519229133E+001	-2.031588565171177E+001	-2.763862501162764E+000	-2.763862501162764E+000	-3.631566083470091E+000	-2.031588565171177E+001	
1.788000000000000E+009	-1.989747663507172E+001	-3.829232909979926E+000	-1.992373955104283E+001	-1.989747663507172E+001	-2.846572652806420E+000	-2.846572652806420E+000	-3.829232909979926E+000	-1.989747663507172E+001	
1.800000000000000E+009	-1.939189996400322E+001	-4.126725995393715E+000	-1.941318548174763E+001	-1.939189996400322E+001	-2.904318181787619E+000	-2.904318181787619E+000	-4.126725995393715E+000	-1.939189996400322E+001	
1.812000000000000E+009	-1.886567070624720E+001	-4.395015695937288E+000	-1.888672641202047E+001	-1.886567070624720E+001	-2.978460642545711E+000	-2.978460642545711E+000	-4.395015695937288E+000	-1.886567070624720E+001	
1.824000000000000E+009	-1.832698825273827E+001	-4.688123731399440E+000	-1.833356427614681E+001	-1.832698825273827E+001	-3.126889400398966E+000	-3.126889400398966E+000	-4.688123731399440E+000	-1.832698825273827E+001	
1.836000000000000E+009	-1.786364346862493E+001	-4.987681621619995E+000	-1.786251174717285E+001	-1.786364346862493E+001	-3.306006122764121E+000	-3.306006122764121E+000	-4.987681621619995E+000	-1.786364346862493E+001	
1.848000000000000E+009	-1.742046082473594E+001	-5.215533973275601E+000	-1.742262991828974E+001	-1.742046082473594E+001	-3.465040814060901E+000	-3.465040814060901E+000	-5.215533973275601E+000	-1.742046082473594E+001	
1.860000000000000E+009	-1.703260750347146E+001	-5.505272967136710E+000	-1.703778098897038E+001	-1.703260750347146E+001	-3.685421620908067E+000	-3.685421620908067E+000	-5.505272967136710E+000	-1.703260750347146E+001	
1.872000000000000E+009	-1.676228495517313E+001	-5.799681141862632E+000	-1.678884180268438E+001	-1.676228495517313E+001	-3.879701092821137E+000	-3.879701092821137E+000	-5.799681141862632E+000	-1.676228495517313E+001	
1.884000000000000E+009	-1.653237188915214E+001	-6.222964518719511E+000	-1.655297554253989E+001	-1.653237188915214E+001	-4.136258102112437E+000	-4.136258102112437E+000	-6.222964518719511E+000	-1.653237188915214E+001	
1.896000000000000E+009	-1.622412056928362E+001	-6.643745772524514E+000	-1.623917743257536E+001	-1.622412056928362E+001	-4.508318027470901E+000	-4.508318027470901E+000	-6.643745772524514E+000	-1.622412056928362E+001	
1.908000000000000E+009	-1.602591114786126E+001	-7.077920636749492E+000	-1.604250403064023E+001	-1.602591114786126E+001	-4.878277039132319E+000	-4.878277039132319E+000	-7.077920636749492E+000	-1.602591114786126E+001	
1.920000000000000E+009	-1.560605963780704E+001	-7.603059018389184E+000	-1.560072432492530E+001	-1.560605963780704E+001	-5.248623086898887E+000	-5.248623086898887E+000	-7.603059018389184E+000	-1.560605963780704E+001	
1.932000000000000E+009	-1.534856623437316E+001	-7.907910163051335E+000	-1.535447362611511E+001	-1.534856623437316E+001	-5.547302164833472E+000	-5.547302164833472E+000	-7.907910163051335E+000	-1.534856623437316E+001	
1.944000000000000E+009	-1.511897546012984E+001	-8.255364655033558E+000	-1.513427737004597E+001	-1.511897546012984E+001	-5.898736953303326E+000	-5.898736953303326E+000	-8.255364655033558E+000	-1.511897546012984E+001	
1.956000000000000E+009	-1.493968335497238E+001	-8.578827991541724E+000	-1.495912315539061E+001	-1.493968335497238E+001	-6.143622511523087E+000	-6.143622511523087E+000	-8.578827991541724E+000	-1.493968335497238E+001	
1.968000000000000E+009	-1.478214914044281E+001	-8.899620735472468E+000	-1.479338205828794E+001	-1.478214914044281E+001	-6.420209879793704E+000	-6.420209879793704E+000	-8.899620735472468E+000	-1.478214914044281E+001	
1.980000000000000E+009	-1.480641412103029E+001	-9.419617586983629E+000	-1.481876164171430E+001	-1.480641412103029E+001	-6.484820173413045E+000	-6.484820173413045E+000	-9.419617586983629E+000	-1.480641412103029E+001	
1.992000000000000E+009	-1.516021016450250E+001	-9.761903367480347E+000	-1.516471434342173E+001	-1.516021016450250E+001	-6.225517461113731E+000	-6.225517461113731E+000	-9.761903367480347E+000	-1.516021016450250E+001	
2.004000000000000E+009	-1.577860365371686E+001	-9.704604965766237E+000	-1.578812783071135E+001	-1.577860365371686E+001	-5.440800820090566E+000	-5.440800820090566E+000	-9.704604965766237E+000	-1.577860365371686E+001	
2.016000000000000E+009	-1.680869045273702E+001	-9.341693247005983E+000	-1.679642990101920E+001	-1.680869045273702E+001	-4.539354816342678E+000	-4.539354816342678E+000	-9.341693247005983E+000	-1.680869045273702E+001	
2.028000000000000E+009	-1.808343842509798E+001	-8.829768364101639E+000	-1.808013837050683E+001	-1.808343842509798E+001	-3.537614972205872E+000	-3.537614972205872E+000	-8.829768364101639E+000	-1.808343842509798E+001	
2.040000000000000E+009	-1.991762212691429E+001	-7.960493738822086E+000	-1.992963906117632E+001	-1.991762212691429E+001	-2.660605532004392E+000	-2.660605532004392E+000	-7.960493738822086E+000	-1.991762212691429E+001	
2.052000000000000E+009	-2.239977778678718E+001	-7.235132455019037E+000	-2.240533768591530E+001	-2.239977778678718E+001	-1.956435403069235E+000	-1.956435403069235E+000	-7.235132455019037E+000	-2.239977778678718E+001	
2.064000000000000E+009	-2.518379858103935E+001	-7.088691642641392E+000	-2.518457544733772E+001	-2.518379858103935E+001	-1.459910857926086E+000	-1.459910857926086E+000	-7.088691642641392E+000	-2.518379858103935E+001	
2.076000000000000E+009	-2.886982507304080E+001	-7.391621745499905E+000	-2.887497559683049E+001	-2.886982507304080E+001	-1.102630951516531E+000	-1.102630951516531E+000	-7.391621745499905E+000	-2.886982507304080E+001	
2.088000000000000E+009	-3.330855273915104E+001	-8.509923352782618E+000	-3.333614782885375E+001	-3.330855273915104E+001	-8.687776297681453E-001	-8.687776297681453E-001	-8.509923352782618E+000	-3.330855273915104E+001	
