# Version 1.00
#
freq[Hz]	Trc2_S11[dB]	
1.173000000000000E+009	-1.974836737740461E+000	
1.176000000000000E+009	-1.982522095872050E+000	
1.179000000000000E+009	-1.974589056276764E+000	
1.182000000000000E+009	-1.961304238523284E+000	
1.185000000000000E+009	-1.967375132780876E+000	
1.188000000000000E+009	-1.974051640156445E+000	
1.191000000000000E+009	-1.998343594783592E+000	
1.194000000000000E+009	-2.010801291278098E+000	
1.197000000000000E+009	-2.009365504674831E+000	
1.200000000000000E+009	-2.027932845387720E+000	
1.203000000000000E+009	-2.040461342968135E+000	
1.206000000000000E+009	-2.050110030886882E+000	
1.209000000000000E+009	-2.068205300342552E+000	
1.212000000000000E+009	-2.080616696996728E+000	
1.215000000000000E+009	-2.115062969682078E+000	
1.218000000000000E+009	-2.125478391810458E+000	
1.221000000000000E+009	-2.155750651528027E+000	
1.224000000000000E+009	-2.179256730378831E+000	
1.227000000000000E+009	-2.200056496692388E+000	
1.230000000000000E+009	-2.203290078526704E+000	
1.233000000000000E+009	-2.197500434662428E+000	
1.236000000000000E+009	-2.191581403003154E+000	
1.239000000000000E+009	-2.196543002232684E+000	
1.242000000000000E+009	-2.194919114654927E+000	
1.245000000000000E+009	-2.196587922211417E+000	
1.248000000000000E+009	-2.200454804245640E+000	
1.251000000000000E+009	-2.207412701206101E+000	
1.254000000000000E+009	-2.236154695118896E+000	
1.257000000000000E+009	-2.253752583998372E+000	
1.260000000000000E+009	-2.283596218828371E+000	
1.263000000000000E+009	-2.317476642508713E+000	
1.266000000000000E+009	-2.345188716295100E+000	
1.269000000000000E+009	-2.364391656066364E+000	
1.272000000000000E+009	-2.372075858507944E+000	
1.275000000000000E+009	-2.396868431456545E+000	
1.278000000000000E+009	-2.410753812361741E+000	
1.281000000000000E+009	-2.422337722876177E+000	
1.284000000000000E+009	-2.432385589318874E+000	
1.287000000000000E+009	-2.451006926668158E+000	
1.290000000000000E+009	-2.469987274396913E+000	
1.293000000000000E+009	-2.504283092047515E+000	
1.296000000000000E+009	-2.523949528745756E+000	
1.299000000000000E+009	-2.532378899561823E+000	
1.302000000000000E+009	-2.553361425456605E+000	
1.305000000000000E+009	-2.568547416780803E+000	
1.308000000000000E+009	-2.584691059954775E+000	
1.311000000000000E+009	-2.595849379213237E+000	
1.314000000000000E+009	-2.587428668463614E+000	
1.317000000000000E+009	-2.613455415997505E+000	
1.320000000000000E+009	-2.652057519792121E+000	
1.323000000000000E+009	-2.664157681131504E+000	
1.326000000000000E+009	-2.665507756731106E+000	
1.329000000000000E+009	-2.667215875287231E+000	
1.332000000000000E+009	-2.684884854426937E+000	
1.335000000000000E+009	-2.710004051345573E+000	
1.338000000000000E+009	-2.733443179847682E+000	
1.341000000000000E+009	-2.751972710990160E+000	
1.344000000000000E+009	-2.779672783898862E+000	
1.347000000000000E+009	-2.787318081107941E+000	
1.350000000000000E+009	-2.808660410730207E+000	
1.353000000000000E+009	-2.814868705029564E+000	
1.356000000000000E+009	-2.835605284039239E+000	
1.359000000000000E+009	-2.853835168747867E+000	
1.362000000000000E+009	-2.881026752850364E+000	
1.365000000000000E+009	-2.896509655410025E+000	
1.368000000000000E+009	-2.921240695836731E+000	
1.371000000000000E+009	-2.944109450363410E+000	
1.374000000000000E+009	-2.977151685886254E+000	
1.377000000000000E+009	-3.011417018338772E+000	
1.380000000000000E+009	-3.045169457959482E+000	
1.383000000000000E+009	-3.068891545301141E+000	
1.386000000000000E+009	-3.096594449058844E+000	
1.389000000000000E+009	-3.126413175888764E+000	
1.392000000000000E+009	-3.127654413538416E+000	
1.395000000000000E+009	-3.131196678544343E+000	
1.398000000000000E+009	-3.144622816095563E+000	
1.401000000000000E+009	-3.167187956776211E+000	
1.404000000000000E+009	-3.183629792527765E+000	
1.407000000000000E+009	-3.201835357178049E+000	
1.410000000000000E+009	-3.194827805785746E+000	
1.413000000000000E+009	-3.204185726242243E+000	
1.416000000000000E+009	-3.212452102858142E+000	
1.419000000000000E+009	-3.220296972084765E+000	
1.422000000000000E+009	-3.239390306702443E+000	
1.425000000000000E+009	-3.251936632340024E+000	
1.428000000000000E+009	-3.276212390084613E+000	
1.431000000000000E+009	-3.311764390160921E+000	
1.434000000000000E+009	-3.344948192905632E+000	
1.437000000000000E+009	-3.381815265249222E+000	
1.440000000000000E+009	-3.391869541669338E+000	
1.443000000000000E+009	-3.424061114445589E+000	
1.446000000000000E+009	-3.444517279672148E+000	
1.449000000000000E+009	-3.490252956709248E+000	
1.452000000000000E+009	-3.533421655385920E+000	
1.455000000000000E+009	-3.558439285389129E+000	
1.458000000000000E+009	-3.577517978950621E+000	
1.461000000000000E+009	-3.608307084893359E+000	
1.464000000000000E+009	-3.629482937747826E+000	
1.467000000000000E+009	-3.650339597361808E+000	
1.470000000000000E+009	-3.672921858696685E+000	
1.473000000000000E+009	-3.708332792778566E+000	
1.476000000000000E+009	-3.737356641641807E+000	
1.479000000000000E+009	-3.754900771466275E+000	
1.482000000000000E+009	-3.757445202789512E+000	
1.485000000000000E+009	-3.776302537975480E+000	
1.488000000000000E+009	-3.780532623726177E+000	
1.491000000000000E+009	-3.795045468198825E+000	
1.494000000000000E+009	-3.806088943635588E+000	
1.497000000000000E+009	-3.815749076390394E+000	
1.500000000000000E+009	-3.830465181175748E+000	
1.503000000000000E+009	-3.842462257655256E+000	
1.506000000000000E+009	-3.867771348496905E+000	
1.509000000000000E+009	-3.881079897355269E+000	
1.512000000000000E+009	-3.915989294092237E+000	
1.515000000000000E+009	-3.964770444087200E+000	
1.518000000000000E+009	-4.015136637919920E+000	
1.521000000000000E+009	-4.065122188915507E+000	
1.524000000000000E+009	-4.113590828841178E+000	
1.527000000000000E+009	-4.127029451645810E+000	
1.530000000000000E+009	-4.158389920241370E+000	
1.533000000000000E+009	-4.195879457551282E+000	
1.536000000000000E+009	-4.231560313643025E+000	
1.539000000000000E+009	-4.258810627534098E+000	
1.542000000000000E+009	-4.284453983730995E+000	
1.545000000000000E+009	-4.313538352479776E+000	
1.548000000000000E+009	-4.354039493984539E+000	
1.551000000000000E+009	-4.399389356883498E+000	
1.554000000000000E+009	-4.447808689313122E+000	
1.557000000000000E+009	-4.498307862031401E+000	
1.560000000000000E+009	-4.552165058862934E+000	
1.563000000000000E+009	-4.612348516288775E+000	
1.566000000000000E+009	-4.655393945726554E+000	
1.569000000000000E+009	-4.719624418269516E+000	
1.572000000000000E+009	-4.808629900083869E+000	
1.575000000000000E+009	-4.894277999245031E+000	
1.578000000000000E+009	-4.995632354131771E+000	
1.581000000000000E+009	-5.085635671998966E+000	
1.584000000000000E+009	-5.176121278298719E+000	
1.587000000000000E+009	-5.267086506282707E+000	
1.590000000000000E+009	-5.374776283446628E+000	
1.593000000000000E+009	-5.465480092640678E+000	
1.596000000000000E+009	-5.553977702106711E+000	
1.599000000000000E+009	-5.650915995621428E+000	
1.602000000000000E+009	-5.785154147081543E+000	
1.605000000000000E+009	-5.940185477252451E+000	
1.608000000000000E+009	-6.111140635787032E+000	
1.611000000000000E+009	-6.296893592200349E+000	
1.614000000000000E+009	-6.496489191929976E+000	
1.617000000000000E+009	-6.699902854510272E+000	
1.620000000000000E+009	-6.919193778982208E+000	
1.623000000000000E+009	-7.163657542999263E+000	
1.626000000000000E+009	-7.416622854041896E+000	
1.629000000000000E+009	-7.651161886212258E+000	
1.632000000000000E+009	-7.846519974111936E+000	
1.635000000000000E+009	-8.001975185026245E+000	
1.638000000000000E+009	-8.141092635169883E+000	
1.641000000000000E+009	-8.277285713165250E+000	
1.644000000000000E+009	-8.430549956431806E+000	
1.647000000000000E+009	-8.578249098597782E+000	
1.650000000000000E+009	-8.683567144708139E+000	
1.653000000000000E+009	-8.760598077272578E+000	
1.656000000000000E+009	-8.848228685459654E+000	
1.659000000000000E+009	-8.972309203582640E+000	
1.662000000000000E+009	-9.118326791664941E+000	
1.665000000000000E+009	-9.271288685508518E+000	
1.668000000000000E+009	-9.391262195256136E+000	
1.671000000000000E+009	-9.497115483848493E+000	
1.674000000000000E+009	-9.566733758659685E+000	
1.677000000000000E+009	-9.588672338381427E+000	
1.680000000000000E+009	-9.570333234170903E+000	
1.683000000000000E+009	-9.526398414456759E+000	
1.686000000000000E+009	-9.439563506281296E+000	
1.689000000000000E+009	-9.315179013408603E+000	
1.692000000000000E+009	-9.152493761539981E+000	
1.695000000000000E+009	-9.030547738014315E+000	
1.698000000000000E+009	-8.896335406235487E+000	
1.701000000000000E+009	-8.726862789900483E+000	
1.704000000000000E+009	-8.526818002721004E+000	
1.707000000000000E+009	-8.290748153599228E+000	
1.710000000000000E+009	-8.007553193131432E+000	
1.713000000000000E+009	-7.741138160740977E+000	
1.716000000000000E+009	-7.519148288029217E+000	
1.719000000000000E+009	-7.353983964831995E+000	
1.722000000000000E+009	-7.244429176985378E+000	
1.725000000000000E+009	-7.140282716523234E+000	
1.728000000000000E+009	-7.021034567279488E+000	
1.731000000000000E+009	-6.872948990708824E+000	
1.734000000000000E+009	-6.698486345815627E+000	
1.737000000000000E+009	-6.549251217481084E+000	
1.740000000000000E+009	-6.394407017466475E+000	
1.743000000000000E+009	-6.233343221358858E+000	
1.746000000000000E+009	-6.103966582763693E+000	
1.749000000000000E+009	-5.984267012319873E+000	
1.752000000000000E+009	-5.910151660987983E+000	
1.755000000000000E+009	-5.826757332881938E+000	
1.758000000000000E+009	-5.735600353530429E+000	
1.761000000000000E+009	-5.620672040235137E+000	
1.764000000000000E+009	-5.534609414253233E+000	
1.767000000000000E+009	-5.456992021477491E+000	
1.770000000000000E+009	-5.395887587453513E+000	
1.773000000000000E+009	-5.354406858039737E+000	
1.776000000000000E+009	-5.339720244614023E+000	
1.779000000000000E+009	-5.314831863710126E+000	
1.782000000000000E+009	-5.296389077748406E+000	
1.785000000000000E+009	-5.252681997859390E+000	
1.788000000000000E+009	-5.218782711449180E+000	
1.791000000000000E+009	-5.169360276447669E+000	
1.794000000000000E+009	-5.125904084869879E+000	
1.797000000000000E+009	-5.074181149515757E+000	
1.800000000000000E+009	-5.037754529351587E+000	
1.803000000000000E+009	-5.041818719519791E+000	
1.806000000000000E+009	-5.076775485333741E+000	
1.809000000000000E+009	-5.124698814118418E+000	
1.812000000000000E+009	-5.157313357670400E+000	
1.815000000000000E+009	-5.184679535065296E+000	
1.818000000000000E+009	-5.208069957897195E+000	
1.821000000000000E+009	-5.229705861787883E+000	
1.824000000000000E+009	-5.237484261597679E+000	
1.827000000000000E+009	-5.256810336275519E+000	
1.830000000000000E+009	-5.280166222001649E+000	
1.833000000000000E+009	-5.320660177581514E+000	
1.836000000000000E+009	-5.340374439028327E+000	
1.839000000000000E+009	-5.356981472834535E+000	
1.842000000000000E+009	-5.369046055212480E+000	
1.845000000000000E+009	-5.366123823981839E+000	
1.848000000000000E+009	-5.389994363145070E+000	
1.851000000000000E+009	-5.450403861667276E+000	
1.854000000000000E+009	-5.518571585404874E+000	
1.857000000000000E+009	-5.578689844138267E+000	
1.860000000000000E+009	-5.634008604105410E+000	
1.863000000000000E+009	-5.662074739100273E+000	
1.866000000000000E+009	-5.688597834402364E+000	
1.869000000000000E+009	-5.747849766521291E+000	
1.872000000000000E+009	-5.795805588313098E+000	
1.875000000000000E+009	-5.838415595399185E+000	
1.878000000000000E+009	-5.872253064307881E+000	
1.881000000000000E+009	-5.911571364516790E+000	
1.884000000000000E+009	-5.969260666132783E+000	
1.887000000000000E+009	-6.044752233928495E+000	
1.890000000000000E+009	-6.113968701521274E+000	
1.893000000000000E+009	-6.160408226819277E+000	
1.896000000000000E+009	-6.172474398169427E+000	
1.899000000000000E+009	-6.163766658446336E+000	
1.902000000000000E+009	-6.192075966577227E+000	
1.905000000000000E+009	-6.210831566018727E+000	
1.908000000000000E+009	-6.240595450866529E+000	
1.911000000000000E+009	-6.290044155473296E+000	
1.914000000000000E+009	-6.333163867552425E+000	
1.917000000000000E+009	-6.389558637318256E+000	
1.920000000000000E+009	-6.460608831422444E+000	
1.923000000000000E+009	-6.501443948738207E+000	
1.926000000000000E+009	-6.546337296086354E+000	
1.929000000000000E+009	-6.598985797544947E+000	
1.932000000000000E+009	-6.645670762547932E+000	
1.935000000000000E+009	-6.658426330425472E+000	
1.938000000000000E+009	-6.687451065831001E+000	
1.941000000000000E+009	-6.712595178036149E+000	
1.944000000000000E+009	-6.717236053176483E+000	
1.947000000000000E+009	-6.730260697106671E+000	
1.950000000000000E+009	-6.769385048074419E+000	
1.953000000000000E+009	-6.821950471954316E+000	
1.956000000000000E+009	-6.870540324228229E+000	
1.959000000000000E+009	-6.920485003166808E+000	
1.962000000000000E+009	-6.967635700068617E+000	
1.965000000000000E+009	-7.005827175374277E+000	
1.968000000000000E+009	-7.075143181224508E+000	
1.971000000000000E+009	-7.165419533339137E+000	
1.974000000000000E+009	-7.235175257541480E+000	
1.977000000000000E+009	-7.291992529219884E+000	
1.980000000000000E+009	-7.346102254757028E+000	
1.983000000000000E+009	-7.445549412348781E+000	
1.986000000000000E+009	-7.561655373398953E+000	
1.989000000000000E+009	-7.671603463672298E+000	
1.992000000000000E+009	-7.765695953601599E+000	
1.995000000000000E+009	-7.819484432945111E+000	
1.998000000000000E+009	-7.866860622866475E+000	
2.001000000000000E+009	-7.913690756509893E+000	
2.004000000000000E+009	-7.967348678586885E+000	
2.007000000000000E+009	-8.021803450950651E+000	
2.010000000000000E+009	-8.071966224817365E+000	
2.013000000000000E+009	-8.098810459244053E+000	
2.016000000000000E+009	-8.109073044885953E+000	
2.019000000000000E+009	-8.100811955332109E+000	
2.022000000000000E+009	-8.081261279606252E+000	
2.025000000000000E+009	-8.032979482070179E+000	
2.028000000000000E+009	-7.960082680624915E+000	
2.031000000000000E+009	-7.837241109089010E+000	
2.034000000000000E+009	-7.713046775839353E+000	
2.037000000000000E+009	-7.594689173726608E+000	
2.040000000000000E+009	-7.455614280893588E+000	
2.043000000000000E+009	-7.326389044308340E+000	
2.046000000000000E+009	-7.187855738855151E+000	
2.049000000000000E+009	-7.059087948818477E+000	
2.052000000000000E+009	-6.894592752721645E+000	
2.055000000000000E+009	-6.696249442778248E+000	
2.058000000000000E+009	-6.486322586555111E+000	
2.061000000000000E+009	-6.259143925298202E+000	
2.064000000000000E+009	-6.021190784270783E+000	
2.067000000000000E+009	-5.806363457107295E+000	
2.070000000000000E+009	-5.578745989369199E+000	
2.073000000000000E+009	-5.381970181060752E+000	
2.076000000000000E+009	-5.190416612816181E+000	
2.079000000000000E+009	-5.002257894325911E+000	
2.082000000000000E+009	-4.826792717696264E+000	
2.085000000000000E+009	-4.670663503152800E+000	
2.088000000000000E+009	-4.506437622489558E+000	
2.091000000000000E+009	-4.343872867587793E+000	
2.094000000000000E+009	-4.197455940876487E+000	
2.097000000000000E+009	-4.059389968072854E+000	
2.100000000000000E+009	-3.933209327594915E+000	
2.103000000000000E+009	-3.799199102361878E+000	
2.106000000000000E+009	-3.681750481808924E+000	
2.109000000000000E+009	-3.575360700289632E+000	
2.112000000000000E+009	-3.462045853987763E+000	
2.115000000000000E+009	-3.355585036691171E+000	
2.118000000000000E+009	-3.262684309736405E+000	
2.121000000000000E+009	-3.161769541497062E+000	
2.124000000000000E+009	-3.066784643557560E+000	
2.127000000000000E+009	-2.970236147217549E+000	
2.130000000000000E+009	-2.889924634357942E+000	
2.133000000000000E+009	-2.808125927215296E+000	
2.136000000000000E+009	-2.731589458393517E+000	
2.139000000000000E+009	-2.676596133172300E+000	
2.142000000000000E+009	-2.614323327619880E+000	
2.145000000000000E+009	-2.561361455484021E+000	
2.148000000000000E+009	-2.508206781499530E+000	
2.151000000000000E+009	-2.461151309337470E+000	
2.154000000000000E+009	-2.419558091527916E+000	
2.157000000000000E+009	-2.375428060567059E+000	
2.160000000000000E+009	-2.330048529523594E+000	
2.163000000000000E+009	-2.298233338520477E+000	
2.166000000000000E+009	-2.240180378995667E+000	
2.169000000000000E+009	-2.195520593690485E+000	
2.172000000000000E+009	-2.153141412831217E+000	
2.175000000000000E+009	-2.114295199219781E+000	
2.178000000000000E+009	-2.073615819402140E+000	
2.181000000000000E+009	-2.038104082985905E+000	
2.184000000000000E+009	-2.022206098902827E+000	
2.187000000000000E+009	-1.975533714710172E+000	
2.190000000000000E+009	-1.951923583379857E+000	
2.193000000000000E+009	-1.950055462123620E+000	
2.196000000000000E+009	-1.907518540972592E+000	
2.199000000000000E+009	-1.893614870060144E+000	
2.202000000000000E+009	-1.867199334761823E+000	
2.205000000000000E+009	-1.843436017386566E+000	
2.208000000000000E+009	-1.810142083718327E+000	
2.211000000000000E+009	-1.782806876094018E+000	
2.214000000000000E+009	-1.740161984385178E+000	
2.217000000000000E+009	-1.718630903839031E+000	
2.220000000000000E+009	-1.684773268619787E+000	
2.223000000000000E+009	-1.666131866387090E+000	
2.226000000000000E+009	-1.609202397521298E+000	
2.229000000000000E+009	-1.588306223135080E+000	
2.232000000000000E+009	-1.555820986938480E+000	
2.235000000000000E+009	-1.513558186380018E+000	
2.238000000000000E+009	-1.488482005380203E+000	
2.241000000000000E+009	-1.455624137712785E+000	
2.244000000000000E+009	-1.422622131460874E+000	
2.247000000000000E+009	-1.401229373554489E+000	
2.250000000000000E+009	-1.391567621772591E+000	
2.253000000000000E+009	-1.370246534197169E+000	
2.256000000000000E+009	-1.348363791137721E+000	
2.259000000000000E+009	-1.333063779203324E+000	
2.262000000000000E+009	-1.322076344408283E+000	
2.265000000000000E+009	-1.295942303887422E+000	
2.268000000000000E+009	-1.283815367814625E+000	
2.271000000000000E+009	-1.268325320163696E+000	
2.274000000000000E+009	-1.259346189724896E+000	
2.277000000000000E+009	-1.232211635590115E+000	
2.280000000000000E+009	-1.214305845363852E+000	
2.283000000000000E+009	-1.217682464840668E+000	
2.286000000000000E+009	-1.193962348716743E+000	
2.289000000000000E+009	-1.179178088851428E+000	
2.292000000000000E+009	-1.170631240412709E+000	
2.295000000000000E+009	-1.140860496981340E+000	
2.298000000000000E+009	-1.127348555755420E+000	
2.301000000000000E+009	-1.122688770185678E+000	
2.304000000000000E+009	-1.104657697516924E+000	
2.307000000000000E+009	-1.094532560313660E+000	
2.310000000000000E+009	-1.081253144318878E+000	
2.313000000000000E+009	-1.063154843037981E+000	
2.316000000000000E+009	-1.056210922785535E+000	
2.319000000000000E+009	-1.056112081146842E+000	
2.322000000000000E+009	-1.044165268659863E+000	
2.325000000000000E+009	-1.033312018316036E+000	
2.328000000000000E+009	-1.021842485045669E+000	
2.331000000000000E+009	-1.004119864303744E+000	
2.334000000000000E+009	-9.894273699020046E-001	
