# Version 1.00
#
freq[Hz]	Trc2_S11[dB]	
2.337000000000000E+009	-1.131985211180323E+001	
2.340000000000000E+009	-1.134923757702046E+001	
2.343000000000000E+009	-1.140799380066133E+001	
2.346000000000000E+009	-1.147168066865755E+001	
2.349000000000000E+009	-1.152316911373478E+001	
2.352000000000000E+009	-1.155564003620953E+001	
2.355000000000000E+009	-1.158105450780499E+001	
2.358000000000000E+009	-1.163010859012867E+001	
2.361000000000000E+009	-1.164831834209721E+001	
2.364000000000000E+009	-1.164141512972812E+001	
2.367000000000000E+009	-1.160480156284061E+001	
2.370000000000000E+009	-1.151931437054281E+001	
2.373000000000000E+009	-1.143616590431805E+001	
2.376000000000000E+009	-1.136398867945839E+001	
2.379000000000000E+009	-1.130337510487126E+001	
2.382000000000000E+009	-1.123396949153048E+001	
2.385000000000000E+009	-1.114586375263297E+001	
2.388000000000000E+009	-1.100371360807558E+001	
2.391000000000000E+009	-1.083724905127449E+001	
2.394000000000000E+009	-1.064970120965102E+001	
2.397000000000000E+009	-1.045080729033123E+001	
2.400000000000000E+009	-1.028601921582553E+001	
2.403000000000000E+009	-1.010583896263971E+001	
2.406000000000000E+009	-9.925941250829252E+000	
2.409000000000000E+009	-9.739989746089217E+000	
2.412000000000000E+009	-9.590254336668265E+000	
2.415000000000000E+009	-9.461727566939304E+000	
2.418000000000000E+009	-9.319621167212871E+000	
2.421000000000000E+009	-9.152894889739216E+000	
2.424000000000000E+009	-8.979399402646470E+000	
2.427000000000000E+009	-8.810466348472808E+000	
2.430000000000000E+009	-8.616765942725118E+000	
2.433000000000000E+009	-8.425560540866771E+000	
2.436000000000000E+009	-8.227762287197564E+000	
2.439000000000000E+009	-8.017504050464318E+000	
2.442000000000000E+009	-7.829508347133509E+000	
2.445000000000000E+009	-7.645417228697626E+000	
2.448000000000000E+009	-7.469196693008037E+000	
2.451000000000000E+009	-7.294640685475707E+000	
2.454000000000000E+009	-7.112167103892450E+000	
2.457000000000000E+009	-6.948476211046788E+000	
2.460000000000000E+009	-6.800917481046684E+000	
2.463000000000000E+009	-6.625649765966376E+000	
2.466000000000000E+009	-6.456546846803956E+000	
2.469000000000000E+009	-6.300422504276291E+000	
2.472000000000000E+009	-6.155313766145941E+000	
2.475000000000000E+009	-6.000752230893414E+000	
2.478000000000000E+009	-5.868447786641948E+000	
2.481000000000000E+009	-5.732863309619099E+000	
2.484000000000000E+009	-5.621481410294667E+000	
2.487000000000000E+009	-5.507959448296271E+000	
2.490000000000000E+009	-5.397170391729821E+000	
2.493000000000000E+009	-5.285066034002878E+000	
2.496000000000000E+009	-5.174645499100125E+000	
2.499000000000000E+009	-5.073033193918894E+000	
2.502000000000000E+009	-4.977436000342491E+000	
2.505000000000000E+009	-4.886883756639661E+000	
2.508000000000000E+009	-4.790974180972402E+000	
2.511000000000000E+009	-4.697664698664721E+000	
2.514000000000000E+009	-4.590686324498138E+000	
2.517000000000000E+009	-4.499472317141575E+000	
2.520000000000000E+009	-4.414863610127175E+000	
2.523000000000000E+009	-4.330270729096104E+000	
2.526000000000000E+009	-4.237441427869780E+000	
2.529000000000000E+009	-4.158085067746237E+000	
2.532000000000000E+009	-4.089774740171984E+000	
2.535000000000000E+009	-4.010177606193014E+000	
2.538000000000000E+009	-3.938422276675737E+000	
2.541000000000000E+009	-3.853195787474959E+000	
2.544000000000000E+009	-3.774964066273163E+000	
2.547000000000000E+009	-3.698733297376682E+000	
2.550000000000000E+009	-3.631632907338682E+000	
2.553000000000000E+009	-3.560950274855336E+000	
2.556000000000000E+009	-3.493023798275298E+000	
2.559000000000000E+009	-3.419703555926856E+000	
2.562000000000000E+009	-3.342911245467949E+000	
2.565000000000000E+009	-3.272969748864691E+000	
2.568000000000000E+009	-3.208270335089540E+000	
2.571000000000000E+009	-3.143560654965874E+000	
2.574000000000000E+009	-3.099791153260478E+000	
2.577000000000000E+009	-3.035088951287065E+000	
2.580000000000000E+009	-2.982822407841630E+000	
2.583000000000000E+009	-2.934059325642844E+000	
2.586000000000000E+009	-2.890634644707242E+000	
2.589000000000000E+009	-2.841591243550271E+000	
2.592000000000000E+009	-2.799003644183601E+000	
2.595000000000000E+009	-2.752776231093189E+000	
2.598000000000000E+009	-2.717179887572202E+000	
2.601000000000000E+009	-2.678807470027359E+000	
2.604000000000000E+009	-2.631221887502934E+000	
2.607000000000000E+009	-2.584209330542996E+000	
2.610000000000000E+009	-2.544842172777982E+000	
2.613000000000000E+009	-2.506879950814870E+000	
2.616000000000000E+009	-2.454490102102518E+000	
2.619000000000000E+009	-2.412951729463649E+000	
2.622000000000000E+009	-2.370169483717640E+000	
2.625000000000000E+009	-2.307943513961817E+000	
2.628000000000000E+009	-2.270674643257695E+000	
2.631000000000000E+009	-2.235301956536180E+000	
2.634000000000000E+009	-2.187249110438302E+000	
2.637000000000000E+009	-2.151466207265198E+000	
2.640000000000000E+009	-2.113422999839532E+000	
2.643000000000000E+009	-2.077270946559065E+000	
2.646000000000000E+009	-2.043215653820964E+000	
2.649000000000000E+009	-2.003797060025542E+000	
2.652000000000000E+009	-1.974871681933245E+000	
2.655000000000000E+009	-1.933347926795226E+000	
2.658000000000000E+009	-1.911604708714987E+000	
2.661000000000000E+009	-1.874285644637271E+000	
2.664000000000000E+009	-1.858299967283703E+000	
2.667000000000000E+009	-1.831925197339252E+000	
2.670000000000000E+009	-1.818594005051219E+000	
2.673000000000000E+009	-1.782443352408411E+000	
2.676000000000000E+009	-1.745832977177877E+000	
2.679000000000000E+009	-1.734338426719912E+000	
2.682000000000000E+009	-1.725032939329590E+000	
2.685000000000000E+009	-1.694075299806493E+000	
2.688000000000000E+009	-1.682029983707274E+000	
2.691000000000000E+009	-1.656647422749675E+000	
2.694000000000000E+009	-1.624616723231340E+000	
2.697000000000000E+009	-1.618889035953406E+000	
2.700000000000000E+009	-1.595256000384046E+000	
2.703000000000000E+009	-1.586149222964437E+000	
2.706000000000000E+009	-1.555502730009100E+000	
2.709000000000000E+009	-1.549531491604916E+000	
2.712000000000000E+009	-1.518736703824036E+000	
2.715000000000000E+009	-1.508975574446067E+000	
2.718000000000000E+009	-1.485039059864031E+000	
2.721000000000000E+009	-1.486271334227763E+000	
2.724000000000000E+009	-1.463968510595502E+000	
2.727000000000000E+009	-1.439296699324178E+000	
2.730000000000000E+009	-1.424425391082649E+000	
2.733000000000000E+009	-1.410751772079648E+000	
2.736000000000000E+009	-1.393972374523323E+000	
2.739000000000000E+009	-1.377461426527078E+000	
2.742000000000000E+009	-1.358046905055647E+000	
2.745000000000000E+009	-1.341016372279550E+000	
2.748000000000000E+009	-1.329561831364662E+000	
2.751000000000000E+009	-1.302809827731006E+000	
2.754000000000000E+009	-1.297208329253603E+000	
2.757000000000000E+009	-1.278629764243290E+000	
2.760000000000000E+009	-1.264440391629355E+000	
2.763000000000000E+009	-1.258643481658257E+000	
2.766000000000000E+009	-1.251655818968222E+000	
2.769000000000000E+009	-1.238183123915047E+000	
2.772000000000000E+009	-1.225850688459989E+000	
2.775000000000000E+009	-1.216090100646188E+000	
2.778000000000000E+009	-1.201504691744586E+000	
2.781000000000000E+009	-1.206257675381501E+000	
2.784000000000000E+009	-1.191849556237086E+000	
2.787000000000000E+009	-1.184172037285212E+000	
2.790000000000000E+009	-1.181270094796518E+000	
2.793000000000000E+009	-1.177795386159967E+000	
2.796000000000000E+009	-1.185494020839639E+000	
2.799000000000000E+009	-1.180531957850882E+000	
2.802000000000000E+009	-1.154318458523510E+000	
2.805000000000000E+009	-1.160570444839803E+000	
2.808000000000000E+009	-1.143315325781272E+000	
2.811000000000000E+009	-1.142667241099785E+000	
2.814000000000000E+009	-1.145372631328661E+000	
2.817000000000000E+009	-1.128720759846829E+000	
2.820000000000000E+009	-1.127437571915510E+000	
2.823000000000000E+009	-1.122818890648492E+000	
2.826000000000000E+009	-1.094413420743922E+000	
2.829000000000000E+009	-1.094972460507169E+000	
2.832000000000000E+009	-1.088668267141881E+000	
2.835000000000000E+009	-1.079221117156161E+000	
2.838000000000000E+009	-1.067234682103292E+000	
2.841000000000000E+009	-1.055221693295850E+000	
2.844000000000000E+009	-1.052308376021822E+000	
2.847000000000000E+009	-1.033147356873801E+000	
2.850000000000000E+009	-1.034370598488713E+000	
2.853000000000000E+009	-1.022020136870083E+000	
2.856000000000000E+009	-1.000446273711726E+000	
2.859000000000000E+009	-1.000847133098660E+000	
2.862000000000000E+009	-9.775181895236824E-001	
2.865000000000000E+009	-9.702653608533906E-001	
2.868000000000000E+009	-9.613678479859337E-001	
2.871000000000000E+009	-9.490486657192260E-001	
2.874000000000000E+009	-9.409767379371958E-001	
2.877000000000000E+009	-9.267715956659103E-001	
2.880000000000000E+009	-9.162720746513242E-001	
2.883000000000000E+009	-9.082618342758276E-001	
2.886000000000000E+009	-8.924341639437843E-001	
2.889000000000000E+009	-8.744034644399387E-001	
2.892000000000000E+009	-8.697940557935567E-001	
2.895000000000000E+009	-8.631786527553238E-001	
2.898000000000000E+009	-8.529566586554784E-001	
2.901000000000000E+009	-8.481756946652028E-001	
2.904000000000000E+009	-8.327426556377479E-001	
2.907000000000000E+009	-8.216643930213643E-001	
2.910000000000000E+009	-8.259849785610504E-001	
2.913000000000000E+009	-8.187191372610281E-001	
2.916000000000000E+009	-8.122354619056550E-001	
2.919000000000000E+009	-8.058937136406964E-001	
2.922000000000000E+009	-7.948575693604313E-001	
2.925000000000000E+009	-8.004898061720344E-001	
2.928000000000000E+009	-7.941478462078581E-001	
2.931000000000000E+009	-7.859190920736513E-001	
2.934000000000000E+009	-7.750817672666140E-001	
2.937000000000000E+009	-7.728079824721911E-001	
2.940000000000000E+009	-7.592819873322430E-001	
2.943000000000000E+009	-7.613454439403010E-001	
2.946000000000000E+009	-7.436576100060282E-001	
2.949000000000000E+009	-7.460974320230096E-001	
2.952000000000000E+009	-7.423456120066663E-001	
2.955000000000000E+009	-7.276062164373591E-001	
2.958000000000000E+009	-7.302710940115397E-001	
2.961000000000000E+009	-7.140538715622922E-001	
2.964000000000000E+009	-7.059060685223485E-001	
2.967000000000000E+009	-7.151595201976508E-001	
2.970000000000000E+009	-7.109304085568549E-001	
2.973000000000000E+009	-7.200571244245035E-001	
2.976000000000000E+009	-7.241006142579906E-001	
2.979000000000000E+009	-7.121661342475327E-001	
2.982000000000000E+009	-7.077544651423803E-001	
2.985000000000000E+009	-7.162132605314127E-001	
2.988000000000000E+009	-7.145252921225924E-001	
2.991000000000000E+009	-7.139417179724537E-001	
2.994000000000000E+009	-7.113740339747807E-001	
2.997000000000000E+009	-7.245319690027067E-001	
3.000000000000000E+009	-7.220060033902245E-001	
