# Version 1.00
#
freq[Hz]	Trc2_S11[dB]	
1.017000000000000E+009	-1.230225227815778E+001	
1.020000000000000E+009	-1.210682921044591E+001	
1.023000000000000E+009	-1.188170603356210E+001	
1.026000000000000E+009	-1.167219467851876E+001	
1.029000000000000E+009	-1.152609611621044E+001	
1.032000000000000E+009	-1.141175644794327E+001	
1.035000000000000E+009	-1.127016379610686E+001	
1.038000000000000E+009	-1.108768507627392E+001	
1.041000000000000E+009	-1.082636770065449E+001	
1.044000000000000E+009	-1.053866535148590E+001	
1.047000000000000E+009	-1.042125143110991E+001	
1.050000000000000E+009	-1.037512061144375E+001	
1.053000000000000E+009	-1.024255406167304E+001	
1.056000000000000E+009	-1.002480016104831E+001	
1.059000000000000E+009	-9.722684804780394E+000	
1.062000000000000E+009	-9.412058444385322E+000	
1.065000000000000E+009	-9.111623448864862E+000	
1.068000000000000E+009	-8.774171316555121E+000	
1.071000000000000E+009	-8.436086796061073E+000	
1.074000000000000E+009	-8.102895321333705E+000	
1.077000000000000E+009	-7.816757158668810E+000	
1.080000000000000E+009	-7.576860317631828E+000	
1.083000000000000E+009	-7.383625432331852E+000	
1.086000000000000E+009	-7.191983304661820E+000	
1.089000000000000E+009	-7.023576949769976E+000	
1.092000000000000E+009	-6.911244414079837E+000	
1.095000000000000E+009	-6.790392692075144E+000	
1.098000000000000E+009	-6.701782950197649E+000	
1.101000000000000E+009	-6.621107814647897E+000	
1.104000000000000E+009	-6.524728453694564E+000	
1.107000000000000E+009	-6.411244455795270E+000	
1.110000000000000E+009	-6.269951026258043E+000	
1.113000000000000E+009	-6.076825529066929E+000	
1.116000000000000E+009	-5.866652939768765E+000	
1.119000000000000E+009	-5.696981691605524E+000	
1.122000000000000E+009	-5.546430368012511E+000	
1.125000000000000E+009	-5.389985855961619E+000	
1.128000000000000E+009	-5.214291891451017E+000	
1.131000000000000E+009	-5.039367936915054E+000	
1.134000000000000E+009	-4.898784700969216E+000	
1.137000000000000E+009	-4.781375599526642E+000	
1.140000000000000E+009	-4.693056272205507E+000	
1.143000000000000E+009	-4.602226236575144E+000	
1.146000000000000E+009	-4.475092750088421E+000	
1.149000000000000E+009	-4.346762610074040E+000	
1.152000000000000E+009	-4.261976933487791E+000	
1.155000000000000E+009	-4.186090546885917E+000	
1.158000000000000E+009	-4.099503664364423E+000	
1.161000000000000E+009	-3.997327564134642E+000	
1.164000000000000E+009	-3.897381694786044E+000	
1.167000000000000E+009	-3.791276864887492E+000	
1.170000000000000E+009	-3.688528445956396E+000	
1.173000000000000E+009	-3.584895426583928E+000	
1.176000000000000E+009	-3.498146760731639E+000	
1.179000000000000E+009	-3.436933522843455E+000	
1.182000000000000E+009	-3.388460767233767E+000	
1.185000000000000E+009	-3.342870997397709E+000	
1.188000000000000E+009	-3.299338353741095E+000	
1.191000000000000E+009	-3.286058956959228E+000	
1.194000000000000E+009	-3.271105882705024E+000	
1.197000000000000E+009	-3.236412202651358E+000	
1.200000000000000E+009	-3.200038730193870E+000	
1.203000000000000E+009	-3.183972421695694E+000	
1.206000000000000E+009	-3.150029003281338E+000	
1.209000000000000E+009	-3.098780898350632E+000	
1.212000000000000E+009	-3.023926516714276E+000	
1.215000000000000E+009	-2.977456721533640E+000	
1.218000000000000E+009	-2.927041131789401E+000	
1.221000000000000E+009	-2.875543210856994E+000	
1.224000000000000E+009	-2.828827754475338E+000	
1.227000000000000E+009	-2.787005349727429E+000	
1.230000000000000E+009	-2.738917565748421E+000	
1.233000000000000E+009	-2.688188677476711E+000	
1.236000000000000E+009	-2.645516500235567E+000	
1.239000000000000E+009	-2.612190550212497E+000	
1.242000000000000E+009	-2.584815668575622E+000	
1.245000000000000E+009	-2.541702628117202E+000	
1.248000000000000E+009	-2.505674231277441E+000	
1.251000000000000E+009	-2.476965600829281E+000	
1.254000000000000E+009	-2.459713898157274E+000	
1.257000000000000E+009	-2.422702851191519E+000	
1.260000000000000E+009	-2.390274316015916E+000	
1.263000000000000E+009	-2.372900897032835E+000	
1.266000000000000E+009	-2.354065886094816E+000	
1.269000000000000E+009	-2.338738170548034E+000	
1.272000000000000E+009	-2.324823607965139E+000	
1.275000000000000E+009	-2.306945233205508E+000	
1.278000000000000E+009	-2.269151606032559E+000	
1.281000000000000E+009	-2.243336951242861E+000	
1.284000000000000E+009	-2.210852113531550E+000	
1.287000000000000E+009	-2.176993257027571E+000	
1.290000000000000E+009	-2.153550781678118E+000	
1.293000000000000E+009	-2.141350324779292E+000	
1.296000000000000E+009	-2.137752099190984E+000	
1.299000000000000E+009	-2.127286603564329E+000	
1.302000000000000E+009	-2.108300954734221E+000	
1.305000000000000E+009	-2.088335860768884E+000	
1.308000000000000E+009	-2.068580649857686E+000	
1.311000000000000E+009	-2.050042673705701E+000	
1.314000000000000E+009	-2.020731736580163E+000	
1.317000000000000E+009	-2.007330495833485E+000	
1.320000000000000E+009	-2.000792073324944E+000	
1.323000000000000E+009	-1.996401417354210E+000	
1.326000000000000E+009	-1.991603023391894E+000	
1.329000000000000E+009	-1.976707960177941E+000	
1.332000000000000E+009	-1.963340722048630E+000	
1.335000000000000E+009	-1.937357821083199E+000	
1.338000000000000E+009	-1.939515703558556E+000	
1.341000000000000E+009	-1.934614058306534E+000	
1.344000000000000E+009	-1.918353171440897E+000	
1.347000000000000E+009	-1.902877413216796E+000	
1.350000000000000E+009	-1.893972895142643E+000	
1.353000000000000E+009	-1.877967081250856E+000	
1.356000000000000E+009	-1.867054346547378E+000	
1.359000000000000E+009	-1.857425234049864E+000	
1.362000000000000E+009	-1.857019081629066E+000	
1.365000000000000E+009	-1.842340878688660E+000	
1.368000000000000E+009	-1.853839311282356E+000	
1.371000000000000E+009	-1.853269899539093E+000	
1.374000000000000E+009	-1.850671645857027E+000	
1.377000000000000E+009	-1.845937541593624E+000	
1.380000000000000E+009	-1.848612476242297E+000	
1.383000000000000E+009	-1.856082786672454E+000	
1.386000000000000E+009	-1.866079802863523E+000	
1.389000000000000E+009	-1.879695866907520E+000	
1.392000000000000E+009	-1.890997881450246E+000	
1.395000000000000E+009	-1.893981988199033E+000	
1.398000000000000E+009	-1.897908215998112E+000	
1.401000000000000E+009	-1.904618320420643E+000	
1.404000000000000E+009	-1.910021037178078E+000	
1.407000000000000E+009	-1.925379304917767E+000	
1.410000000000000E+009	-1.932347677704497E+000	
1.413000000000000E+009	-1.939044493342105E+000	
1.416000000000000E+009	-1.948513692271729E+000	
1.419000000000000E+009	-1.953852078757438E+000	
1.422000000000000E+009	-1.966426425177723E+000	
1.425000000000000E+009	-1.956731182356066E+000	
1.428000000000000E+009	-1.975950246259551E+000	
1.431000000000000E+009	-1.985245551916963E+000	
1.434000000000000E+009	-2.015340748847057E+000	
1.437000000000000E+009	-2.047087372921682E+000	
1.440000000000000E+009	-2.062548348498094E+000	
1.443000000000000E+009	-2.083770075967470E+000	
1.446000000000000E+009	-2.087734959342428E+000	
1.449000000000000E+009	-2.088866229630574E+000	
1.452000000000000E+009	-2.085255254515611E+000	
1.455000000000000E+009	-2.060732674183971E+000	
1.458000000000000E+009	-2.041145716152969E+000	
1.461000000000000E+009	-2.040944016325600E+000	
1.464000000000000E+009	-2.035415209063175E+000	
1.467000000000000E+009	-2.043227188690326E+000	
1.470000000000000E+009	-2.038295351763372E+000	
1.473000000000000E+009	-2.047766625521284E+000	
1.476000000000000E+009	-2.056529261787442E+000	
1.479000000000000E+009	-2.056844525457887E+000	
1.482000000000000E+009	-2.067536537337111E+000	
1.485000000000000E+009	-2.079696426537863E+000	
1.488000000000000E+009	-2.073072124412002E+000	
1.491000000000000E+009	-2.078670479823041E+000	
1.494000000000000E+009	-2.076993172124182E+000	
1.497000000000000E+009	-2.089067206051007E+000	
1.500000000000000E+009	-2.104895680737068E+000	
1.503000000000000E+009	-2.113140461166543E+000	
1.506000000000000E+009	-2.132939438438670E+000	
1.509000000000000E+009	-2.128041519095198E+000	
1.512000000000000E+009	-2.140413539745079E+000	
1.515000000000000E+009	-2.155615765188428E+000	
1.518000000000000E+009	-2.192113371137546E+000	
1.521000000000000E+009	-2.207483286203976E+000	
1.524000000000000E+009	-2.245357266917637E+000	
1.527000000000000E+009	-2.257792079127133E+000	
1.530000000000000E+009	-2.294913159477125E+000	
1.533000000000000E+009	-2.330220176119777E+000	
1.536000000000000E+009	-2.363857590488996E+000	
1.539000000000000E+009	-2.397698478690673E+000	
1.542000000000000E+009	-2.427080820392967E+000	
1.545000000000000E+009	-2.443928449764262E+000	
1.548000000000000E+009	-2.457648127675296E+000	
1.551000000000000E+009	-2.474183016235333E+000	
1.554000000000000E+009	-2.503492903692170E+000	
1.557000000000000E+009	-2.544108672252161E+000	
1.560000000000000E+009	-2.600335427368876E+000	
1.563000000000000E+009	-2.653621855557856E+000	
1.566000000000000E+009	-2.687989578131631E+000	
1.569000000000000E+009	-2.735809815005266E+000	
1.572000000000000E+009	-2.800516965586110E+000	
1.575000000000000E+009	-2.837230363659901E+000	
1.578000000000000E+009	-2.887576526215213E+000	
1.581000000000000E+009	-2.937407801681946E+000	
1.584000000000000E+009	-3.001735267688037E+000	
1.587000000000000E+009	-3.069296266931123E+000	
1.590000000000000E+009	-3.140290224299173E+000	
1.593000000000000E+009	-3.183118563835949E+000	
1.596000000000000E+009	-3.245431727744359E+000	
1.599000000000000E+009	-3.306027310405618E+000	
1.602000000000000E+009	-3.367298094829609E+000	
1.605000000000000E+009	-3.439846433619676E+000	
1.608000000000000E+009	-3.515872523574532E+000	
1.611000000000000E+009	-3.584075176231148E+000	
1.614000000000000E+009	-3.647015449619101E+000	
1.617000000000000E+009	-3.715444106611036E+000	
1.620000000000000E+009	-3.784935309176937E+000	
1.623000000000000E+009	-3.864748752699891E+000	
1.626000000000000E+009	-3.920822267074108E+000	
1.629000000000000E+009	-3.973789337446342E+000	
1.632000000000000E+009	-4.026833163648887E+000	
1.635000000000000E+009	-4.063127213130633E+000	
1.638000000000000E+009	-4.101251592562878E+000	
1.641000000000000E+009	-4.136315040399083E+000	
1.644000000000000E+009	-4.177415075576440E+000	
1.647000000000000E+009	-4.236837601247989E+000	
1.650000000000000E+009	-4.280823172738717E+000	
1.653000000000000E+009	-4.332687865655968E+000	
1.656000000000000E+009	-4.385825404572122E+000	
1.659000000000000E+009	-4.462186866303060E+000	
1.662000000000000E+009	-4.541747905599822E+000	
1.665000000000000E+009	-4.625856988297986E+000	
1.668000000000000E+009	-4.700672934777281E+000	
1.671000000000000E+009	-4.784480568614278E+000	
1.674000000000000E+009	-4.862632940450367E+000	
1.677000000000000E+009	-4.938364615449303E+000	
1.680000000000000E+009	-4.982025643404536E+000	
1.683000000000000E+009	-5.025307819414568E+000	
1.686000000000000E+009	-5.067335320030237E+000	
1.689000000000000E+009	-5.098456994758296E+000	
1.692000000000000E+009	-5.118681914419012E+000	
1.695000000000000E+009	-5.163544831595036E+000	
1.698000000000000E+009	-5.211740331846139E+000	
1.701000000000000E+009	-5.282605403113497E+000	
1.704000000000000E+009	-5.364372430087724E+000	
1.707000000000000E+009	-5.442193746251533E+000	
1.710000000000000E+009	-5.488432287724217E+000	
1.713000000000000E+009	-5.532873887703185E+000	
1.716000000000000E+009	-5.600216754560754E+000	
1.719000000000000E+009	-5.647558309654378E+000	
1.722000000000000E+009	-5.681969874091108E+000	
1.725000000000000E+009	-5.697686308890092E+000	
1.728000000000000E+009	-5.714140023567256E+000	
1.731000000000000E+009	-5.727960912278949E+000	
1.734000000000000E+009	-5.735229178909726E+000	
1.737000000000000E+009	-5.727667404766292E+000	
1.740000000000000E+009	-5.685058865788263E+000	
1.743000000000000E+009	-5.639810610241161E+000	
1.746000000000000E+009	-5.627673190440268E+000	
1.749000000000000E+009	-5.602245662811721E+000	
1.752000000000000E+009	-5.605083716838552E+000	
1.755000000000000E+009	-5.597026356518552E+000	
1.758000000000000E+009	-5.602037111394033E+000	
1.761000000000000E+009	-5.616577338764857E+000	
1.764000000000000E+009	-5.646883792394201E+000	
1.767000000000000E+009	-5.650136355584150E+000	
1.770000000000000E+009	-5.639457194933135E+000	
1.773000000000000E+009	-5.623572554654386E+000	
1.776000000000000E+009	-5.617216833308483E+000	
1.779000000000000E+009	-5.609217765258218E+000	
1.782000000000000E+009	-5.608346007916893E+000	
1.785000000000000E+009	-5.598792109343107E+000	
1.788000000000000E+009	-5.585632618595030E+000	
1.791000000000000E+009	-5.551039565415456E+000	
1.794000000000000E+009	-5.540971274068541E+000	
1.797000000000000E+009	-5.521431079470798E+000	
1.800000000000000E+009	-5.511924108492799E+000	
1.803000000000000E+009	-5.506623586299974E+000	
1.806000000000000E+009	-5.492926287775125E+000	
1.809000000000000E+009	-5.478994120235600E+000	
1.812000000000000E+009	-5.446052529745049E+000	
1.815000000000000E+009	-5.396205102969567E+000	
1.818000000000000E+009	-5.363789339538039E+000	
1.821000000000000E+009	-5.339326487989206E+000	
1.824000000000000E+009	-5.300412476275168E+000	
1.827000000000000E+009	-5.245172066876988E+000	
1.830000000000000E+009	-5.176644678863296E+000	
1.833000000000000E+009	-5.112567017083138E+000	
1.836000000000000E+009	-5.049643930172461E+000	
1.839000000000000E+009	-5.000621524781638E+000	
1.842000000000000E+009	-4.958316924740942E+000	
1.845000000000000E+009	-4.896734928056146E+000	
1.848000000000000E+009	-4.824000061938515E+000	
1.851000000000000E+009	-4.763211786559857E+000	
1.854000000000000E+009	-4.703459893605417E+000	
1.857000000000000E+009	-4.635231774178641E+000	
1.860000000000000E+009	-4.590924355804875E+000	
1.863000000000000E+009	-4.562789018537382E+000	
1.866000000000000E+009	-4.525779227811009E+000	
1.869000000000000E+009	-4.496303655908527E+000	
1.872000000000000E+009	-4.451814808908277E+000	
1.875000000000000E+009	-4.424531477741014E+000	
1.878000000000000E+009	-4.388762604463089E+000	
1.881000000000000E+009	-4.352829770051687E+000	
1.884000000000000E+009	-4.343723894256678E+000	
1.887000000000000E+009	-4.339054889036971E+000	
1.890000000000000E+009	-4.335703056373475E+000	
1.893000000000000E+009	-4.335426896667213E+000	
1.896000000000000E+009	-4.329440496192150E+000	
1.899000000000000E+009	-4.303183816028852E+000	
1.902000000000000E+009	-4.288548539766520E+000	
1.905000000000000E+009	-4.279917141487325E+000	
1.908000000000000E+009	-4.264320131270692E+000	
1.911000000000000E+009	-4.244062375592979E+000	
1.914000000000000E+009	-4.242301800788041E+000	
1.917000000000000E+009	-4.256026289108895E+000	
1.920000000000000E+009	-4.295423016828864E+000	
1.923000000000000E+009	-4.331644244639072E+000	
1.926000000000000E+009	-4.370399405983391E+000	
1.929000000000000E+009	-4.400442237646736E+000	
1.932000000000000E+009	-4.441106979977851E+000	
1.935000000000000E+009	-4.443987938034891E+000	
1.938000000000000E+009	-4.457378072553583E+000	
1.941000000000000E+009	-4.473698191817350E+000	
1.944000000000000E+009	-4.499942156152136E+000	
1.947000000000000E+009	-4.522004376548551E+000	
1.950000000000000E+009	-4.531392405541436E+000	
1.953000000000000E+009	-4.542098159294240E+000	
1.956000000000000E+009	-4.568937580186010E+000	
1.959000000000000E+009	-4.605108868031984E+000	
1.962000000000000E+009	-4.656844772900355E+000	
1.965000000000000E+009	-4.721649446348700E+000	
1.968000000000000E+009	-4.794535103240760E+000	
1.971000000000000E+009	-4.874776282186765E+000	
1.974000000000000E+009	-4.952737425250173E+000	
1.977000000000000E+009	-5.034792755592126E+000	
1.980000000000000E+009	-5.114311761922425E+000	
1.983000000000000E+009	-5.229221384931464E+000	
1.986000000000000E+009	-5.329932765411844E+000	
1.989000000000000E+009	-5.421360228218918E+000	
1.992000000000000E+009	-5.520504335908331E+000	
1.995000000000000E+009	-5.625202178985759E+000	
1.998000000000000E+009	-5.768027577470192E+000	
2.001000000000000E+009	-5.916129554713653E+000	
2.004000000000000E+009	-6.080642770841941E+000	
2.007000000000000E+009	-6.253618698420706E+000	
2.010000000000000E+009	-6.420789318208473E+000	
2.013000000000000E+009	-6.590311410708311E+000	
2.016000000000000E+009	-6.775278679069447E+000	
2.019000000000000E+009	-6.959934946960345E+000	
2.022000000000000E+009	-7.159982073511941E+000	
2.025000000000000E+009	-7.341884531514962E+000	
2.028000000000000E+009	-7.535281847067786E+000	
2.031000000000000E+009	-7.722464565498825E+000	
2.034000000000000E+009	-7.941802121171373E+000	
2.037000000000000E+009	-8.184901205622674E+000	
2.040000000000000E+009	-8.436777745568902E+000	
2.043000000000000E+009	-8.703046817906420E+000	
2.046000000000000E+009	-8.930137079189265E+000	
2.049000000000000E+009	-9.194443220826630E+000	
2.052000000000000E+009	-9.462238036682638E+000	
2.055000000000000E+009	-9.682646632948716E+000	
2.058000000000000E+009	-9.868651479355497E+000	
2.061000000000000E+009	-9.986717760462273E+000	
2.064000000000000E+009	-1.003547475101786E+001	
2.067000000000000E+009	-1.004381206943541E+001	
2.070000000000000E+009	-1.000494880276282E+001	
2.073000000000000E+009	-9.963056973811719E+000	
2.076000000000000E+009	-9.898967666444406E+000	
2.079000000000000E+009	-9.883593257580547E+000	
2.082000000000000E+009	-9.861966589675530E+000	
2.085000000000000E+009	-9.800271474601454E+000	
2.088000000000000E+009	-9.708450534761838E+000	
2.091000000000000E+009	-9.617315263368477E+000	
2.094000000000000E+009	-9.515980646600237E+000	
2.097000000000000E+009	-9.391711751120687E+000	
2.100000000000000E+009	-9.261605078978683E+000	
2.103000000000000E+009	-9.119701624220925E+000	
2.106000000000000E+009	-8.990567339483492E+000	
2.109000000000000E+009	-8.870458936300297E+000	
2.112000000000000E+009	-8.740293852308840E+000	
2.115000000000000E+009	-8.662359553663901E+000	
2.118000000000000E+009	-8.638828141807228E+000	
2.121000000000000E+009	-8.622903565777994E+000	
2.124000000000000E+009	-8.606597371616552E+000	
2.127000000000000E+009	-8.574014030828375E+000	
2.130000000000000E+009	-8.528643287491537E+000	
2.133000000000000E+009	-8.469029396573239E+000	
2.136000000000000E+009	-8.431486852601561E+000	
2.139000000000000E+009	-8.389402818212165E+000	
2.142000000000000E+009	-8.333026650058386E+000	
2.145000000000000E+009	-8.281405379946451E+000	
2.148000000000000E+009	-8.237013222666729E+000	
2.151000000000000E+009	-8.205459872295853E+000	
2.154000000000000E+009	-8.176092342100350E+000	
2.157000000000000E+009	-8.140917322320611E+000	
2.160000000000000E+009	-8.103028284836501E+000	
2.163000000000000E+009	-8.075821125122333E+000	
2.166000000000000E+009	-8.043326526669853E+000	
2.169000000000000E+009	-8.029838349553069E+000	
2.172000000000000E+009	-8.045059049592854E+000	
2.175000000000000E+009	-8.065644374830994E+000	
2.178000000000000E+009	-8.094935380039210E+000	
2.181000000000000E+009	-8.099692500216861E+000	
2.184000000000000E+009	-8.120493638308599E+000	
2.187000000000000E+009	-8.153826830979178E+000	
2.190000000000000E+009	-8.190331441986347E+000	
2.193000000000000E+009	-8.246787085751267E+000	
2.196000000000000E+009	-8.287919193709831E+000	
2.199000000000000E+009	-8.337739318488529E+000	
2.202000000000000E+009	-8.400104176736551E+000	
2.205000000000000E+009	-8.459016907841136E+000	
2.208000000000000E+009	-8.460451028599767E+000	
2.211000000000000E+009	-8.421071817877996E+000	
2.214000000000000E+009	-8.393271043842386E+000	
2.217000000000000E+009	-8.431283780757145E+000	
2.220000000000000E+009	-8.495059015923063E+000	
2.223000000000000E+009	-8.544692366951832E+000	
2.226000000000000E+009	-8.563600241797708E+000	
2.229000000000000E+009	-8.580795565320136E+000	
2.232000000000000E+009	-8.607164410836710E+000	
2.235000000000000E+009	-8.648067345778019E+000	
2.238000000000000E+009	-8.713725980612228E+000	
2.241000000000000E+009	-8.767212603463953E+000	
2.244000000000000E+009	-8.828631948502819E+000	
2.247000000000000E+009	-8.902652394726525E+000	
2.250000000000000E+009	-8.980082734409832E+000	
2.253000000000000E+009	-9.048391474316636E+000	
2.256000000000000E+009	-9.141700255149081E+000	
2.259000000000000E+009	-9.248733352019100E+000	
2.262000000000000E+009	-9.334357175491956E+000	
2.265000000000000E+009	-9.405745408523238E+000	
2.268000000000000E+009	-9.496715460168407E+000	
2.271000000000000E+009	-9.579691472749708E+000	
2.274000000000000E+009	-9.653469691852605E+000	
2.277000000000000E+009	-9.727779078809068E+000	
2.280000000000000E+009	-9.788234175362764E+000	
2.283000000000000E+009	-9.852366566113810E+000	
2.286000000000000E+009	-9.898043187499296E+000	
2.289000000000000E+009	-9.937566432384342E+000	
2.292000000000000E+009	-9.971410856938283E+000	
2.295000000000000E+009	-1.000793268170068E+001	
2.298000000000000E+009	-1.005946073618368E+001	
2.301000000000000E+009	-1.012752736199480E+001	
2.304000000000000E+009	-1.020851378729103E+001	
2.307000000000000E+009	-1.032415545788602E+001	
2.310000000000000E+009	-1.047600770199794E+001	
2.313000000000000E+009	-1.063009792291807E+001	
2.316000000000000E+009	-1.075629339841713E+001	
2.319000000000000E+009	-1.087349016496608E+001	
2.322000000000000E+009	-1.098064455826998E+001	
2.325000000000000E+009	-1.104223756543647E+001	
2.328000000000000E+009	-1.111312279625341E+001	
2.331000000000000E+009	-1.120109185784967E+001	
2.334000000000000E+009	-1.128037463274041E+001	
