x-axis,1,2
second,Volt,Volt
-2.20000E-06,,
-2.19000E-06,,
-2.18000E-06,-35.17588973E-03,-50.23926E-06
-2.17000E-06,-35.17588973E-03,-50.23926E-06
-2.16000E-06,+5.02511486E-03,-50.23926E-06
-2.15000E-06,-35.17588973E-03,-50.23926E-06
-2.14000E-06,-35.17588973E-03,-50.23926E-06
-2.13000E-06,+5.02511486E-03,-17.63817878E-03
-2.12000E-06,+5.02511486E-03,-50.23926E-06
-2.11000E-06,+5.02511486E-03,-50.23926E-06
-2.10000E-06,-35.17588973E-03,-50.23926E-06
-2.09000E-06,-15.07538743E-03,-50.23926E-06
-2.08000E-06,-35.17588973E-03,-50.23926E-06
-2.07000E-06,-35.17588973E-03,-50.23926E-06
-2.06000E-06,+5.02511486E-03,-50.23926E-06
-2.05000E-06,-35.17588973E-03,-50.23926E-06
-2.04000E-06,-35.17588973E-03,-50.23926E-06
-2.03000E-06,-35.17588973E-03,-17.63817878E-03
-2.02000E-06,-35.17588973E-03,-50.23926E-06
-2.01000E-06,-35.17588973E-03,-50.23926E-06
-2.00000E-06,+5.02511486E-03,-20.15074156E-03
-1.99000E-06,+5.02511486E-03,-40.25124386E-03
-1.98000E-06,-35.17588973E-03,-50.23926E-06
-1.97000E-06,-17.58795022E-03,-50.23926E-06
-1.96000E-06,-35.17588973E-03,-50.23926E-06
-1.95000E-06,-35.17588973E-03,-50.23926E-06
-1.94000E-06,-15.07538743E-03,-50.23926E-06
-1.93000E-06,+5.02511486E-03,-50.23926E-06
-1.92000E-06,-15.07538743E-03,-50.23926E-06
-1.91000E-06,+5.02511486E-03,-50.23926E-06
-1.90000E-06,-35.17588973E-03,-50.23926E-06
-1.89000E-06,+5.02511486E-03,-50.23926E-06
-1.88000E-06,+5.02511486E-03,-20.15074156E-03
-1.87000E-06,-35.17588973E-03,-50.23926E-06
-1.86000E-06,-35.17588973E-03,-50.23926E-06
-1.85000E-06,-35.17588973E-03,-50.23926E-06
-1.84000E-06,-15.07538743E-03,-40.25124386E-03
-1.83000E-06,+5.02511486E-03,-50.23926E-06
-1.82000E-06,+5.02511486E-03,-50.23926E-06
-1.81000E-06,-15.07538743E-03,-50.23926E-06
-1.80000E-06,+5.02511486E-03,-50.23926E-06
-1.79000E-06,+5.02511486E-03,-50.23926E-06
-1.78000E-06,-15.07538743E-03,-50.23926E-06
-1.77000E-06,-35.17588973E-03,-40.25124386E-03
-1.76000E-06,-35.17588973E-03,-50.23926E-06
-1.75000E-06,+5.02511486E-03,-40.25124386E-03
