# Version 1.00
#
freq[Hz]	Trc1_S11[dB]	Trc2_S11[dB]	Trc3_S22[dB]	Trc4_S21[dB]	
1.940625000000000E+009	-3.271122128405023E+000	-3.271122128405023E+000	-7.143991900681127E+000	-1.561009291079808E+001	
1.943750000000000E+009	-3.344781581165351E+000	-3.344781581165351E+000	-7.109962208507147E+000	-1.550540097054469E+001	
1.946875000000000E+009	-3.455424689768170E+000	-3.455424689768170E+000	-7.070853169016266E+000	-1.536847089116090E+001	
1.950000000000000E+009	-3.563368585408721E+000	-3.563368585408721E+000	-7.070001391974845E+000	-1.519372516714919E+001	
1.953125000000000E+009	-3.662749139066005E+000	-3.662749139066005E+000	-7.097362727402068E+000	-1.502537537486326E+001	
1.956250000000000E+009	-3.757477557266297E+000	-3.757477557266297E+000	-7.139618313662911E+000	-1.492100881218389E+001	
1.959375000000000E+009	-3.854711479914199E+000	-3.854711479914199E+000	-7.166491169467230E+000	-1.486745937385561E+001	
1.962500000000000E+009	-3.925084594895349E+000	-3.925084594895349E+000	-7.186854254280527E+000	-1.481685029760638E+001	
1.965625000000000E+009	-4.011015659282179E+000	-4.011015659282179E+000	-7.189026406357119E+000	-1.481155328826666E+001	
1.968750000000000E+009	-4.103858545536286E+000	-4.103858545536286E+000	-7.186918608001031E+000	-1.480336454155685E+001	
1.971875000000000E+009	-4.226034184125967E+000	-4.226034184125967E+000	-7.187265427090478E+000	-1.472393127807101E+001	
1.975000000000000E+009	-4.351155379484612E+000	-4.351155379484612E+000	-7.173617212946203E+000	-1.457565576998915E+001	
1.978125000000000E+009	-4.478653534491261E+000	-4.478653534491261E+000	-7.172468158264439E+000	-1.446662272659492E+001	
1.981250000000000E+009	-4.616957073374598E+000	-4.616957073374598E+000	-7.225609524730819E+000	-1.436998133655726E+001	
1.984375000000000E+009	-4.764683286964429E+000	-4.764683286964429E+000	-7.305487426734537E+000	-1.428208768804823E+001	
1.987500000000000E+009	-4.919867988485998E+000	-4.919867988485998E+000	-7.393016775216941E+000	-1.420256692224121E+001	
1.990625000000000E+009	-5.104936463050195E+000	-5.104936463050195E+000	-7.513197317028843E+000	-1.410821213179532E+001	
1.993750000000000E+009	-5.281101921553060E+000	-5.281101921553060E+000	-7.641467975073435E+000	-1.400611527490456E+001	
1.996875000000000E+009	-5.465122822508807E+000	-5.465122822508807E+000	-7.753085902287459E+000	-1.391826928530556E+001	
2.000000000000000E+009	-5.665272879098422E+000	-5.665272879098422E+000	-7.789487549607211E+000	-1.382980163681611E+001	
2.003125000000000E+009	-5.904530726760051E+000	-5.904530726760051E+000	-7.759243321690352E+000	-1.374723187768529E+001	
2.006250000000000E+009	-6.152014375382473E+000	-6.152014375382473E+000	-7.664606181717074E+000	-1.368403963373057E+001	
2.009375000000000E+009	-6.408488313820736E+000	-6.408488313820736E+000	-7.588107565376608E+000	-1.360297892646801E+001	
2.012500000000000E+009	-6.654192807018521E+000	-6.654192807018521E+000	-7.559052123014036E+000	-1.351349152947173E+001	
2.015625000000000E+009	-6.936299909783013E+000	-6.936299909783013E+000	-7.562570784390043E+000	-1.338844519952861E+001	
2.018750000000000E+009	-7.220586091608841E+000	-7.220586091608841E+000	-7.639698847164985E+000	-1.320405030916391E+001	
2.021875000000000E+009	-7.485443839842297E+000	-7.485443839842297E+000	-7.723323697035446E+000	-1.302465665664143E+001	
2.025000000000000E+009	-7.709819405656269E+000	-7.709819405656269E+000	-7.777275243700261E+000	-1.292551677082133E+001	
2.028125000000000E+009	-7.967236657455844E+000	-7.967236657455844E+000	-7.787874653117969E+000	-1.286633724147013E+001	
2.031250000000000E+009	-8.265080855213030E+000	-8.265080855213030E+000	-7.754890129103488E+000	-1.279422309649923E+001	
2.034375000000000E+009	-8.593671045239050E+000	-8.593671045239050E+000	-7.719985637642655E+000	-1.275724811221119E+001	
2.037500000000000E+009	-8.965521475559049E+000	-8.965521475559049E+000	-7.726221232544153E+000	-1.272624308003776E+001	
2.040625000000000E+009	-9.414222654135692E+000	-9.414222654135692E+000	-7.739649398863310E+000	-1.269771135849082E+001	
2.043750000000000E+009	-9.898851952341387E+000	-9.898851952341387E+000	-7.799213143490037E+000	-1.266737542956813E+001	
2.046875000000000E+009	-1.034860718209192E+001	-1.034860718209192E+001	-7.897659533489546E+000	-1.267901167054270E+001	
2.050000000000000E+009	-1.071459835902919E+001	-1.071459835902919E+001	-8.026766954247460E+000	-1.265485405231659E+001	
2.053125000000000E+009	-1.107384967884999E+001	-1.107384967884999E+001	-8.129503176638872E+000	-1.265927101402605E+001	
2.056250000000000E+009	-1.148013386495262E+001	-1.148013386495262E+001	-8.248416206541782E+000	-1.263216577691657E+001	
2.059375000000000E+009	-1.197245679711378E+001	-1.197245679711378E+001	-8.399332264132786E+000	-1.255580754343002E+001	
2.062500000000000E+009	-1.249814609176501E+001	-1.249814609176501E+001	-8.550052244983657E+000	-1.252104225530654E+001	
2.065625000000000E+009	-1.301421271370752E+001	-1.301421271370752E+001	-8.705445208436142E+000	-1.251146687446125E+001	
2.068750000000000E+009	-1.350360667422168E+001	-1.350360667422168E+001	-8.849188929215003E+000	-1.248913996371628E+001	
2.071875000000000E+009	-1.385910016587824E+001	-1.385910016587824E+001	-8.953571492557632E+000	-1.248311819878679E+001	
2.075000000000000E+009	-1.398433521569612E+001	-1.398433521569612E+001	-8.971350347126739E+000	-1.244995406998716E+001	
2.078125000000000E+009	-1.399850049097397E+001	-1.399850049097397E+001	-8.982455904922414E+000	-1.242628041407617E+001	
2.081250000000000E+009	-1.406376501927264E+001	-1.406376501927264E+001	-9.030381372724769E+000	-1.248832406585323E+001	
2.084375000000000E+009	-1.404856358207595E+001	-1.404856358207595E+001	-9.113406670371994E+000	-1.257313817348635E+001	
2.087500000000000E+009	-1.381862083009185E+001	-1.381862083009185E+001	-9.218247787058488E+000	-1.265012156929632E+001	
2.090625000000000E+009	-1.347000100314618E+001	-1.347000100314618E+001	-9.374404139342571E+000	-1.268193903920667E+001	
2.093750000000000E+009	-1.311732713530572E+001	-1.311732713530572E+001	-9.533845038949380E+000	-1.270991701320071E+001	
2.096875000000000E+009	-1.296427566760104E+001	-1.296427566760104E+001	-9.730217346362357E+000	-1.274765412581634E+001	
2.100000000000000E+009	-1.288043739078714E+001	-1.288043739078714E+001	-9.984938792529851E+000	-1.281580509435220E+001	
2.103125000000000E+009	-1.258145833310647E+001	-1.258145833310647E+001	-1.029461434090367E+001	-1.287159167559802E+001	
2.106250000000000E+009	-1.215473371033938E+001	-1.215473371033938E+001	-1.062528873316037E+001	-1.295087009413994E+001	
2.109375000000000E+009	-1.165667292934275E+001	-1.165667292934275E+001	-1.094832686014054E+001	-1.302336215164547E+001	
2.112500000000000E+009	-1.107453675135461E+001	-1.107453675135461E+001	-1.131152224280021E+001	-1.312351082078858E+001	
2.115625000000000E+009	-1.043776492244133E+001	-1.043776492244133E+001	-1.172032944563483E+001	-1.322108369685931E+001	
2.118750000000000E+009	-9.912005825327324E+000	-9.912005825327324E+000	-1.223408354165927E+001	-1.333075555677417E+001	
2.121875000000000E+009	-9.436611712561341E+000	-9.436611712561341E+000	-1.275794987053674E+001	-1.353250680982525E+001	
2.125000000000000E+009	-8.956732466522480E+000	-8.956732466522480E+000	-1.323075488167858E+001	-1.372893221531422E+001	
2.128125000000000E+009	-8.477513773114152E+000	-8.477513773114152E+000	-1.364614111629161E+001	-1.392448698264302E+001	
2.131250000000000E+009	-8.017373618587223E+000	-8.017373618587223E+000	-1.400318825454104E+001	-1.409773860675886E+001	
2.134375000000000E+009	-7.559804210127779E+000	-7.559804210127779E+000	-1.441016170303571E+001	-1.430393270723064E+001	
2.137500000000000E+009	-7.125514048968969E+000	-7.125514048968969E+000	-1.476863911805971E+001	-1.444933153553780E+001	
2.140625000000000E+009	-6.742921606404993E+000	-6.742921606404993E+000	-1.510832453653430E+001	-1.456451040808241E+001	
2.143750000000000E+009	-6.425208589300990E+000	-6.425208589300990E+000	-1.546794025028636E+001	-1.468306961271382E+001	
2.146875000000000E+009	-6.133160030850258E+000	-6.133160030850258E+000	-1.591555911890539E+001	-1.482427823516850E+001	
2.150000000000000E+009	-5.858817441821835E+000	-5.858817441821835E+000	-1.649870513610156E+001	-1.494433201714245E+001	
2.153125000000000E+009	-5.629640031048274E+000	-5.629640031048274E+000	-1.718600098938135E+001	-1.510432203100394E+001	
2.156250000000000E+009	-5.424555521271032E+000	-5.424555521271032E+000	-1.820487228925137E+001	-1.529093830360865E+001	
2.159375000000000E+009	-5.218261004963152E+000	-5.218261004963152E+000	-1.946069704816376E+001	-1.561762409777136E+001	
2.162500000000000E+009	-4.994224501415941E+000	-4.994224501415941E+000	-2.127110671856315E+001	-1.594393713852876E+001	
2.165625000000000E+009	-4.809269214441876E+000	-4.809269214441876E+000	-2.362410532540084E+001	-1.616754288549690E+001	
2.168750000000000E+009	-4.604805448705515E+000	-4.604805448705515E+000	-2.652783657668471E+001	-1.634140896356119E+001	
2.171875000000000E+009	-4.382880941428192E+000	-4.382880941428192E+000	-2.955068710168427E+001	-1.649605518813156E+001	
2.175000000000000E+009	-4.174412630991841E+000	-4.174412630991841E+000	-2.965358280308466E+001	-1.667732826167067E+001	
2.178125000000000E+009	-3.990200853709203E+000	-3.990200853709203E+000	-2.775423494344290E+001	-1.682427543964827E+001	
2.181250000000000E+009	-3.831011709391156E+000	-3.831011709391156E+000	-2.537510036765863E+001	-1.703744059236818E+001	
2.184375000000000E+009	-3.678304314365138E+000	-3.678304314365138E+000	-2.320937331511346E+001	-1.730802560132863E+001	
2.187500000000000E+009	-3.548361134130428E+000	-3.548361134130428E+000	-2.168994717635616E+001	-1.763114731604804E+001	
2.190625000000000E+009	-3.432486766901077E+000	-3.432486766901077E+000	-2.050475205243590E+001	-1.800851373822324E+001	
2.193750000000000E+009	-3.318874873718836E+000	-3.318874873718836E+000	-1.936463043486000E+001	-1.842215190775892E+001	
2.196875000000000E+009	-3.212460573473710E+000	-3.212460573473710E+000	-1.835739636434458E+001	-1.881200579472862E+001	
2.200000000000000E+009	-3.096920489475466E+000	-3.096920489475466E+000	-1.759722015741358E+001	-1.908038748183100E+001	
2.203125000000000E+009	-2.978546260792444E+000	-2.978546260792444E+000	-1.698111853942472E+001	-1.933220350342343E+001	
2.206250000000000E+009	-2.882058661671965E+000	-2.882058661671965E+000	-1.644384752384392E+001	-1.955190328869441E+001	
2.209375000000000E+009	-2.820386552748365E+000	-2.820386552748365E+000	-1.595577386391817E+001	-1.979434099605376E+001	
2.212500000000000E+009	-2.762868127745668E+000	-2.762868127745668E+000	-1.536657624207148E+001	-2.011067917239604E+001	
2.215625000000000E+009	-2.694575801099431E+000	-2.694575801099431E+000	-1.465298149050373E+001	-2.048180620124651E+001	
2.218750000000000E+009	-2.635506369626300E+000	-2.635506369626300E+000	-1.390357548693360E+001	-2.080513405013645E+001	
2.221875000000000E+009	-2.559229643630341E+000	-2.559229643630341E+000	-1.314641383216390E+001	-2.103792450011048E+001	
2.225000000000000E+009	-2.498435077316175E+000	-2.498435077316175E+000	-1.245480033125436E+001	-2.141713151192186E+001	
2.228125000000000E+009	-2.425198265848607E+000	-2.425198265848607E+000	-1.178287219422391E+001	-2.182730983857595E+001	
2.231250000000000E+009	-2.339920173286166E+000	-2.339920173286166E+000	-1.118562359986905E+001	-2.217641332157901E+001	
2.234375000000000E+009	-2.273455768777006E+000	-2.273455768777006E+000	-1.070598155697188E+001	-2.258896157896723E+001	
2.237500000000000E+009	-2.199106890516200E+000	-2.199106890516200E+000	-1.026907690504886E+001	-2.298672570063020E+001	
2.240625000000000E+009	-2.134623721340824E+000	-2.134623721340824E+000	-9.863362298386829E+000	-2.342697599720394E+001	
2.243750000000000E+009	-2.080887083225063E+000	-2.080887083225063E+000	-9.493313312296280E+000	-2.392467632963371E+001	
2.246875000000000E+009	-2.026845258346647E+000	-2.026845258346647E+000	-9.109002525386059E+000	-2.435946616480623E+001	
2.250000000000000E+009	-1.977640119514406E+000	-1.977640119514406E+000	-8.792998106721619E+000	-2.482363098264001E+001	
2.253125000000000E+009	-1.934810760155749E+000	-1.934810760155749E+000	-8.509977182226407E+000	-2.522491273824933E+001	
2.256250000000000E+009	-1.891966852750961E+000	-1.891966852750961E+000	-8.257464104040896E+000	-2.561644229417107E+001	
2.259375000000000E+009	-1.861687909290086E+000	-1.861687909290086E+000	-8.044660364250106E+000	-2.596236856784930E+001	
2.262500000000000E+009	-1.803661228775714E+000	-1.803661228775714E+000	-7.851276701101716E+000	-2.630782646967284E+001	
2.265625000000000E+009	-1.760534867146443E+000	-1.760534867146443E+000	-7.655461731136970E+000	-2.662026043258301E+001	
2.268750000000000E+009	-1.733959077900681E+000	-1.733959077900681E+000	-7.397743179373659E+000	-2.698034270628227E+001	
2.271875000000000E+009	-1.711785115565048E+000	-1.711785115565048E+000	-7.117386415470492E+000	-2.740965333254848E+001	
2.275000000000000E+009	-1.681560278697690E+000	-1.681560278697690E+000	-6.826720034912446E+000	-2.772393458353959E+001	
2.278125000000000E+009	-1.663600827974663E+000	-1.663600827974663E+000	-6.558034540956654E+000	-2.800041886311902E+001	
2.281250000000000E+009	-1.652916302983676E+000	-1.652916302983676E+000	-6.305403385291983E+000	-2.836708843371526E+001	
2.284375000000000E+009	-1.642255385234635E+000	-1.642255385234635E+000	-6.068415948786837E+000	-2.876234652410687E+001	
2.287500000000000E+009	-1.616782520828282E+000	-1.616782520828282E+000	-5.861850516301765E+000	-2.914056146315661E+001	
2.290625000000000E+009	-1.601813266482986E+000	-1.601813266482986E+000	-5.665003851943964E+000	-2.967379962412796E+001	
2.293750000000000E+009	-1.598089325565517E+000	-1.598089325565517E+000	-5.490357080278391E+000	-3.031755100518108E+001	
2.296875000000000E+009	-1.568195003367913E+000	-1.568195003367913E+000	-5.336153225391954E+000	-3.095722451025836E+001	
2.300000000000000E+009	-1.552329974394161E+000	-1.552329974394161E+000	-5.207109351708179E+000	-3.167373002341401E+001	
2.303125000000000E+009	-1.521310672871830E+000	-1.521310672871830E+000	-5.092266398716781E+000	-3.245303399737620E+001	
2.306250000000000E+009	-1.493914730719132E+000	-1.493914730719132E+000	-4.986574664306060E+000	-3.334001599300340E+001	
2.309375000000000E+009	-1.469650004289710E+000	-1.469650004289710E+000	-4.882663537197677E+000	-3.422548017450860E+001	
2.312500000000000E+009	-1.438991048074060E+000	-1.438991048074060E+000	-4.768134717295728E+000	-3.499095135432319E+001	
2.315625000000000E+009	-1.422275079973073E+000	-1.422275079973073E+000	-4.660370804642787E+000	-3.558908131303803E+001	
2.318750000000000E+009	-1.407908180906341E+000	-1.407908180906341E+000	-4.558897926295436E+000	-3.620921177734233E+001	
2.321875000000000E+009	-1.395086510671834E+000	-1.395086510671834E+000	-4.463495836651971E+000	-3.669846798586730E+001	
2.325000000000000E+009	-1.369229875505125E+000	-1.369229875505125E+000	-4.364073100493356E+000	-3.690906322203512E+001	
2.328125000000000E+009	-1.368138124118136E+000	-1.368138124118136E+000	-4.267062632192576E+000	-3.715153776881694E+001	
2.331250000000000E+009	-1.338093039966523E+000	-1.338093039966523E+000	-4.160592714821592E+000	-3.753584971925844E+001	
2.334375000000000E+009	-1.311722544150862E+000	-1.311722544150862E+000	-4.055817180505120E+000	-3.819509375240519E+001	
2.337500000000000E+009	-1.294957017623934E+000	-1.294957017623934E+000	-3.929098438816309E+000	-3.908202828904198E+001	
2.340625000000000E+009	-1.290170172572848E+000	-1.290170172572848E+000	-3.803415944243928E+000	-3.983218177274426E+001	
2.343750000000000E+009	-1.276997214121340E+000	-1.276997214121340E+000	-3.708185810032337E+000	-4.075739625760171E+001	
2.346875000000000E+009	-1.265034828386148E+000	-1.265034828386148E+000	-3.631827843536887E+000	-4.138026370426672E+001	
2.350000000000000E+009	-1.254681788585807E+000	-1.254681788585807E+000	-3.543238820402306E+000	-4.197622664132826E+001	
2.353125000000000E+009	-1.247911751699103E+000	-1.247911751699103E+000	-3.476018730632845E+000	-4.294066399342701E+001	
2.356250000000000E+009	-1.252022446523851E+000	-1.252022446523851E+000	-3.423588586516908E+000	-4.387347890347184E+001	
2.359375000000000E+009	-1.243841043095206E+000	-1.243841043095206E+000	-3.378079832393447E+000	-4.466642583677282E+001	
2.362500000000000E+009	-1.238536852517567E+000	-1.238536852517567E+000	-3.339956991895682E+000	-4.503344133719916E+001	
2.365625000000000E+009	-1.236907687198372E+000	-1.236907687198372E+000	-3.299257323857525E+000	-4.484750648995365E+001	
2.368750000000000E+009	-1.224036703834305E+000	-1.224036703834305E+000	-3.265396984334691E+000	-4.432765394125844E+001	
2.371875000000000E+009	-1.220903451405980E+000	-1.220903451405980E+000	-3.239554946013502E+000	-4.334767345102035E+001	
2.375000000000000E+009	-1.202727317424921E+000	-1.202727317424921E+000	-3.192386616350423E+000	-4.251296990517911E+001	
2.378125000000000E+009	-1.209690954069595E+000	-1.209690954069595E+000	-3.135921500738021E+000	-4.181034907377695E+001	
2.381250000000000E+009	-1.207435239859902E+000	-1.207435239859902E+000	-3.081974149415351E+000	-4.104997659959096E+001	
2.384375000000000E+009	-1.190942664294435E+000	-1.190942664294435E+000	-3.038840752261832E+000	-4.046004235714892E+001	
2.387500000000000E+009	-1.179521446861918E+000	-1.179521446861918E+000	-2.995304410178380E+000	-4.008704558430445E+001	
2.390625000000000E+009	-1.170385717895872E+000	-1.170385717895872E+000	-2.946139850428040E+000	-3.975868176872035E+001	
2.393750000000000E+009	-1.161454289616204E+000	-1.161454289616204E+000	-2.894987355347066E+000	-3.921907817031332E+001	
2.396875000000000E+009	-1.133036732478295E+000	-1.133036732478295E+000	-2.858811721285852E+000	-3.857157229287704E+001	
2.400000000000000E+009	-1.141782792373252E+000	-1.141782792373252E+000	-2.815308513056170E+000	-3.828484494452190E+001	
2.403125000000000E+009	-1.128163453193627E+000	-1.128163453193627E+000	-2.785419551856470E+000	-3.815146276812519E+001	
2.406250000000000E+009	-1.125634133417380E+000	-1.125634133417380E+000	-2.758735945616399E+000	-3.782813083706304E+001	
2.409375000000000E+009	-1.122562149980795E+000	-1.122562149980795E+000	-2.727592386059251E+000	-3.741484226626001E+001	
2.412500000000000E+009	-1.120833871799953E+000	-1.120833871799953E+000	-2.704947947406954E+000	-3.696616475962311E+001	
2.415625000000000E+009	-1.125552982822187E+000	-1.125552982822187E+000	-2.699947578480507E+000	-3.617945723132456E+001	
2.418750000000000E+009	-1.116869879458124E+000	-1.116869879458124E+000	-2.671949294520270E+000	-3.520121032274155E+001	
2.421875000000000E+009	-1.117789887339763E+000	-1.117789887339763E+000	-2.647421147876472E+000	-3.434860155248528E+001	
2.425000000000000E+009	-1.118783331602145E+000	-1.118783331602145E+000	-2.625930533554844E+000	-3.365718255327453E+001	
2.428125000000000E+009	-1.115728156769823E+000	-1.115728156769823E+000	-2.606673625784759E+000	-3.309402801364976E+001	
2.431250000000000E+009	-1.118151443613271E+000	-1.118151443613271E+000	-2.606280588372513E+000	-3.260676706226743E+001	
2.434375000000000E+009	-1.134730142004681E+000	-1.134730142004681E+000	-2.597449236481127E+000	-3.225240424407902E+001	
2.437500000000000E+009	-1.132307345562677E+000	-1.132307345562677E+000	-2.587940397093460E+000	-3.195771597040541E+001	
2.440625000000000E+009	-1.135364418714361E+000	-1.135364418714361E+000	-2.573223411389704E+000	-3.170814253644637E+001	
2.443750000000000E+009	-1.139003409616543E+000	-1.139003409616543E+000	-2.560042286587260E+000	-3.137547183985342E+001	
2.446875000000000E+009	-1.156067706072361E+000	-1.156067706072361E+000	-2.553726091037529E+000	-3.114130594186847E+001	
2.450000000000000E+009	-1.157161749205801E+000	-1.157161749205801E+000	-2.567887720108368E+000	-3.087319808144214E+001	
2.453125000000000E+009	-1.178003917030090E+000	-1.178003917030090E+000	-2.573675888462956E+000	-3.059796617554783E+001	
2.456250000000000E+009	-1.187373920485137E+000	-1.187373920485137E+000	-2.592688097538628E+000	-3.032857989902286E+001	
2.459375000000000E+009	-1.187181183844754E+000	-1.187181183844754E+000	-2.617057572071805E+000	-3.010783171418853E+001	
2.462500000000000E+009	-1.201156300146933E+000	-1.201156300146933E+000	-2.638715000271953E+000	-2.991269719375686E+001	
2.465625000000000E+009	-1.204275318219135E+000	-1.204275318219135E+000	-2.651414520611960E+000	-2.979257448464156E+001	
2.468750000000000E+009	-1.216552788609527E+000	-1.216552788609527E+000	-2.663395131128764E+000	-2.984635262214449E+001	
2.471875000000000E+009	-1.225447582233948E+000	-1.225447582233948E+000	-2.671592244470096E+000	-2.983902591167774E+001	
2.475000000000000E+009	-1.245950305615512E+000	-1.245950305615512E+000	-2.671388051918989E+000	-2.969842171472022E+001	
2.478125000000000E+009	-1.238481803621204E+000	-1.238481803621204E+000	-2.680637766493220E+000	-2.931506226278053E+001	
2.481250000000000E+009	-1.247099998786766E+000	-1.247099998786766E+000	-2.689099043438871E+000	-2.884489630127825E+001	
2.484375000000000E+009	-1.267821305391266E+000	-1.267821305391266E+000	-2.711296005374342E+000	-2.854799834045635E+001	
2.487500000000000E+009	-1.267613445604411E+000	-1.267613445604411E+000	-2.743821660804983E+000	-2.831239705128638E+001	
2.490625000000000E+009	-1.265644551312314E+000	-1.265644551312314E+000	-2.773130249785335E+000	-2.800471220479133E+001	
2.493750000000000E+009	-1.284290322594254E+000	-1.284290322594254E+000	-2.785822501707891E+000	-2.780050546863569E+001	
2.496875000000000E+009	-1.294405453637513E+000	-1.294405453637513E+000	-2.811152372683924E+000	-2.758921272900297E+001	
2.500000000000000E+009	-1.316240358942026E+000	-1.316240358942026E+000	-2.837655059671672E+000	-2.738837977428223E+001	
2.503125000000000E+009	-1.333928883746628E+000	-1.333928883746628E+000	-2.858595057352629E+000	-2.713503867552659E+001	
2.506250000000000E+009	-1.369616682240598E+000	-1.369616682240598E+000	-2.898693459191070E+000	-2.699220634992183E+001	
2.509375000000000E+009	-1.407547123691785E+000	-1.407547123691785E+000	-2.937785244646299E+000	-2.686202326028168E+001	
2.512500000000000E+009	-1.432199947224341E+000	-1.432199947224341E+000	-2.989298482834312E+000	-2.675609820283852E+001	
2.515625000000000E+009	-1.472536106812123E+000	-1.472536106812123E+000	-3.048816759965102E+000	-2.668604884217280E+001	
2.518750000000000E+009	-1.493710564322881E+000	-1.493710564322881E+000	-3.096164809302564E+000	-2.664636791929574E+001	
2.521875000000000E+009	-1.523135324909845E+000	-1.523135324909845E+000	-3.151200272412739E+000	-2.657742243876183E+001	
2.525000000000000E+009	-1.554082196512960E+000	-1.554082196512960E+000	-3.203201487793354E+000	-2.644633313961079E+001	
2.528125000000000E+009	-1.593634627205294E+000	-1.593634627205294E+000	-3.250840512492053E+000	-2.630164910882456E+001	
2.531250000000000E+009	-1.601484405422296E+000	-1.601484405422296E+000	-3.293501300910644E+000	-2.615279378555406E+001	
2.534375000000000E+009	-1.631927055959894E+000	-1.631927055959894E+000	-3.325461720753028E+000	-2.598342234902842E+001	
2.537500000000000E+009	-1.662411564524879E+000	-1.662411564524879E+000	-3.378383607008379E+000	-2.568521360060630E+001	
2.540625000000000E+009	-1.691515953074996E+000	-1.691515953074996E+000	-3.419716791132194E+000	-2.537180183310318E+001	
2.543750000000000E+009	-1.725564228419556E+000	-1.725564228419556E+000	-3.483612897020381E+000	-2.515913619823349E+001	
2.546875000000000E+009	-1.762387804082933E+000	-1.762387804082933E+000	-3.541828715434619E+000	-2.502298080732731E+001	
2.550000000000000E+009	-1.784865153472344E+000	-1.784865153472344E+000	-3.617704979979193E+000	-2.488906447507773E+001	
2.553125000000000E+009	-1.830480872208753E+000	-1.830480872208753E+000	-3.700185871940669E+000	-2.482885264024364E+001	
2.556250000000000E+009	-1.891204843562581E+000	-1.891204843562581E+000	-3.794504341922942E+000	-2.478730394215935E+001	
2.559375000000000E+009	-1.937352470774902E+000	-1.937352470774902E+000	-3.902228778794443E+000	-2.462214780349451E+001	
2.562500000000000E+009	-2.004731038410302E+000	-2.004731038410302E+000	-4.018426598312008E+000	-2.440710811260825E+001	
2.565625000000000E+009	-2.062206605152934E+000	-2.062206605152934E+000	-4.133992422170453E+000	-2.420692033168676E+001	
2.568750000000000E+009	-2.134160954359932E+000	-2.134160954359932E+000	-4.231480776931175E+000	-2.411360659095087E+001	
2.571875000000000E+009	-2.205507126422796E+000	-2.205507126422796E+000	-4.353963326014873E+000	-2.409748821849212E+001	
2.575000000000000E+009	-2.267222978472225E+000	-2.267222978472225E+000	-4.483364288858256E+000	-2.407326587610918E+001	
2.578125000000000E+009	-2.351367614609352E+000	-2.351367614609352E+000	-4.621525026734263E+000	-2.404022417292610E+001	
2.581250000000000E+009	-2.404434014269489E+000	-2.404434014269489E+000	-4.736069834306080E+000	-2.391151027642503E+001	
2.584375000000000E+009	-2.472644215647993E+000	-2.472644215647993E+000	-4.855557201813268E+000	-2.361532726788679E+001	
2.587500000000000E+009	-2.521074649467123E+000	-2.521074649467123E+000	-4.970373263087617E+000	-2.327439457105970E+001	
2.590625000000000E+009	-2.582624271863534E+000	-2.582624271863534E+000	-5.081297747363450E+000	-2.307442762741511E+001	
2.593750000000000E+009	-2.651203767051934E+000	-2.651203767051934E+000	-5.186012699378737E+000	-2.294968447419524E+001	
2.596875000000000E+009	-2.726202170801331E+000	-2.726202170801331E+000	-5.276362767021238E+000	-2.293348625220469E+001	
2.600000000000000E+009	-2.774923162436775E+000	-2.774923162436775E+000	-5.372544927350607E+000	-2.298046187253204E+001	
2.603125000000000E+009	-2.833400776817369E+000	-2.833400776817369E+000	-5.474788127335751E+000	-2.307914648647212E+001	
2.606250000000000E+009	-2.892791050175001E+000	-2.892791050175001E+000	-5.575742160145454E+000	-2.319853171841945E+001	
2.609375000000000E+009	-2.964264387592752E+000	-2.964264387592752E+000	-5.682339733547939E+000	-2.324611287793737E+001	
2.612500000000000E+009	-3.049986527405155E+000	-3.049986527405155E+000	-5.803297929985323E+000	-2.327459346162514E+001	
2.615625000000000E+009	-3.141329298740937E+000	-3.141329298740937E+000	-5.953365647607249E+000	-2.327056861857007E+001	
2.618750000000000E+009	-3.233741245661912E+000	-3.233741245661912E+000	-6.150267865320707E+000	-2.324951542361767E+001	
2.621875000000000E+009	-3.341853764474847E+000	-3.341853764474847E+000	-6.358210220712506E+000	-2.327519812306370E+001	
2.625000000000000E+009	-3.469239880710170E+000	-3.469239880710170E+000	-6.557027256067649E+000	-2.338879332791318E+001	
2.628125000000000E+009	-3.611717919824489E+000	-3.611717919824489E+000	-6.740601736626971E+000	-2.342601747761823E+001	
2.631250000000000E+009	-3.742728554605294E+000	-3.742728554605294E+000	-6.920445532557163E+000	-2.342200036473314E+001	
2.634375000000000E+009	-3.877401586364376E+000	-3.877401586364376E+000	-7.085511852443349E+000	-2.341861183379675E+001	
2.637500000000000E+009	-4.008561004373327E+000	-4.008561004373327E+000	-7.237677405740109E+000	-2.344119059314014E+001	
2.640625000000000E+009	-4.132886649213830E+000	-4.132886649213830E+000	-7.395524584037732E+000	-2.356084318440177E+001	
2.643750000000000E+009	-4.268734037766609E+000	-4.268734037766609E+000	-7.569352474352235E+000	-2.363292044127744E+001	
2.646875000000000E+009	-4.407973441833467E+000	-4.407973441833467E+000	-7.761136527075180E+000	-2.362217918009645E+001	
2.650000000000000E+009	-4.555159647081182E+000	-4.555159647081182E+000	-7.953906588340155E+000	-2.352009594133613E+001	
2.653125000000000E+009	-4.691390669043468E+000	-4.691390669043468E+000	-8.117317726577552E+000	-2.352156898089653E+001	
2.656250000000000E+009	-4.821262707640524E+000	-4.821262707640524E+000	-8.247384363535089E+000	-2.352386441557502E+001	
2.659375000000000E+009	-4.953992085917644E+000	-4.953992085917644E+000	-8.394844556501962E+000	-2.358599427210634E+001	
2.662500000000000E+009	-5.088602470878764E+000	-5.088602470878764E+000	-8.524035730480366E+000	-2.372388402915079E+001	
