        Frequency / MHz                S2,1 (31778)/abs,dB
                  2006.8                      -27.907034
                  2009.4                      -27.630749
                    2012                      -27.358165
                  2014.6                      -27.090589
                  2017.2                       -26.82946
                  2019.8                      -26.575921
                  2022.4                      -26.330419
                    2025                      -26.092763
                  2027.6                       -25.86243
                  2030.2                      -25.638983
                  2032.8                      -25.422398
                  2035.4                      -25.213065
                    2038                      -25.011476
                  2040.6                      -24.817811
                  2043.2                      -24.631761
                  2045.8                      -24.452735
                  2048.4                      -24.280077
                    2051                      -24.113459
                  2053.6                      -23.952935
                  2056.2                      -23.798826
                  2058.8                      -23.651431
                  2061.4                      -23.510668
                    2064                      -23.376089
                  2066.6                      -23.247113
                  2069.2                      -23.123281
                  2071.8                      -23.004457
                  2074.4                      -22.890827
                    2077                      -22.782712
                  2079.6                      -22.680225
                  2082.2                      -22.583117
                  2084.8                      -22.490907
                  2087.4                      -22.403035
                    2090                      -22.319201
                  2092.6                      -22.239405
                  2095.2                      -22.163864
                  2097.8                      -22.092782
                  2100.4                      -22.026078
                    2103                      -21.963358
                  2105.6                       -21.90405
                  2108.2                      -21.847673
                  2110.8                      -21.794033
                  2113.4                      -21.743214
                    2116                      -21.695405
                  2118.6                      -21.650651
                  2121.2                      -21.608694
                  2123.8                      -21.569024
                  2126.4                      -21.531078
                    2129                      -21.494514
                  2131.6                      -21.459287
                  2134.2                      -21.425568
                  2136.8                      -21.393525
                  2139.4                      -21.363081
                    2142                      -21.333876
                  2144.6                      -21.305404
                  2147.2                      -21.277239
                  2149.8                      -21.249266
                  2152.4                      -21.221646
                    2155                      -21.194658
                  2157.6                      -21.168445
                  2160.2                      -21.142858
                  2162.8                      -21.117512
                  2165.4                      -21.091997
                    2168                       -21.06614
                  2170.6                      -21.040077
                  2173.2                      -21.014166
                  2175.8                      -20.988747
                  2178.4                      -20.963901
                    2181                      -20.939422
                  2183.6                      -20.914958
                  2186.2                      -20.890281
                  2188.8                      -20.865474
                  2191.4                      -20.840914
                    2194                      -20.817091
                  2196.6                      -20.794334
                  2199.2                      -20.772654
                  2201.8                      -20.751822
                  2204.4                      -20.731596
                    2207                      -20.711987
                  2209.6                      -20.693365
                  2212.2                      -20.676331
                  2214.8                      -20.661454
                  2217.4                      -20.649034
                    2220                      -20.639043
                  2222.6                      -20.631297
                  2225.2                      -20.625719
                  2227.8                      -20.622543
                  2230.4                      -20.622279
                    2233                      -20.625454
                  2235.6                      -20.632276
                  2238.2                      -20.642361
                  2240.8                      -20.654724
                  2243.4                      -20.667901
                    2246                      -20.680095
                  2248.6                      -20.689237
                  2251.2                      -20.692794
                  2253.8                      -20.687619
                  2256.4                       -20.67004
                    2259                       -20.63638
                  2261.6                      -20.583915
                  2264.2                      -20.511848
                  2266.8                      -20.421871
                  2269.4                      -20.317897
                    2272                      -20.205108
                  2274.6                      -20.088773
                  2277.2                      -19.973275
                  2279.8                      -19.861685
                  2282.4                      -19.755908
                    2285                      -19.657083
                  2287.6                      -19.565885
                  2290.2                      -19.482669
                  2292.8                      -19.407449
                  2295.4                       -19.33976
                    2298                      -19.278732
                  2300.6                      -19.223304
                  2303.2                      -19.172529
                  2305.8                       -19.12585
                  2308.4                      -19.083102
                    2311                      -19.044323
                  2313.6                      -19.009472
                  2316.2                      -18.978221
                  2318.8                      -18.949991
                  2321.4                      -18.924178
                    2324                      -18.900404
                  2326.6                      -18.878682
                  2329.2                      -18.859309
                  2331.8                      -18.842594
                  2334.4                      -18.828592
                    2337                      -18.817008
                  2339.6                      -18.807321
                  2342.2                      -18.799076
                  2344.8                      -18.792107
                  2347.4                      -18.786564
                    2350                      -18.782684
                  2352.6                      -18.780487
                  2355.2                      -18.779536
                  2357.8                      -18.778954
                  2360.4                      -18.777645
                    2363                      -18.774568
                  2365.6                       -18.76886
                  2368.2                      -18.759659
                  2370.8                      -18.745745
                  2373.4                      -18.725206
                    2376                       -18.69534
                  2378.6                      -18.652874
                  2381.2                      -18.594429
                  2383.8                      -18.516915
                  2386.4                      -18.417748
                    2389                      -18.294906
                  2391.6                      -18.146936
                  2394.2                      -17.973268
                  2396.8                      -17.774842
                  2399.4                      -17.554564
                    2402                      -17.317632
                  2404.6                      -17.071069
                  2407.2                      -16.822604
                  2409.8                      -16.579824
