# Version 1.00
#
freq[Hz]	re:Trc2_S12	im:Trc2_S12	re:Trc3_S21	im:Trc3_S21	re:Trc4_S22	im:Trc4_S22	re:Trc5_S11	im:Trc5_S11	
8.866333333333333E+008	2.941831350326538E-001	2.462028264999390E-001	2.943974435329437E-001	2.459795922040939E-001	3.849591016769409E-001	9.560966491699219E-002	3.717937171459198E-001	2.996856868267059E-001	
8.870666666666666E+008	2.962917685508728E-001	2.435918599367142E-001	2.964050769805908E-001	2.435096949338913E-001	3.869718909263611E-001	9.248513728380203E-002	3.734987378120422E-001	2.974106967449188E-001	
8.875000000000000E+008	2.982326447963715E-001	2.409972846508026E-001	2.981458306312561E-001	2.409268766641617E-001	3.889038562774658E-001	8.934327214956284E-002	3.751357197761536E-001	2.948663234710693E-001	
8.879333333333333E+008	3.000180721282959E-001	2.384433448314667E-001	3.000096976757050E-001	2.383453696966171E-001	3.907164037227631E-001	8.622001111507416E-002	3.768949508666992E-001	2.924386858940125E-001	
8.883666666666666E+008	3.020685017108917E-001	2.355799823999405E-001	3.021699488162994E-001	2.356435656547546E-001	3.924972116947174E-001	8.266639709472656E-002	3.788213133811951E-001	2.896105349063873E-001	
8.888000000000000E+008	3.038760423660278E-001	2.330865710973740E-001	3.039701282978058E-001	2.329222261905670E-001	3.941603004932404E-001	7.966001331806183E-002	3.804508149623871E-001	2.868321537971497E-001	
8.892333333333333E+008	3.056024610996246E-001	2.306589633226395E-001	3.056213557720184E-001	2.305442094802856E-001	3.958080708980560E-001	7.660824060440064E-002	3.820025026798248E-001	2.841670513153076E-001	
8.896666666666666E+008	3.073747158050537E-001	2.281492799520493E-001	3.075512945652008E-001	2.279139310121536E-001	3.973928689956665E-001	7.319213449954987E-002	3.835541903972626E-001	2.811641991138458E-001	
8.901000000000000E+008	3.092055916786194E-001	2.255287319421768E-001	3.093201220035553E-001	2.254649847745895E-001	3.988442718982697E-001	6.978921592235565E-002	3.849933147430420E-001	2.783372998237610E-001	
8.905333333333333E+008	3.111303746700287E-001	2.230119705200195E-001	3.111364543437958E-001	2.229725718498230E-001	4.001765549182892E-001	6.641244143247604E-002	3.863894641399384E-001	2.755503952503204E-001	
8.909666666666666E+008	3.129536509513855E-001	2.205294519662857E-001	3.131353557109833E-001	2.202810198068619E-001	4.014171361923218E-001	6.306892633438110E-002	3.877680599689484E-001	2.725011706352234E-001	
8.914000000000000E+008	3.148705065250397E-001	2.179485708475113E-001	3.148379623889923E-001	2.176912128925324E-001	4.026224315166473E-001	5.967874452471733E-002	3.889477252960205E-001	2.695803046226502E-001	
8.918333333333333E+008	3.168243765830994E-001	2.153021544218063E-001	3.167942464351654E-001	2.152591645717621E-001	4.037637710571289E-001	5.629016458988190E-002	3.901385962963104E-001	2.667291462421417E-001	
8.922666666666666E+008	3.186263442039490E-001	2.128856927156448E-001	3.187446594238281E-001	2.128129899501801E-001	4.046280980110169E-001	5.309990793466568E-002	3.911588490009308E-001	2.638317346572876E-001	
8.927000000000000E+008	3.205600976943970E-001	2.102141380310059E-001	3.207486569881439E-001	2.099029123783112E-001	4.056457877159119E-001	4.975204542279244E-002	3.921585977077484E-001	2.608326673507690E-001	
8.931333333333333E+008	3.225552737712860E-001	2.074686735868454E-001	3.223203718662262E-001	2.074985653162003E-001	4.063020646572113E-001	4.659859836101532E-002	3.931457102298737E-001	2.577164471149445E-001	
8.935666666666666E+008	3.248205780982971E-001	2.048602104187012E-001	3.245232999324799E-001	2.045750170946121E-001	4.070751965045929E-001	4.341974481940270E-002	3.940899670124054E-001	2.557333707809448E-001	
8.940000000000000E+008	3.264431357383728E-001	2.018533349037170E-001	3.265672922134399E-001	2.018489539623261E-001	4.078839123249054E-001	4.025946930050850E-002	3.948408365249634E-001	2.526375353336334E-001	
8.944333333333333E+008	3.277222216129303E-001	1.996829509735107E-001	3.282561600208283E-001	1.994065046310425E-001	4.088872075080872E-001	3.763114288449287E-002	3.957071602344513E-001	2.502625584602356E-001	
8.948666666666666E+008	3.299793004989624E-001	1.971312463283539E-001	3.306828141212463E-001	1.965749263763428E-001	4.094924330711365E-001	3.453553467988968E-002	3.962979614734650E-001	2.478102743625641E-001	
8.953000000000000E+008	3.322699666023254E-001	1.937069147825241E-001	3.322968184947968E-001	1.940912604331970E-001	4.100776314735413E-001	3.155466169118881E-002	3.972569406032562E-001	2.440194040536881E-001	
8.957333333333333E+008	3.339358866214752E-001	1.916753798723221E-001	3.354192078113556E-001	1.901873350143433E-001	4.116398990154266E-001	2.813274040818214E-002	3.977055549621582E-001	2.433090507984161E-001	
8.961666666666666E+008	3.360825777053833E-001	1.881731301546097E-001	3.364556729793549E-001	1.874079108238220E-001	4.117764234542847E-001	2.562104538083077E-002	3.989118337631226E-001	2.397373467683792E-001	
8.966000000000000E+008	3.384196460247040E-001	1.848771721124649E-001	3.385758996009827E-001	1.847765147686005E-001	4.124704301357269E-001	2.211647294461727E-002	3.992379307746887E-001	2.379695773124695E-001	
8.970333333333333E+008	3.396458923816681E-001	1.822530627250671E-001	3.400593698024750E-001	1.819858253002167E-001	4.133489131927490E-001	1.996283605694771E-002	3.991585969924927E-001	2.353636622428894E-001	
8.974666666666666E+008	3.414452075958252E-001	1.788503676652908E-001	3.422496020793915E-001	1.779157370328903E-001	4.139895737171173E-001	1.701757684350014E-002	4.009436964988709E-001	2.327008843421936E-001	
8.979000000000000E+008	3.436006009578705E-001	1.757371276617050E-001	3.438282907009125E-001	1.749337911605835E-001	4.147101044654846E-001	1.387098990380764E-002	4.013268947601318E-001	2.311906069517136E-001	
8.983333333333333E+008	3.448587059974670E-001	1.723407506942749E-001	3.454900085926056E-001	1.714639365673065E-001	4.157185554504395E-001	1.076085399836302E-002	4.025288522243500E-001	2.284667491912842E-001	
8.987666666666666E+008	3.467780649662018E-001	1.694912165403366E-001	3.470720052719116E-001	1.684273183345795E-001	4.164507687091827E-001	7.879173383116722E-003	4.032413959503174E-001	2.263908684253693E-001	
8.992000000000000E+008	3.479556739330292E-001	1.659438908100128E-001	3.485074937343597E-001	1.659402698278427E-001	4.172601997852325E-001	5.048739258199930E-003	4.033758044242859E-001	2.229134589433670E-001	
8.996333333333333E+008	3.499895930290222E-001	1.629559844732285E-001	3.502066731452942E-001	1.618950664997101E-001	4.179629087448120E-001	2.082491293549538E-003	4.047687947750092E-001	2.213000953197479E-001	
9.000666666666666E+008	3.518032133579254E-001	1.596870273351669E-001	3.523463606834412E-001	1.585476994514465E-001	4.183953702449799E-001	-8.670857641845942E-004	4.052233695983887E-001	2.194237411022186E-001	
9.005000000000000E+008	3.532922863960266E-001	1.562803238630295E-001	3.533783257007599E-001	1.558540165424347E-001	4.190267324447632E-001	-3.683174261823297E-003	4.053495228290558E-001	2.172328978776932E-001	
9.009333333333333E+008	3.547613024711609E-001	1.524615734815598E-001	3.550822138786316E-001	1.523823142051697E-001	4.192760288715363E-001	-6.860737223178148E-003	4.064204394817352E-001	2.154555767774582E-001	
9.013666666666666E+008	3.565534055233002E-001	1.493156701326370E-001	3.568069338798523E-001	1.488062292337418E-001	4.198014140129089E-001	-9.609405882656574E-003	4.066357910633087E-001	2.124899327754974E-001	
9.018000000000000E+008	3.582484424114227E-001	1.452556848526001E-001	3.585175275802612E-001	1.456120908260346E-001	4.197589755058289E-001	-1.191291213035584E-002	4.066655933856964E-001	2.112446725368500E-001	
9.022333333333333E+008	3.592381477355957E-001	1.422448009252548E-001	3.592824637889862E-001	1.417303532361984E-001	4.206751585006714E-001	-1.489869877696037E-002	4.078039228916168E-001	2.091173380613327E-001	
9.026666666666666E+008	3.605312108993530E-001	1.387095302343369E-001	3.605453670024872E-001	1.379961520433426E-001	4.213228225708008E-001	-1.785182580351830E-002	4.084176421165466E-001	2.070851624011993E-001	
9.031000000000000E+008	3.618439435958862E-001	1.349281370639801E-001	3.618591427803040E-001	1.346113830804825E-001	4.217787086963654E-001	-2.038183063268662E-002	4.086277186870575E-001	2.053769081830978E-001	
9.035333333333333E+008	3.629704117774963E-001	1.309966444969177E-001	3.630829453468323E-001	1.308997720479965E-001	4.221234619617462E-001	-2.299089916050434E-002	4.093210101127625E-001	2.037151753902435E-001	
9.039666666666666E+008	3.639822602272034E-001	1.274860352277756E-001	3.640754222869873E-001	1.272964030504227E-001	4.226619303226471E-001	-2.557341195642948E-002	4.099482595920563E-001	2.022450566291809E-001	
9.044000000000000E+008	3.650067746639252E-001	1.236762031912804E-001	3.649241030216217E-001	1.233967468142510E-001	4.233175814151764E-001	-2.826288528740406E-002	4.105525910854340E-001	2.006993293762207E-001	
9.048333333333333E+008	3.658363521099091E-001	1.199137568473816E-001	3.656579852104187E-001	1.196821406483650E-001	4.238767325878143E-001	-3.096464090049267E-002	4.113797545433044E-001	1.995993256568909E-001	
9.052666666666666E+008	3.663652539253235E-001	1.161769330501556E-001	3.663688600063324E-001	1.158874630928040E-001	4.244912862777710E-001	-3.349560871720314E-002	4.121625423431397E-001	1.981279104948044E-001	
9.057000000000000E+008	3.670967221260071E-001	1.128448322415352E-001	3.669883310794830E-001	1.123721301555634E-001	4.250749647617340E-001	-3.594154492020607E-002	4.131802320480347E-001	1.968764215707779E-001	
9.061333333333333E+008	3.674944341182709E-001	1.089263409376144E-001	3.675487339496613E-001	1.087496802210808E-001	4.255172312259674E-001	-3.851047158241272E-002	4.141284227371216E-001	1.954987049102783E-001	
9.065666666666666E+008	3.680417835712433E-001	1.051589697599411E-001	3.677822351455689E-001	1.049645766615868E-001	4.260716736316681E-001	-4.128170758485794E-002	4.153233468532562E-001	1.941955089569092E-001	
9.070000000000000E+008	3.683700561523438E-001	1.014837548136711E-001	3.681696653366089E-001	1.012442260980606E-001	4.267933666706085E-001	-4.387439787387848E-002	4.166255295276642E-001	1.926175057888031E-001	
9.074333333333333E+008	3.683934509754181E-001	9.813267737627029E-002	3.682171106338501E-001	9.797178208827972E-002	4.273048937320709E-001	-4.622411727905273E-002	4.177640378475189E-001	1.916377246379852E-001	
9.078666666666666E+008	3.685300946235657E-001	9.467474371194840E-002	3.686021268367767E-001	9.403863549232483E-002	4.278769195079804E-001	-4.931075125932694E-002	4.193530678749085E-001	1.898055672645569E-001	
9.083000000000000E+008	3.687998950481415E-001	9.073477238416672E-002	3.684650063514710E-001	9.038142859935761E-002	4.283375740051270E-001	-5.230919644236565E-002	4.210664927959442E-001	1.878972798585892E-001	
9.087333333333333E+008	3.688256442546845E-001	8.986098319292069E-002	3.684170842170715E-001	8.659142255783081E-002	4.305287897586823E-001	-5.596699938178062E-002	4.229667186737061E-001	1.865548789501190E-001	
9.091666666666666E+008	3.686642944812775E-001	8.402745425701141E-002	3.684498071670532E-001	8.370719850063324E-002	4.292614459991455E-001	-5.788506194949150E-002	4.240179657936096E-001	1.845138520002365E-001	
9.096000000000000E+008	3.684633672237396E-001	8.066929131746292E-002	3.682835996150971E-001	8.017532527446747E-002	4.298319518566132E-001	-6.083605065941811E-002	4.258472919464111E-001	1.824724525213242E-001	
9.100333333333333E+008	3.684622645378113E-001	7.746002078056335E-002	3.681210577487946E-001	7.706512510776520E-002	4.303806424140930E-001	-6.388694047927856E-002	4.271979331970215E-001	1.805445253849030E-001	
9.104666666666666E+008	3.683396875858307E-001	7.432067394256592E-002	3.680061101913452E-001	7.386361807584763E-002	4.308356046676636E-001	-6.683439016342163E-002	4.289070665836334E-001	1.785153746604919E-001	
9.109000000000000E+008	3.681311309337616E-001	7.128702104091644E-002	3.678444623947144E-001	7.074060291051865E-002	4.311892986297607E-001	-6.985071301460266E-002	4.304442405700684E-001	1.763036251068115E-001	
9.113333333333333E+008	3.680081367492676E-001	6.806778162717819E-002	3.674985170364380E-001	6.794322282075882E-002	4.315084218978882E-001	-7.302138209342957E-002	4.317430555820465E-001	1.739271432161331E-001	
9.117666666666666E+008	3.675135970115662E-001	6.493659317493439E-002	3.674292564392090E-001	6.467819958925247E-002	4.319735169410706E-001	-7.594645768404007E-002	4.332667589187622E-001	1.723683327436447E-001	
9.122000000000000E+008	3.672889769077301E-001	6.222222372889519E-002	3.673002719879150E-001	6.163872778415680E-002	4.323545396327972E-001	-7.893560081720352E-002	4.347507655620575E-001	1.702311933040619E-001	
9.126333333333333E+008	3.670394718647003E-001	5.940683186054230E-002	3.667212426662445E-001	5.857246369123459E-002	4.325196444988251E-001	-8.201459050178528E-002	4.367116987705231E-001	1.680154353380203E-001	
9.130666666666666E+008	3.672332763671875E-001	5.629023164510727E-002	3.665883839130402E-001	5.650572106242180E-002	4.322957098484039E-001	-8.530225604772568E-002	4.378068149089813E-001	1.656082868576050E-001	
9.135000000000000E+008	3.668797314167023E-001	5.376024916768074E-002	3.663535416126251E-001	5.425414070487022E-002	4.325673878192902E-001	-8.858888596296310E-002	4.390964508056641E-001	1.632175147533417E-001	
9.139333333333333E+008	3.665176928043366E-001	5.156672000885010E-002	3.663878142833710E-001	5.161805450916290E-002	4.330389797687531E-001	-9.132286161184311E-002	4.403671920299530E-001	1.611922532320023E-001	
9.143666666666666E+008	3.663992583751679E-001	4.812488704919815E-002	3.657940328121185E-001	4.823923483490944E-002	4.324619174003601E-001	-9.491744637489319E-002	4.423183798789978E-001	1.581674665212631E-001	
9.148000000000000E+008	3.660962283611298E-001	4.551953822374344E-002	3.658271729946137E-001	4.498270526528359E-002	4.325151741504669E-001	-9.855626523494721E-002	4.438630044460297E-001	1.552642434835434E-001	
9.152333333333333E+008	3.661371469497681E-001	4.217527061700821E-002	3.657292425632477E-001	4.181337356567383E-002	4.320599138736725E-001	-1.019763499498367E-001	4.455395340919495E-001	1.521138101816177E-001	
9.156666666666666E+008	3.660288453102112E-001	3.901342675089836E-002	3.656400740146637E-001	3.878321498632431E-002	4.316361248493195E-001	-1.056516245007515E-001	4.469970464706421E-001	1.492425501346588E-001	
9.161000000000000E+008	3.659009635448456E-001	3.609646856784821E-002	3.655419945716858E-001	3.575099259614945E-002	4.311749935150147E-001	-1.088761463761330E-001	4.483829736709595E-001	1.462002396583557E-001	
9.165333333333333E+008	3.656469583511353E-001	3.316919878125191E-002	3.653648197650909E-001	3.271452710032463E-002	4.307726025581360E-001	-1.120947971940041E-001	4.497402310371399E-001	1.432459801435471E-001	
9.169666666666666E+008	3.655718266963959E-001	3.013665229082108E-002	3.650653660297394E-001	2.974961511790752E-002	4.302894175052643E-001	-1.154830604791641E-001	4.510824680328369E-001	1.401659250259399E-001	
9.174000000000000E+008	3.651189208030701E-001	2.678407728672028E-002	3.653704524040222E-001	2.683376148343086E-002	4.300517439842224E-001	-1.180806308984757E-001	4.521684050559998E-001	1.371150910854340E-001	
9.178333333333333E+008	3.647513985633850E-001	2.428738027811050E-002	3.646105825901032E-001	2.396394498646259E-002	4.296211600303650E-001	-1.216928511857987E-001	4.536013603210449E-001	1.342034190893173E-001	
9.182666666666666E+008	3.646729886531830E-001	2.138300612568855E-002	3.643112182617188E-001	2.090329676866531E-002	4.290303587913513E-001	-1.248478442430496E-001	4.548107683658600E-001	1.309259980916977E-001	
9.187000000000000E+008	3.642754256725311E-001	1.854420080780983E-002	3.639452457427979E-001	1.811378821730614E-002	4.285260438919067E-001	-1.277512460947037E-001	4.561114013195038E-001	1.280237734317780E-001	
9.191333333333333E+008	3.637852072715759E-001	1.577094383537769E-002	3.635236918926239E-001	1.541164238005877E-002	4.281944036483765E-001	-1.308029145002365E-001	4.572930335998535E-001	1.251773834228516E-001	
9.195666666666666E+008	3.634436428546906E-001	1.310600154101849E-002	3.630178272724152E-001	1.268321089446545E-002	4.279173612594605E-001	-1.338346600532532E-001	4.584645628929138E-001	1.218937262892723E-001	
9.200000000000000E+008	3.627237379550934E-001	1.040316652506590E-002	3.623048365116119E-001	1.004001498222351E-002	4.274078905582428E-001	-1.363647878170013E-001	4.597021937370300E-001	1.187625676393509E-001	
9.204333333333333E+008	3.625261187553406E-001	8.113930001854897E-003	3.622299134731293E-001	7.668804377317429E-003	4.268914163112640E-001	-1.398917585611343E-001	4.605421125888825E-001	1.154320910573006E-001	
9.208666666666666E+008	3.621836900711060E-001	5.532294046133757E-003	3.618472814559937E-001	5.065870005637407E-003	4.262479841709137E-001	-1.430457234382629E-001	4.615509808063507E-001	1.121548488736153E-001	
9.213000000000000E+008	3.617897927761078E-001	2.966243773698807E-003	3.615130186080933E-001	2.737938426434994E-003	4.254787862300873E-001	-1.462209224700928E-001	4.624064564704895E-001	1.089480593800545E-001	
9.217333333333333E+008	3.614714741706848E-001	5.247762310318649E-004	3.611472547054291E-001	2.678260498214513E-004	4.247861206531525E-001	-1.492737084627152E-001	4.632992148399353E-001	1.055886745452881E-001	
9.221666666666666E+008	3.613065183162689E-001	-1.837479416280985E-003	3.609826862812042E-001	-2.095747739076614E-003	4.240445196628571E-001	-1.524375677108765E-001	4.641187191009522E-001	1.022073552012444E-001	
9.226000000000000E+008	3.610314428806305E-001	-4.158551804721355E-003	3.608075082302094E-001	-4.657778423279524E-003	4.231473505496979E-001	-1.553748995065689E-001	4.647625386714935E-001	9.866258502006531E-002	
9.230333333333333E+008	3.608744144439697E-001	-6.630097981542349E-003	3.607361018657684E-001	-6.872017867863178E-003	4.221805930137634E-001	-1.583043783903122E-001	4.651233553886414E-001	9.574428200721741E-002	
9.234666666666666E+008	3.607214987277985E-001	-9.204516187310219E-003	3.605117201805115E-001	-9.365612640976906E-003	4.213618636131287E-001	-1.612032949924469E-001	4.656871855258942E-001	9.270165860652924E-002	
9.239000000000000E+008	3.605225980281830E-001	-1.177857164293528E-002	3.603659868240356E-001	-1.194019243121147E-002	4.204746484756470E-001	-1.643547415733337E-001	4.662238359451294E-001	8.918663114309311E-002	
9.243333333333333E+008	3.603763580322266E-001	-1.401554327458143E-002	3.600764572620392E-001	-1.434443611651659E-002	4.196191132068634E-001	-1.669705659151077E-001	4.666129946708679E-001	8.606407046318054E-002	
9.247666666666666E+008	3.602814674377441E-001	-1.667530648410320E-002	3.599961400032044E-001	-1.667560078203678E-002	4.186021685600281E-001	-1.701430231332779E-001	4.668537080287933E-001	8.307631313800812E-002	
9.252000000000000E+008	3.600410819053650E-001	-1.907387748360634E-002	3.597861528396606E-001	-1.927146129310131E-002	4.175322055816650E-001	-1.728363633155823E-001	4.670933485031128E-001	7.985500246286392E-002	
9.256333333333333E+008	3.598172366619110E-001	-2.170274406671524E-002	3.595274090766907E-001	-2.180242538452148E-002	4.164997339248657E-001	-1.758978664875031E-001	4.674344658851624E-001	7.677458971738815E-002	
9.260666666666666E+008	3.595654666423798E-001	-2.430704236030579E-002	3.594261407852173E-001	-2.422513067722321E-002	4.153338670730591E-001	-1.787180602550507E-001	4.676833152770996E-001	7.375106215476990E-002	
9.265000000000000E+008	3.594166338443756E-001	-2.661027386784554E-002	3.592419922351837E-001	-2.675908990204334E-002	4.141390323638916E-001	-1.814099103212357E-001	4.679093658924103E-001	7.044769078493118E-002	
9.269333333333333E+008	3.593287467956543E-001	-2.930832281708717E-002	3.591015636920929E-001	-2.923924475908279E-002	4.128254950046539E-001	-1.844660341739655E-001	4.680407047271729E-001	6.734477728605270E-002	
9.273666666666666E+008	3.592263162136078E-001	-3.181274980306625E-002	3.589697778224945E-001	-3.185025975108147E-002	4.114087224006653E-001	-1.870529204607010E-001	4.680477678775787E-001	6.427385658025742E-002	
9.278000000000000E+008	3.591640293598175E-001	-3.441140800714493E-002	3.589346110820770E-001	-3.460475802421570E-002	4.101503491401672E-001	-1.896296888589859E-001	4.682357609272003E-001	6.097995862364769E-002	
9.282333333333333E+008	3.591722548007965E-001	-3.713591024279594E-002	3.585017919540405E-001	-3.750399127602577E-002	4.084693193435669E-001	-1.923282891511917E-001	4.681980013847351E-001	5.857331305742264E-002	
9.286666666666666E+008	3.596559166908264E-001	-4.086263850331307E-002	3.583314120769501E-001	-4.002359881997109E-002	4.071544706821442E-001	-1.941018700599670E-001	4.686906635761261E-001	5.543401092290878E-002	
9.291000000000000E+008	3.587245643138886E-001	-4.241070523858070E-002	3.588176369667053E-001	-4.314992949366570E-002	4.056526422500610E-001	-1.972171068191528E-001	4.670671820640564E-001	5.222903192043304E-002	
9.295333333333333E+008	3.589062392711639E-001	-4.503784701228142E-002	3.586969673633575E-001	-4.581556469202042E-002	4.038495421409607E-001	-1.999022811651230E-001	4.675697386264801E-001	4.911278188228607E-002	
9.299666666666666E+008	3.585782945156097E-001	-4.920322820544243E-002	3.580882251262665E-001	-4.858322814106941E-002	4.025381505489349E-001	-2.014193534851074E-001	4.683625996112824E-001	4.563282057642937E-002	
9.304000000000000E+008	3.584745228290558E-001	-5.112994834780693E-002	3.580731451511383E-001	-5.134847015142441E-002	4.010192155838013E-001	-2.038084864616394E-001	4.679173231124878E-001	4.325129091739655E-002	
9.308333333333333E+008	3.577727973461151E-001	-5.415393412113190E-002	3.565829396247864E-001	-5.463029071688652E-002	3.999618887901306E-001	-2.059890478849411E-001	4.685133993625641E-001	4.136257991194725E-002	
9.312666666666666E+008	3.575887382030487E-001	-5.817283689975739E-002	3.575367927551270E-001	-5.750670284032822E-002	3.991742730140686E-001	-2.073620259761810E-001	4.676098227500916E-001	3.765759244561195E-002	
9.317000000000000E+008	3.575745224952698E-001	-6.080110371112824E-002	3.566842079162598E-001	-6.141978502273560E-002	3.975713849067688E-001	-2.093916833400726E-001	4.667170941829681E-001	3.569888323545456E-002	
9.321333333333333E+008	3.571477234363556E-001	-6.363113969564438E-002	3.563798367977142E-001	-6.370861083269119E-002	3.961671590805054E-001	-2.113028615713120E-001	4.678682982921600E-001	3.257906436920166E-002	
9.325666666666666E+008	3.557219803333283E-001	-6.723330169916153E-002	3.556864261627197E-001	-6.700475513935089E-002	3.951253592967987E-001	-2.135508209466934E-001	4.676252603530884E-001	2.975647710263729E-002	
9.330000000000000E+008	3.552687466144562E-001	-7.007873058319092E-002	3.549079298973084E-001	-7.013121992349625E-002	3.939861655235291E-001	-2.155211567878723E-001	4.678472280502319E-001	2.692314796149731E-002	
9.334333333333333E+008	3.543770611286163E-001	-7.331116497516632E-002	3.542279601097107E-001	-7.313968986272812E-002	3.930410444736481E-001	-2.170621603727341E-001	4.681496322154999E-001	2.444963715970516E-002	
9.338666666666666E+008	3.539037704467773E-001	-7.626523077487946E-002	3.532928228378296E-001	-7.628563046455383E-002	3.919712305068970E-001	-2.188197970390320E-001	4.684757292270660E-001	2.157239615917206E-002	
9.343000000000000E+008	3.525308072566986E-001	-7.934748381376267E-002	3.525217771530151E-001	-7.937362790107727E-002	3.910719752311707E-001	-2.209569215774536E-001	4.686930179595947E-001	1.885396614670754E-002	
9.347333333333333E+008	3.516070544719696E-001	-8.215304464101791E-002	3.515457510948181E-001	-8.217470347881317E-002	3.901481330394745E-001	-2.226387560367584E-001	4.689103066921234E-001	1.610466279089451E-002	
9.351666666666666E+008	3.507908880710602E-001	-8.510715514421463E-002	3.503783047199249E-001	-8.516899496316910E-002	3.891315162181854E-001	-2.245665341615677E-001	4.691805541515350E-001	1.375854853540659E-002	
9.356000000000000E+008	3.493587970733643E-001	-8.795502781867981E-002	3.490571081638336E-001	-8.783718198537827E-002	3.883799612522125E-001	-2.267246097326279E-001	4.702194631099701E-001	1.052930019795895E-002	
9.360333333333333E+008	3.481702506542206E-001	-9.097256511449814E-002	3.478900790214539E-001	-9.095506370067596E-002	3.872029185295105E-001	-2.288654893636704E-001	4.700093567371368E-001	6.975976750254631E-003	
9.364666666666666E+008	3.473662137985230E-001	-9.290297329425812E-002	3.467296659946442E-001	-9.376636147499085E-002	3.862182199954987E-001	-2.309729903936386E-001	4.701319932937622E-001	4.112453665584326E-003	
9.369000000000000E+008	3.455701768398285E-001	-9.601643681526184E-002	3.455725610256195E-001	-9.608670324087143E-002	3.855265974998474E-001	-2.331013083457947E-001	4.704432189464569E-001	7.797695579938591E-004	
9.373333333333333E+008	3.445057868957520E-001	-9.851372241973877E-002	3.444114327430725E-001	-9.899416565895081E-002	3.843459188938141E-001	-2.352520525455475E-001	4.705608487129211E-001	-2.456537913531065E-003	
9.377666666666666E+008	3.432424664497376E-001	-1.013649106025696E-001	3.431957066059113E-001	-1.015847176313400E-001	3.831520378589630E-001	-2.374982982873917E-001	4.706041514873505E-001	-5.574640817940235E-003	
9.382000000000000E+008	3.421595692634583E-001	-1.037235110998154E-001	3.420241177082062E-001	-1.038990020751953E-001	3.818483650684357E-001	-2.397201508283615E-001	4.705505967140198E-001	-9.083944372832775E-003	
9.386333333333333E+008	3.411163985729218E-001	-1.061663925647736E-001	3.409567177295685E-001	-1.064062863588333E-001	3.804719150066376E-001	-2.418498396873474E-001	4.701970219612122E-001	-1.252271421253681E-002	
9.390666666666666E+008	3.400388360023499E-001	-1.088058501482010E-001	3.400300741195679E-001	-1.090318709611893E-001	3.791554272174835E-001	-2.437634021043778E-001	4.700981676578522E-001	-1.560938358306885E-002	
9.395000000000000E+008	3.389811813831329E-001	-1.114345416426659E-001	3.388815522193909E-001	-1.116430088877678E-001	3.779534399509430E-001	-2.456234991550446E-001	4.697161018848419E-001	-1.863968558609486E-002	
9.399333333333333E+008	3.377519845962524E-001	-1.142905205488205E-001	3.376716673374176E-001	-1.143582686781883E-001	3.771304786205292E-001	-2.474707961082459E-001	4.695311784744263E-001	-2.181686088442802E-002	
9.403666666666666E+008	3.364233672618866E-001	-1.166854575276375E-001	3.361286818981171E-001	-1.170474290847778E-001	3.760402798652649E-001	-2.489909678697586E-001	4.692310988903046E-001	-2.478517033159733E-002	
9.408000000000000E+008	3.349884450435638E-001	-1.193172559142113E-001	3.349288403987885E-001	-1.195583119988442E-001	3.753183484077454E-001	-2.509155571460724E-001	4.691368639469147E-001	-2.819529175758362E-002	
9.412333333333333E+008	3.334065079689026E-001	-1.214850768446922E-001	3.333472311496735E-001	-1.217860877513886E-001	3.744028210639954E-001	-2.529865801334381E-001	4.688874781131744E-001	-3.137528151273727E-002	
9.416666666666666E+008	3.320645093917847E-001	-1.240220740437508E-001	3.320688307285309E-001	-1.240401491522789E-001	3.733091652393341E-001	-2.552067339420319E-001	4.685858488082886E-001	-3.464742377400398E-002	
9.421000000000000E+008	3.306305408477783E-001	-1.260883361101151E-001	3.310551345348358E-001	-1.264388710260391E-001	3.725528120994568E-001	-2.571294307708740E-001	4.680480360984802E-001	-3.800674155354500E-002	
9.425333333333333E+008	3.297977745532990E-001	-1.287435442209244E-001	3.293463289737701E-001	-1.291511952877045E-001	3.716078102588654E-001	-2.585726082324982E-001	4.677633643150330E-001	-4.034890979528427E-002	
9.429666666666666E+008	3.282805085182190E-001	-1.306201070547104E-001	3.283847570419312E-001	-1.309187263250351E-001	3.707803189754486E-001	-2.608564496040344E-001	4.671415388584137E-001	-4.421828314661980E-002	
9.434000000000000E+008	3.269587457180023E-001	-1.330785006284714E-001	3.270945847034454E-001	-1.332231163978577E-001	3.698608577251434E-001	-2.629015743732452E-001	4.666534960269928E-001	-4.734144359827042E-002	
9.438333333333333E+008	3.255609273910523E-001	-1.343519091606140E-001	3.254977464675903E-001	-1.340450942516327E-001	3.686439990997315E-001	-2.653726339340210E-001	4.675967097282410E-001	-5.155628174543381E-002	
9.442666666666666E+008	3.243089914321899E-001	-1.376279592514038E-001	3.243105411529541E-001	-1.377165019512177E-001	3.683590590953827E-001	-2.668818831443787E-001	4.654387235641480E-001	-5.363811179995537E-002	
9.447000000000000E+008	3.228412866592407E-001	-1.397557705640793E-001	3.230087161064148E-001	-1.400516927242279E-001	3.676514625549316E-001	-2.690816819667816E-001	4.649856090545654E-001	-5.672501400113106E-002	
9.451333333333333E+008	3.216315805912018E-001	-1.420249938964844E-001	3.216349482536316E-001	-1.424177139997482E-001	3.669029772281647E-001	-2.710809707641602E-001	4.642584621906281E-001	-6.017088517546654E-002	
