        Frequency                Csh=0.3/abs,dB
                  1164.9                      -2.4677936
                    1167                      -2.4600313
                  1169.1                      -2.4525503
                  1171.2                      -2.4453458
                  1173.3                      -2.4384187
                  1175.4                      -2.4317621
                  1177.5                      -2.4253746
                  1179.6                      -2.4192545
                  1181.7                      -2.4133966
                  1183.8                      -2.4077987
                  1185.9                      -2.4024595
                    1188                      -2.3973764
                  1190.1                      -2.3925451
                  1192.2                      -2.3879665
                  1194.3                      -2.3836347
                  1196.4                      -2.3795485
                  1198.5                      -2.3757069
                  1200.6                      -2.3721069
                  1202.7                      -2.3687459
                  1204.8                      -2.3656221
                  1206.9                      -2.3627328
                    1209                      -2.3600772
                  1211.1                      -2.3576521
                  1213.2                      -2.3554573
                  1215.3                      -2.3534889
                  1217.4                      -2.3517461
                  1219.5                      -2.3502268
                  1221.6                      -2.3489286
                  1223.7                      -2.3478515
                  1225.8                      -2.3469906
                  1227.9                      -2.3463469
                    1230                      -2.3459174
                  1232.1                       -2.345701
                  1234.2                       -2.345695
                  1236.3                      -2.3458987
                  1238.4                      -2.3463092
                  1240.5                      -2.3469272
                  1242.6                      -2.3477481
                  1244.7                      -2.3487726
                  1246.8                      -2.3499985
                  1248.9                      -2.3514237
                    1251                       -2.353047
                  1253.1                      -2.3548673
                  1255.2                      -2.3568828
                  1257.3                      -2.3590921
                  1259.4                      -2.3614944
                  1261.5                      -2.3640872
                  1263.6                      -2.3668695
                  1265.7                      -2.3698407
                  1267.8                      -2.3729997
                  1269.9                      -2.3763436
                    1272                      -2.3798728
                  1274.1                      -2.3835859
                  1276.2                      -2.3874819
                  1278.3                      -2.3915587
                  1280.4                      -2.3958164
                  1282.5                       -2.400254
                  1284.6                      -2.4048702
                  1286.7                      -2.4096638
                  1288.8                      -2.4146352
                  1290.9                      -2.4197834
                    1293                      -2.4251063
                  1295.1                      -2.4306048
                  1297.2                      -2.4362783
                  1299.3                      -2.4421255
                  1301.4                      -2.4481471
                  1303.5                      -2.4543417
                  1305.6                      -2.4607099
                  1307.7                      -2.4672506
                  1309.8                      -2.4739639
                  1311.9                      -2.4808505
                    1314                      -2.4879099
                  1316.1                      -2.4951426
                  1318.2                      -2.5025484
                  1320.3                      -2.5101274
                  1322.4                      -2.5178802
                  1324.5                      -2.5258077
                  1326.6                      -2.5339095
                  1328.7                      -2.5421867
                  1330.8                      -2.5506402
                  1332.9                      -2.5592709
                    1335                      -2.5680788
                  1337.1                      -2.5770655
                  1339.2                      -2.5862318
                  1341.3                      -2.5955785
                  1343.4                      -2.6051078
                  1345.5                      -2.6148199
                  1347.6                      -2.6247164
                  1349.7                       -2.634799
                  1351.8                      -2.6450689
                  1353.9                      -2.6555282
                    1356                      -2.6661777
                  1358.1                      -2.6770198
                  1360.2                      -2.6880561
                  1362.3                      -2.6992882
                  1364.4                      -2.7107182
                  1366.5                      -2.7223482
                  1368.6                      -2.7341801
                  1370.7                      -2.7462163
                  1372.8                      -2.7584588
                  1374.9                      -2.7709097
                    1377                      -2.7835717
                  1379.1                      -2.7964463
                  1381.2                      -2.8095366
                  1383.3                      -2.8228448
                  1385.4                       -2.836373
                  1387.5                      -2.8501245
                  1389.6                      -2.8641015
                  1391.7                      -2.8783067
                  1393.8                      -2.8927423
                  1395.9                      -2.9074111
                    1398                      -2.9223159
                  1400.1                      -2.9374597
                  1402.2                      -2.9528444
                  1404.3                       -2.968474
                  1406.4                      -2.9843504
                  1408.5                      -3.0004769
                  1410.6                      -3.0168557
                  1412.7                      -3.0334896
                  1414.8                      -3.0503827
                  1416.9                      -3.0675369
                    1419                      -3.0849553
                  1421.1                      -3.1026409
                  1423.2                      -3.1205966
                  1425.3                      -3.1388253
                  1427.4                      -3.1573303
                  1429.5                       -3.176114
                  1431.6                      -3.1951803
                  1433.7                      -3.2145319
                  1435.8                      -3.2341714
                  1437.9                      -3.2541032
                    1440                      -3.2743296
                  1442.1                      -3.2948547
                  1444.2                      -3.3156813
                  1446.3                      -3.3368118
                  1448.4                      -3.3582512
                  1450.5                      -3.3800027
                  1452.6                      -3.4020692
                  1454.7                      -3.4244553
                  1456.8                      -3.4471647
                  1458.9                      -3.4702016
                    1461                        -3.49357
                  1463.1                      -3.5172719
                  1465.2                      -3.5413146
                  1467.3                      -3.5657015
                  1469.4                      -3.5904358
                  1471.5                       -3.615525
                  1473.6                       -3.640973
                  1475.7                      -3.6667849
                  1477.8                      -3.6929662
                  1479.9                      -3.7195221
                    1482                      -3.7464605
                  1484.1                       -3.773786
                  1486.2                       -3.801505
                  1488.3                      -3.8296255
                  1490.4                      -3.8581548
                  1492.5                         -3.8871
                  1494.6                       -3.916469
                  1496.7                      -3.9462697
                  1498.8                      -3.9765123
                  1500.9                      -4.0072042
                    1503                      -4.0383569
                  1505.1                        -4.06998
                  1507.2                      -4.1020833
                  1509.3                      -4.1346785
                  1511.4                      -4.1677771
                  1513.5                      -4.2013909
                  1515.6                      -4.2355344
                  1517.7                      -4.2702206
                  1519.8                      -4.3054623
                  1521.9                      -4.3412758
                    1524                      -4.3776767
                  1526.1                      -4.4146803
                  1528.2                      -4.4523038
                  1530.3                      -4.4905635
                  1532.4                      -4.5294813
                  1534.5                      -4.5690757
                  1536.6                      -4.6093636
                  1538.7                      -4.6503692
                  1540.8                      -4.6921144
                  1542.9                      -4.7346214
                    1545                      -4.7779165
                  1547.1                      -4.8220181
                  1549.2                      -4.8669591
                  1551.3                      -4.9127624
                  1553.4                      -4.9594555
                  1555.5                      -5.0070724
                  1557.6                      -5.0556388
                  1559.7                      -5.1051883
                  1561.8                      -5.1557541
                  1563.9                      -5.2073663
                    1566                      -5.2600643
                  1568.1                      -5.3138848
                  1570.2                       -5.368862
                  1572.3                      -5.4250402
                  1574.4                       -5.482458
                  1576.5                      -5.5411571
                  1578.6                      -5.6011835
                  1580.7                      -5.6625792
                  1582.8                      -5.7253938
                  1584.9                      -5.7896811
                    1587                      -5.8554835
                  1589.1                      -5.9228579
                  1591.2                      -5.9918593
                  1593.3                       -6.062545
                  1595.4                       -6.134971
                  1597.5                      -6.2091951
                  1599.6                      -6.2852896
                  1601.7                      -6.3633132
                  1603.8                      -6.4433318
                  1605.9                      -6.5254238
                    1608                      -6.6096598
                  1610.1                      -6.6961105
                  1612.2                      -6.7848587
                  1614.3                      -6.8759811
                  1616.4                      -6.9695679
                  1618.5                      -7.0657061
                  1620.6                      -7.1644798
                  1622.7                      -7.2659982
                  1624.8                      -7.3703474
                  1626.9                      -7.4776382
                    1629                      -7.5879782
                  1631.1                      -7.7014623
                  1633.2                      -7.8182222
                  1635.3                      -7.9383762
                  1637.4                       -8.062042
                  1639.5                      -8.1893638
                  1641.6                      -8.3204667
                  1643.7                      -8.4555016
                  1645.8                      -8.5946179
                  1647.9                      -8.7379527
                    1650                      -8.8856976
                  1652.1                      -9.0380127
                  1654.2                      -9.1950626
                  1656.3                      -9.3570547
                  1658.4                      -9.5241834
                  1660.5                      -9.6966451
                  1662.6                      -9.8746651
                  1664.7                      -10.058461
                  1666.8                      -10.248285
                  1668.9                      -10.444385
                    1671                       -10.64703
                  1673.1                       -10.85649
                  1675.2                      -11.073071
                  1677.3                      -11.297072
                  1679.4                      -11.528817
                  1681.5                      -11.768649
                  1683.6                      -12.016938
                  1685.7                      -12.274055
                  1687.8                      -12.540373
                  1689.9                      -12.816337
                    1692                       -13.10235
                  1694.1                      -13.398851
                  1696.2                      -13.706283
                  1698.3                      -14.025079
                  1700.4                      -14.355708
                  1702.5                       -14.69857
                  1704.6                      -15.054035
                  1706.7                      -15.422455
                  1708.8                      -15.804036
                  1710.9                      -16.198857
                    1713                      -16.606805
                  1715.1                      -17.027398
                  1717.2                      -17.459841
                  1719.3                      -17.902736
                  1721.4                      -18.353855
                  1723.5                      -18.810087
                  1725.6                      -19.266896
                  1727.7                      -19.718174
                  1729.8                      -20.155863
                  1731.9                      -20.569752
                    1734                       -20.94762
                  1736.1                      -21.275509
                  1738.2                        -21.5389
                  1740.3                      -21.724352
                  1742.4                       -21.82146
                  1744.5                      -21.824754
                  1746.6                      -21.734822
                  1748.7                      -21.558181
                  1750.8                      -21.305932
                  1752.9                      -20.991879
                    1755                      -20.630503
                  1757.1                      -20.235453
                  1759.2                      -19.818592
                  1761.3                      -19.389679
                  1763.4                      -18.956352
                  1765.5                      -18.524391
                  1767.6                      -18.097944
                  1769.7                      -17.679988
                  1771.8                      -17.272529
                  1773.9                      -16.876798
                    1776                      -16.493549
                  1778.1                      -16.123117
                  1780.2                      -15.765591
                  1782.3                      -15.420865
                  1784.4                      -15.088638
                  1786.5                      -14.768577
                  1788.6                      -14.460308
                  1790.7                      -14.163368
                  1792.8                       -13.87733
                  1794.9                      -13.601737
                    1797                      -13.336132
                  1799.1                      -13.080119
                  1801.2                      -12.833232
                  1803.3                      -12.595082
                  1805.4                      -12.365294
                  1807.5                      -12.143473
                  1809.6                      -11.929275
                  1811.7                      -11.722373
                  1813.8                      -11.522447
                  1815.9                      -11.329213
                    1818                      -11.142358
                  1820.1                      -10.961635
                  1822.2                      -10.786783
                  1824.3                      -10.617565
                  1826.4                      -10.453754
                  1828.5                      -10.295141
                  1830.6                      -10.141521
                  1832.7                      -9.9927125
                  1834.8                      -9.8485094
                  1836.9                      -9.7087522
                    1839                      -9.5732947
                  1841.1                      -9.4419642
                  1843.2                      -9.3146147
                  1845.3                      -9.1911146
                  1847.4                      -9.0713296
                  1849.5                      -8.9551434
                  1851.6                      -8.8424151
                  1853.7                      -8.7330436
                  1855.8                      -8.6269287
                  1857.9                      -8.5239509
                    1860                      -8.4240217
                  1862.1                      -8.3270456
                  1864.2                      -8.2329309
                  1866.3                      -8.1416032
                  1868.4                      -8.0529646
                  1870.5                      -7.9669428
                  1872.6                      -7.8834695
                  1874.7                      -7.8024629
                  1876.8                      -7.7238571
                  1878.9                      -7.6475855
                    1881                      -7.5735902
                  1883.1                      -7.5018125
                  1885.2                      -7.4321852
                  1887.3                      -7.3646565
                  1889.4                      -7.2991747
                  1891.5                      -7.2356827
                  1893.6                      -7.1741337
                  1895.7                      -7.1144791
                  1897.8                      -7.0566725
                  1899.9                       -7.000674
                    1902                      -6.9464319
                  1904.1                      -6.8939085
                  1906.2                      -6.8430691
                  1908.3                      -6.7938667
                  1910.4                      -6.7462679
                  1912.5                      -6.7002362
                  1914.6                      -6.6557368
                  1916.7                      -6.6127384
                  1918.8                      -6.5712025
                  1920.9                      -6.5310981
                    1923                      -6.4924032
                  1925.1                      -6.4550789
                  1927.2                      -6.4191009
                  1929.3                      -6.3844387
                  1931.4                       -6.351067
                  1933.5                      -6.3189607
                  1935.6                      -6.2880921
                  1937.7                      -6.2584347
                  1939.8                      -6.2299693
                  1941.9                      -6.2026669
                    1944                      -6.1765071
                  1946.1                      -6.1514686
                  1948.2                      -6.1275275
                  1950.3                      -6.1046658
                  1952.4                       -6.082858
                  1954.5                      -6.0620869
                  1956.6                      -6.0423323
                  1958.7                      -6.0235729
                  1960.8                      -6.0057905
                  1962.9                      -5.9889655
                    1965                       -5.973081
                  1967.1                       -5.958119
                  1969.2                      -5.9440591
                  1971.3                      -5.9308845
                  1973.4                       -5.918578
                  1975.5                      -5.9071209
                  1977.6                      -5.8964962
                  1979.7                      -5.8866871
                  1981.8                       -5.877676
                  1983.9                      -5.8694468
                    1986                      -5.8619809
                  1988.1                      -5.8552608
                  1990.2                      -5.8492714
                  1992.3                      -5.8439942
                  1994.4                       -5.839412
                  1996.5                      -5.8355074
                  1998.6                      -5.8322636
                  2000.7                      -5.8296634
                  2002.8                      -5.8276883
                  2004.9                      -5.8263207
                    2007                      -5.8255435
                  2009.1                      -5.8253376
                  2011.2                      -5.8256866
                  2013.3                      -5.8265701
                  2015.4                      -5.8279711
                  2017.5                      -5.8298702
                  2019.6                      -5.8322485
                  2021.7                      -5.8350877
                  2023.8                      -5.8383677
                  2025.9                      -5.8420696
                    2028                      -5.8461746
                  2030.1                      -5.8506618
                  2032.2                       -5.855512
                  2034.3                      -5.8607053
                  2036.4                      -5.8662229
                  2038.5                      -5.8720435
                  2040.6                      -5.8781464
                  2042.7                      -5.8845144
                  2044.8                      -5.8911242
                  2046.9                      -5.8979588
                    2049                      -5.9049968
                  2051.1                      -5.9122182
                  2053.2                      -5.9196041
                  2055.3                      -5.9271351
                  2057.4                      -5.9347909
                  2059.5                      -5.9425533
                  2061.6                      -5.9504049
                  2063.7                       -5.958327
                  2065.8                      -5.9662994
                  2067.9                      -5.9743075
                    2070                      -5.9823333
                  2072.1                      -5.9903596
                  2074.2                      -5.9983722
                  2076.3                      -6.0063561
                  2078.4                      -6.0142931
                  2080.5                      -6.0221709
                  2082.6                      -6.0299784
                  2084.7                      -6.0377003
                  2086.8                      -6.0453248
                  2088.9                       -6.052843
                    2091                      -6.0602423
                  2093.1                      -6.0675138
                  2095.2                       -6.074649
                  2097.3                      -6.0816391
                  2099.4                      -6.0884789
                  2101.5                      -6.0951606
                  2103.6                      -6.1016803
                  2105.7                      -6.1080301
                  2107.8                      -6.1142114
                  2109.9                      -6.1202169
                    2112                      -6.1260471
                  2114.1                      -6.1316986
                  2116.2                      -6.1371733
                  2118.3                      -6.1424703
                  2120.4                      -6.1475894
                  2122.5                      -6.1525341
                  2124.6                      -6.1573042
                  2126.7                      -6.1619069
                  2128.8                      -6.1663402
                  2130.9                      -6.1706124
                    2133                      -6.1747261
                  2135.1                      -6.1786865
                  2137.2                      -6.1824989
                  2139.3                      -6.1861697
                  2141.4                      -6.1897037
                  2143.5                      -6.1931063
                  2145.6                      -6.1963848
                  2147.7                      -6.1995472
                  2149.8                      -6.2025971
                  2151.9                       -6.205544
                    2154                      -6.2083933
                  2156.1                      -6.2111523
                  2158.2                       -6.213826
                  2160.3                      -6.2164228
                  2162.4                      -6.2189454
                  2164.5                      -6.2214047
                  2166.6                      -6.2238041
                  2168.7                      -6.2261468
                  2170.8                      -6.2284415
                  2172.9                      -6.2306923
                    2175                      -6.2329009
                  2177.1                      -6.2350748
                  2179.2                      -6.2372129
                  2181.3                      -6.2393244
                  2183.4                      -6.2414077
                  2185.5                      -6.2434647
                  2187.6                      -6.2454981
                  2189.7                      -6.2475104
                  2191.8                      -6.2494971
                  2193.9                       -6.251463
                    2196                      -6.2534055
                  2198.1                      -6.2553251
                  2200.2                       -6.257216
                  2202.3                      -6.2590806
                  2204.4                      -6.2609155
                  2206.5                      -6.2627138
                  2208.6                      -6.2644762
                  2210.7                      -6.2661963
                  2212.8                      -6.2678682
                  2214.9                      -6.2694911
                    2217                      -6.2710572
                  2219.1                      -6.2725587
                  2221.2                      -6.2739947
                  2223.3                      -6.2753537
                  2225.4                      -6.2766347
                  2227.5                      -6.2778265
                  2229.6                      -6.2789228
                  2231.7                      -6.2799155
                  2233.8                      -6.2808032
                  2235.9                      -6.2815716
                    2238                        -6.28222
                  2240.1                      -6.2827362
                  2242.2                      -6.2831164
                  2244.3                      -6.2833528
                  2246.4                      -6.2834374
                  2248.5                      -6.2833653
                  2250.6                        -6.28313
                  2252.7                      -6.2827254
                  2254.8                      -6.2821482
                  2256.9                      -6.2813877
                    2259                      -6.2804437
                  2261.1                      -6.2793116
                  2263.2                       -6.277985
                  2265.3                      -6.2764604
                  2267.4                      -6.2747366
                  2269.5                      -6.2728108
                  2271.6                      -6.2706836
                  2273.7                        -6.26835
                  2275.8                      -6.2658079
                  2277.9                        -6.26306
                    2280                      -6.2601067
                  2282.1                       -6.256947
                  2284.2                      -6.2535859
                  2286.3                        -6.25002
                  2288.4                      -6.2462603
                  2290.5                      -6.2423013
                  2292.6                        -6.23815
                  2294.7                      -6.2338117
                  2296.8                      -6.2292909
                  2298.9                      -6.2245908
                    2301                      -6.2197188
                  2303.1                      -6.2146799
                  2305.2                      -6.2094818
                  2307.3                      -6.2041271
                  2309.4                      -6.1986282
                  2311.5                      -6.1929878
                  2313.6                      -6.1872174
                  2315.7                      -6.1813189
                  2317.8                      -6.1753059
                  2319.9                      -6.1691815
                    2322                      -6.1629552
                  2324.1                      -6.1566411
                  2326.2                      -6.1502369
                  2328.3                      -6.1437561
                  2330.4                      -6.1372022
                  2332.5                      -6.1305881
                  2334.6                      -6.1239146
                  2336.7                      -6.1171962
                  2338.8                      -6.1104343
                  2340.9                      -6.1036395
                    2343                      -6.0968111
                  2345.1                      -6.0899634
                  2347.2                      -6.0830912
                  2349.3                      -6.0762123
                  2351.4                      -6.0693197
                  2353.5                      -6.0624243
                  2355.6                       -6.055524
                  2357.7                      -6.0486308
                  2359.8                      -6.0417351
                  2361.9                      -6.0348501
                    2364                      -6.0279694
                  2366.1                      -6.0210945
                  2368.2                      -6.0142303
                  2370.3                      -6.0073722
                  2372.4                      -6.0005235
                  2374.5                      -5.9936782
                  2376.6                      -5.9868368
                  2378.7                      -5.9799931
                  2380.8                      -5.9731506
                  2382.9                      -5.9662991
                    2385                      -5.9594414
                  2387.1                      -5.9525644
                  2389.2                      -5.9456753
                  2391.3                      -5.9387577
                  2393.4                      -5.9318113
                  2395.5                      -5.9248279
                  2397.6                      -5.9178041
                  2399.7                       -5.910731
                  2401.8                      -5.9036027
                  2403.9                      -5.8964127
                    2406                      -5.8891552
                  2408.1                      -5.8818218
                  2410.2                       -5.874406
                  2412.3                       -5.866897
                  2414.4                      -5.8592953
                  2416.5                      -5.8515875
                  2418.6                      -5.8437704
                  2420.7                      -5.8358365
                  2422.8                      -5.8277772
                  2424.9                      -5.8195925
                    2427                      -5.8112697
                  2429.1                      -5.8028073
                  2431.2                      -5.7941958
                  2433.3                       -5.785438
                  2435.4                       -5.776525
                  2437.5                      -5.7674547
                  2439.6                      -5.7582231
                  2441.7                      -5.7488253
                  2443.8                      -5.7392639
                  2445.9                      -5.7295347
                    2448                      -5.7196345
                  2450.1                      -5.7095669
                  2452.2                      -5.6993334
                  2454.3                      -5.6889297
                  2456.4                      -5.6783609
                  2458.5                      -5.6676298
                  2460.6                      -5.6567352
                  2462.7                       -5.645683
                  2464.8                      -5.6344788
                  2466.9                      -5.6231227
                    2469                      -5.6116228
                  2471.1                      -5.5999855
                  2473.2                      -5.5882172
                  2475.3                      -5.5763208
                  2477.4                      -5.5643064
                  2479.5                      -5.5521789
                  2481.6                      -5.5399502
                  2483.7                      -5.5276243
                  2485.8                      -5.5152106
                  2487.9                      -5.5027208
                    2490                      -5.4901589
                  2492.1                      -5.4775422
                  2494.2                      -5.4648729
                  2496.3                      -5.4521613
                  2498.4                      -5.4394188
                  2500.5                      -5.4266553
                  2502.6                       -5.413876
                  2504.7                      -5.4010969
                  2506.8                      -5.3883236
                  2508.9                       -5.375566
                    2511                      -5.3628313
                  2513.1                      -5.3501313
                  2515.2                      -5.3374697
                  2517.3                      -5.3248596
                  2519.4                      -5.3123052
                  2521.5                      -5.2998174
                  2523.6                       -5.287397
                  2525.7                      -5.2750606
                  2527.8                      -5.2628027
                  2529.9                      -5.2506375
                    2532                      -5.2385636
                  2534.1                      -5.2265881
                  2536.2                      -5.2147138
                  2538.3                      -5.2029454
                  2540.4                      -5.1912867
                  2542.5                      -5.1797351
                  2544.6                      -5.1682951
                  2546.7                      -5.1569646
                  2548.8                       -5.145747
                  2550.9                      -5.1346391
                    2553                      -5.1236402
                  2555.1                      -5.1127475
                  2557.2                      -5.1019624
                  2559.3                      -5.0912777
                  2561.4                      -5.0806907
                  2563.5                      -5.0701969
                  2565.6                      -5.0597912
                  2567.7                      -5.0494676
                  2569.8                      -5.0392261
                  2571.9                      -5.0290521
                    2574                      -5.0189444
                  2576.1                      -5.0088939
                  2578.2                      -4.9988925
                  2580.3                      -4.9889349
                  2582.4                      -4.9790126
                  2584.5                      -4.9691167
                  2586.6                      -4.9592395
                  2588.7                      -4.9493725
                  2590.8                      -4.9395067
                  2592.9                      -4.9296341
                    2595                      -4.9197457
                  2597.1                      -4.9098331
                  2599.2                      -4.8998898
                  2601.3                      -4.8899074
                  2603.4                      -4.8798739
                  2605.5                      -4.8697893
                  2607.6                      -4.8596419
                  2609.7                      -4.8494252
                  2611.8                        -4.83913
                  2613.9                      -4.8287546
                    2616                      -4.8182927
                  2618.1                      -4.8077388
                  2620.2                      -4.7970892
                  2622.3                      -4.7863385
                  2624.4                      -4.7754848
                  2626.5                      -4.7645263
                  2628.6                      -4.7534616
                  2630.7                      -4.7422863
                  2632.8                      -4.7310033
                  2634.9                       -4.719612
                    2637                      -4.7081127
                  2639.1                      -4.6965085
                  2641.2                      -4.6848045
                  2643.3                      -4.6729971
                  2645.4                      -4.6610963
                  2647.5                      -4.6491048
                  2649.6                      -4.6370281
                  2651.7                      -4.6248718
                  2653.8                      -4.6126455
                  2655.9                      -4.6003535
                    2658                      -4.5880036
                  2660.1                       -4.575612
                  2662.2                      -4.5631773
                  2664.3                      -4.5507154
                  2666.4                      -4.5382346
                  2668.5                      -4.5257467
                  2670.6                      -4.5132592
                  2672.7                      -4.5007886
                  2674.8                      -4.4883427
                  2676.9                      -4.4759351
                    2679                      -4.4635746
                  2681.1                      -4.4512778
                  2683.2                      -4.4390506
                  2685.3                      -4.4269119
                  2687.4                      -4.4148665
                  2689.5                      -4.4029314
                  2691.6                      -4.3911137
                  2693.7                      -4.3794295
                  2695.8                      -4.3678839
                  2697.9                      -4.3564911
                    2700                      -4.3452588

        Frequency                Csh=0.9/abs,dB
----------------------------------------------------------------------
                     600                    -0.088920117
                   602.1                    -0.093659352
                   604.2                    -0.098646058
                   606.3                     -0.10389067
                   608.4                     -0.10940296
                   610.5                     -0.11519276
                   612.6                     -0.12126891
                   614.7                     -0.12764042
                   616.8                     -0.13431548
                   618.9                     -0.14130115
                     621                     -0.14860373
                   623.1                     -0.15622857
                   625.2                      -0.1641801
                   627.3                     -0.17246086
                   629.4                     -0.18107233
                   631.5                     -0.19001476
                   633.6                     -0.19928662
                   635.7                     -0.20888527
                   637.8                     -0.21880569
                   639.9                     -0.22904232
                     642                     -0.23958783
                   644.1                     -0.25043388
                   646.2                     -0.26157045
                   648.3                     -0.27298728
                   650.4                     -0.28467328
                   652.5                     -0.29661715
                   654.6                     -0.30880679
                   656.7                     -0.32123107
                   658.8                     -0.33388077
                   660.9                     -0.34674526
                     663                     -0.35981555
                   665.1                     -0.37308599
                   667.2                     -0.38655184
                   669.3                     -0.40021121
                   671.4                      -0.4140645
                   673.5                      -0.4281129
                   675.6                     -0.44236429
                   677.7                     -0.45682812
                   679.8                     -0.47151458
                   681.9                     -0.48643975
                     684                     -0.50162302
                   686.1                     -0.51708675
