        Frequency                Csh=0.3/abs,dB
                   828.9                      -8.9980552
                     831                      -9.3923839
                   833.1                      -9.8049607
                   835.2                      -10.237246
                   837.3                      -10.690909
                   839.4                      -11.167922
                   841.5                      -11.670573
                   843.6                      -12.201576
                   845.7                      -12.764135
                   847.8                      -13.362101
                   849.9                      -14.000166
                     852                      -14.684067
                   854.1                      -15.420951
                   856.2                      -16.219823
                   858.3                      -17.092336
                   860.4                       -18.05382
                   862.5                      -19.125027
                   864.6                      -20.334933
                   866.7                      -21.725851
                   868.8                      -23.362769
                   870.9                      -25.352384
                     873                      -27.886934
                   875.1                      -31.354195
                   877.2                      -36.550275
                   879.3                      -40.780939
                   881.4                      -35.111431
                   883.5                       -30.53175
                   885.6                      -27.440652
                   887.7                      -25.154453
                   889.8                      -23.351987
                   891.9                      -21.869223
                     894                      -20.612793
                   896.1                      -19.524641
                   898.2                      -18.566538
                   900.3                      -17.711825
                   902.4                      -16.941265
                   904.5                      -16.240567
                   906.6                      -15.598834
                   908.7                      -15.007437
                   910.8                      -14.459604
                   912.9                      -13.949806
                     915                      -13.473548
                   917.1                      -13.027045
                   919.2                      -12.607164
                   921.3                      -12.211251
                   923.4                      -11.837011
                   925.5                      -11.482471
                   927.6                      -11.145962
                   929.7                      -10.825963
                   931.8                        -10.5212
                   933.9                      -10.230505
                     936                      -9.9528635
                   938.1                      -9.6873548
                   940.2                      -9.4331793
                   942.3                      -9.1895939
                   944.4                      -8.9559365
                   946.5                      -8.7316092
                   948.6                      -8.5160765
                   950.7                      -8.3088402
                   952.8                      -8.1094358
                   954.9                       -7.917456
                     957                      -7.7325198
                   959.1                      -7.5542683
                   961.2                      -7.3823721
                   963.3                      -7.2165344
                   965.4                      -7.0564766
                   967.5                      -6.9019268
                   969.6                      -6.7526486
                   971.7                        -6.60841
                   973.8                      -6.4689966
                   975.9                      -6.3342083
                     978                      -6.2038526
                   980.1                      -6.0777519
                   982.2                      -5.9557436
                   984.3                      -5.8376627
                   986.4                      -5.7233585
                   988.5                       -5.612683
                   990.6                      -5.5055143
                   992.7                      -5.4017141
                   994.8                      -5.3011611
                   996.9                      -5.2037371
                     999                      -5.1093339
                  1001.1                      -5.0178437
                  1003.2                      -4.9291618
                  1005.3                      -4.8431972
                  1007.4                      -4.7598517
                  1009.5                      -4.6790353
                  1011.6                      -4.6006638
                  1013.7                      -4.5246577
                  1015.8                      -4.4509356
                  1017.9                      -4.3794242
                    1020                      -4.3100471
                  1022.1                      -4.2427356
                  1024.2                      -4.1774233
                  1026.3                      -4.1140489
                  1028.4                      -4.0525417
                  1030.5                      -3.9928494
                  1032.6                      -3.9349084
                  1034.7                      -3.8786693
                  1036.8                      -3.8240711
                  1038.9                      -3.7710671
                    1041                      -3.7196042
                  1043.1                      -3.6696371
                  1045.2                      -3.6211162
                  1047.3                      -3.5739995
                  1049.4                      -3.5282449
                  1051.5                      -3.4838053
                  1053.6                      -3.4406428
                  1055.7                      -3.3987202
                  1057.8                      -3.3580003
                  1059.9                      -3.3184425
                    1062                      -3.2800145
                  1064.1                      -3.2426831
                  1066.2                      -3.2064125
                  1068.3                      -3.1711767
                  1070.4                      -3.1369409
                  1072.5                      -3.1036763
                  1074.6                       -3.071355
                  1076.7                      -3.0399502
                  1078.8                      -3.0094334
                  1080.9                      -2.9797814
                    1083                      -2.9509708
                  1085.1                      -2.9229708
                  1087.2                       -2.895766
                  1089.3                      -2.8693314
                  1091.4                      -2.8436465
                  1093.5                      -2.8186902
                  1095.6                      -2.7944435
                  1097.7                      -2.7708841
                  1099.8                      -2.7479985
                  1101.9                      -2.7257649
                    1104                      -2.7041668
                  1106.1                      -2.6831892
                  1108.2                      -2.6628153
                  1110.3                      -2.6430316
                  1112.4                      -2.6238205
                  1114.5                      -2.6051693
                  1116.6                      -2.5870638
                  1118.7                      -2.5694909
                  1120.8                      -2.5524383
                  1122.9                      -2.5358943
                    1125                      -2.5198453
                  1127.1                      -2.5042834
                  1129.2                      -2.4891935
                  1131.3                      -2.4745682
                  1133.4                      -2.4603969
                  1135.5                      -2.4466692
                  1137.6                      -2.4333774
                  1139.7                      -2.4205107
                  1141.8                      -2.4080607
                  1143.9                      -2.3960219
                    1146                      -2.3843838
                  1148.1                       -2.373139
                  1150.2                      -2.3622809
                  1152.3                      -2.3518026
                  1154.4                      -2.3416975
                  1156.5                      -2.3319584
                  1158.6                      -2.3225792
                  1160.7                      -2.3135552
                  1162.8                      -2.3048776
                  1164.9                      -2.2965458
                    1167                       -2.288551
                  1169.1                       -2.280889
                  1171.2                      -2.2735535
                  1173.3                      -2.2665436
                  1175.4                      -2.2598511
                  1177.5                      -2.2534735
                  1179.6                      -2.2474072
                  1181.7                      -2.2416464
                  1183.8                      -2.2361877
                  1185.9                      -2.2310284
                    1188                      -2.2261649
                  1190.1                      -2.2215924
                  1192.2                      -2.2173104
                  1194.3                      -2.2133126
                  1196.4                       -2.209597
                  1198.5                      -2.2061616
                  1200.6                      -2.2030032
                  1202.7                      -2.2001183
                  1204.8                      -2.1975047
                  1206.9                      -2.1951592
                    1209                      -2.1930807
                  1211.1                      -2.1912655
                  1213.2                       -2.189713
                  1215.3                      -2.1884192
                  1217.4                      -2.1873828
                  1219.5                      -2.1866016
                  1221.6                      -2.1860732
                  1223.7                      -2.1857973
                  1225.8                      -2.1857692
                  1227.9                      -2.1859893
                    1230                       -2.186455
                  1232.1                      -2.1871652
                  1234.2                       -2.188117
                  1236.3                      -2.1893099
                  1238.4                      -2.1907413
                  1240.5                      -2.1924117
                  1242.6                       -2.194317
                  1244.7                      -2.1964576
                  1246.8                      -2.1988319
                  1248.9                      -2.2014379
                    1251                      -2.2042746
                  1253.1                      -2.2073414
                  1255.2                      -2.2106364
                  1257.3                      -2.2141588
                  1259.4                      -2.2179078
                  1261.5                      -2.2218814
                  1263.6                      -2.2260791
                  1265.7                      -2.2305005
                  1267.8                      -2.2351447
                  1269.9                      -2.2400095
                    1272                      -2.2450955
                  1274.1                      -2.2504016
                  1276.2                      -2.2559274
                  1278.3                       -2.261671
                  1280.4                      -2.2676332
                  1282.5                      -2.2738131
                  1284.6                      -2.2802099
                  1286.7                       -2.286823
                  1288.8                      -2.2936529
                  1290.9                      -2.3006994
                    1293                      -2.3079606
                  1295.1                      -2.3154375
                  1297.2                      -2.3231306
                  1299.3                      -2.3310385
                  1301.4                      -2.3391623
                  1303.5                      -2.3475013
                  1305.6                      -2.3560564
                  1307.7                      -2.3648268
                  1309.8                       -2.373813
                  1311.9                       -2.383016
                    1314                      -2.3924359
                  1316.1                      -2.4020735
                  1318.2                      -2.4119285
                  1320.3                      -2.4220019
                  1322.4                      -2.4322944
                  1324.5                      -2.4428072
                  1326.6                      -2.4535401
                  1328.7                      -2.4644943
                  1330.8                      -2.4756714
                  1332.9                      -2.4870726
                    1335                      -2.4986975
                  1337.1                      -2.5105483
                  1339.2                      -2.5226258
                  1341.3                       -2.534931
                  1343.4                      -2.5474664
                  1345.5                      -2.5602317
                  1347.6                      -2.5732291
                  1349.7                        -2.58646
                  1351.8                      -2.5999255
                  1353.9                      -2.6136281
                    1356                      -2.6275679
                  1358.1                      -2.6417474
                  1360.2                       -2.656168
                  1362.3                      -2.6708307
                  1364.4                      -2.6857378
                  1366.5                      -2.7008905
                  1368.6                      -2.7162902
                  1370.7                      -2.7319391
                  1372.8                      -2.7478384
                  1374.9                      -2.7639893
                    1377                      -2.7803941
                  1379.1                      -2.7970526
                  1381.2                      -2.8139676
                  1383.3                      -2.8311399
                  1385.4                      -2.8485701
                  1387.5                      -2.8662606
                  1389.6                      -2.8842118
                  1391.7                      -2.9024246
                  1393.8                      -2.9208996
                  1395.9                      -2.9396374
                    1398                      -2.9586391
                  1400.1                       -2.977905
                  1402.2                      -2.9974343
                  1404.3                      -3.0172288
                  1406.4                      -3.0372872
                  1408.5                      -3.0576098
                  1410.6                      -3.0781955
                  1412.7                       -3.099043
                  1414.8                      -3.1201532
                  1416.9                      -3.1415238
                    1419                      -3.1631535
                  1421.1                      -3.1850407
                  1423.2                      -3.2071834
                  1425.3                      -3.2295795
                  1427.4                      -3.2522267
                  1429.5                      -3.2751216
                  1431.6                      -3.2982627
                  1433.7                      -3.3216456
                  1435.8                      -3.3452666
                  1437.9                      -3.3691236
                    1440                      -3.3932111
                  1442.1                      -3.4175259
                  1444.2                      -3.4420631
                  1446.3                      -3.4668168
                  1448.4                      -3.4917837
                  1450.5                      -3.5169584
                  1452.6                      -3.5423347
                  1454.7                      -3.5679082
                  1456.8                      -3.5936731
                  1458.9                       -3.619624
                    1461                      -3.6457551
                  1463.1                      -3.6720581
                  1465.2                      -3.6985303
                  1467.3                      -3.7251649
                  1469.4                      -3.7519545
                  1471.5                      -3.7788962
                  1473.6                      -3.8059836
                  1475.7                      -3.8332111
                  1477.8                      -3.8605738
                  1479.9                      -3.8880667
                    1482                      -3.9156874
                  1484.1                      -3.9434304
                  1486.2                      -3.9712926
                  1488.3                      -3.9992722
                  1490.4                      -4.0273675
                  1492.5                      -4.0555768
                  1494.6                      -4.0838997
                  1496.7                      -4.1123364
                  1498.8                      -4.1408895
                  1500.9                        -4.16956
                    1503                      -4.1983533
                  1505.1                      -4.2272736
                  1507.2                      -4.2563264
                  1509.3                      -4.2855195
                  1511.4                      -4.3148617
                  1513.5                      -4.3443631
                  1515.6                      -4.3740365
                  1517.7                      -4.4038955
                  1519.8                      -4.4339539
                  1521.9                      -4.4642298
                    1524                      -4.4947422
                  1526.1                      -4.5255105
                  1528.2                      -4.5565576
                  1530.3                      -4.5879066
                  1532.4                      -4.6195865
                  1534.5                      -4.6516251
                  1536.6                      -4.6840497
                  1538.7                      -4.7168947
                  1540.8                       -4.750195
                  1542.9                      -4.7839862
                    1545                      -4.8183086
                  1547.1                      -4.8531979
                  1549.2                      -4.8887019
                  1551.3                       -4.924862
                  1553.4                      -4.9617245
                  1555.5                      -4.9993419
                  1557.6                      -5.0377612
                  1559.7                      -5.0770365
                  1561.8                      -5.1172235
                  1563.9                      -5.1583753
                    1566                      -5.2005527
                  1568.1                      -5.2438175
                  1570.2                      -5.2882281
                  1572.3                      -5.3338522
                  1574.4                      -5.3807542
                  1576.5                      -5.4290004
                  1578.6                      -5.4786624
                  1580.7                      -5.5298078
                  1582.8                      -5.5825106
                  1584.9                      -5.6368502
                    1587                      -5.6928941
                  1589.1                      -5.7507241
                  1591.2                      -5.8104196
                  1593.3                      -5.8720622
                  1595.4                      -5.9357312
                  1597.5                      -6.0015083
                  1599.6                      -6.0694871
                  1601.7                      -6.1397489
                  1603.8                      -6.2123808
                  1605.9                      -6.2874811
                    1608                      -6.3651398
                  1610.1                      -6.4454464
                  1612.2                      -6.5285012
                  1614.3                      -6.6143976
                  1616.4                       -6.703241
                  1618.5                       -6.795133
                  1620.6                       -6.890171
                  1622.7                       -6.988476
                  1624.8                      -7.0901453
                  1626.9                      -7.1952991
                    1629                      -7.3040536
                  1631.1                      -7.4165109
                  1633.2                      -7.5328086
                  1635.3                      -7.6530692
                  1637.4                      -7.7774138
                  1639.5                      -7.9059886
                  1641.6                      -8.0389197
                  1643.7                      -8.1763567
                  1645.8                      -8.3184471
                  1647.9                       -8.465325
                    1650                      -8.6171771
                  1652.1                      -8.7741575
                  1654.2                      -8.9364235
                  1656.3                      -9.1041746
                  1658.4                      -9.2775944
                  1660.5                       -9.456869
                  1662.6                      -9.6422102
                  1664.7                      -9.8338211
                  1666.8                      -10.031941
                  1668.9                      -10.236798
                    1671                      -10.448644
                  1673.1                      -10.667729
                  1675.2                      -10.894335
                  1677.3                      -11.128736
                  1679.4                      -11.371232
                  1681.5                      -11.622131
                  1683.6                      -11.881774
                  1685.7                      -12.150492
                  1687.8                      -12.428613
                  1689.9                      -12.716535
                    1692                      -13.014602
                  1694.1                      -13.323185
                  1696.2                      -13.642647
                  1698.3                      -13.973325
                  1700.4                      -14.315573
                  1702.5                      -14.669651
                  1704.6                      -15.035754
                  1706.7                      -15.414023
                  1708.8                      -15.804403
                  1710.9                      -16.206646
                    1713                      -16.620232
                  1715.1                      -17.044185
                  1717.2                      -17.477099
                  1719.3                      -17.916832
                  1721.4                      -18.360282
                  1723.5                      -18.803328
                  1725.6                      -19.240334
                  1727.7                      -19.664083
                  1729.8                      -20.065567
                  1731.9                      -20.434035
                    1734                      -20.757455
                  1736.1                      -21.023168
                  1738.2                      -21.219277
                  1740.3                      -21.336239
                  1742.4                      -21.368335
                  1744.5                      -21.314744
                  1746.6                      -21.179697
                  1748.7                      -20.971704
                  1750.8                      -20.702047
                  1752.9                      -20.383255
                    1755                      -20.027648
                  1757.1                      -19.646406
                  1759.2                      -19.249039
                  1761.3                      -18.843285
                  1763.4                       -18.43519
                  1765.5                      -18.029335
                  1767.6                       -17.62902
                  1769.7                      -17.236642
                  1771.8                      -16.853833
                  1773.9                      -16.481599
                    1776                      -16.120575
                  1778.1                      -15.771045
                  1780.2                      -15.433099
                  1782.3                      -15.106659
                  1784.4                      -14.791475
                  1786.5                      -14.487276
                  1788.6                      -14.193751
                  1790.7                      -13.910508
                  1792.8                      -13.637185
                  1794.9                      -13.373392
                    1797                      -13.118732
                  1799.1                       -12.87287
                  1801.2                      -12.635393
                  1803.3                      -12.405967
                  1805.4                      -12.184263
                  1807.5                      -11.969931
                  1809.6                      -11.762669
                  1811.7                      -11.562189
                  1813.8                      -11.368204
                  1815.9                      -11.180465
                    1818                       -10.99869
                  1820.1                      -10.822657
                  1822.2                      -10.652134
                  1824.3                      -10.486907
                  1826.4                       -10.32677
                  1828.5                      -10.171535
                  1830.6                      -10.021016
                  1832.7                      -9.8750497
                  1834.8                      -9.7334443
                  1836.9                      -9.5960555
                    1839                        -9.46275
                  1841.1                      -9.3333682
                  1843.2                      -9.2077749
                  1845.3                      -9.0858489
                  1847.4                      -8.9674651
                  1849.5                      -8.8525158
                  1851.6                      -8.7408679
                  1853.7                      -8.6324274
                  1855.8                      -8.5271001
                  1857.9                      -8.4247726
                    1860                      -8.3253614
                  1862.1                      -8.2287758
                  1864.2                       -8.134928
                  1866.3                      -8.0437473
                  1868.4                      -7.9551394
                  1870.5                      -7.8690348
                  1872.6                      -7.7853678
                  1874.7                       -7.704059
                  1876.8                      -7.6250447
                  1878.9                      -7.5482599
                    1881                      -7.4736487
                  1883.1                      -7.4011538
                  1885.2                      -7.3307095
                  1887.3                      -7.2622651
                  1889.4                      -7.1957704
                  1891.5                      -7.1311692
                  1893.6                      -7.0684159
                  1895.7                      -7.0074632
                  1897.8                      -6.9482656
                  1899.9                      -6.8907846
                    1902                      -6.8349694
                  1904.1                      -6.7807838
                  1906.2                      -6.7281943
                  1908.3                      -6.6771553
                  1910.4                      -6.6276351
                  1912.5                      -6.5795988
                  1914.6                      -6.5330132
                  1916.7                      -6.4878492
                  1918.8                        -6.44407
                  1920.9                      -6.4016468
                    1923                      -6.3605603
                  1925.1                      -6.3207738
                  1927.2                      -6.2822657
                  1929.3                      -6.2450084
                  1931.4                      -6.2089798
                  1933.5                      -6.1741578
                  1935.6                       -6.140518
                  1937.7                      -6.1080376
                  1939.8                      -6.0767013
                  1941.9                      -6.0464836
                    1944                      -6.0173685
                  1946.1                      -5.9893388
                  1948.2                      -5.9623753
                  1950.3                      -5.9364646
                  1952.4                      -5.9115857
                  1954.5                      -5.8877265
                  1956.6                      -5.8648723
                  1958.7                      -5.8430065
                  1960.8                      -5.8221167
                  1962.9                      -5.8021885
                    1965                      -5.7832112
                  1967.1                      -5.7651726
                  1969.2                       -5.748058
                  1971.3                      -5.7318566
                  1973.4                      -5.7165579
                  1975.5                      -5.7021488
                  1977.6                       -5.688619
                  1979.7                      -5.6759582
                  1981.8                      -5.6641551
                  1983.9                      -5.6532002
                    1986                      -5.6430814
                  1988.1                       -5.633788
                  1990.2                      -5.6253114
                  1992.3                      -5.6176392
                  1994.4                      -5.6107612
                  1996.5                      -5.6046666
                  1998.6                      -5.5993448
                  2000.7                       -5.594785
                  2002.8                       -5.590975
                  2004.9                      -5.5879033
                    2007                      -5.5855589
                  2009.1                      -5.5839288
                  2011.2                      -5.5830017
                  2013.3                      -5.5827633
                  2015.4                      -5.5832015
                  2017.5                      -5.5843026
                  2019.6                      -5.5860522
                  2021.7                      -5.5884365
                  2023.8                      -5.5914399
                  2025.9                      -5.5950476
                    2028                      -5.5992444
                  2030.1                      -5.6040129
                  2032.2                       -5.609337
                  2034.3                      -5.6151996
                  2036.4                      -5.6215843
                  2038.5                      -5.6284715
                  2040.6                      -5.6358429
                  2042.7                      -5.6436816
                  2044.8                      -5.6519667
                  2046.9                        -5.66068
                    2049                      -5.6698012
                  2051.1                      -5.6793098
                  2053.2                      -5.6891864
                  2055.3                      -5.6994104
                  2057.4                      -5.7099604
                  2059.5                      -5.7208164
                  2061.6                      -5.7319583
                  2063.7                      -5.7433664
                  2065.8                      -5.7550162
                  2067.9                      -5.7668913
                    2070                      -5.7789704
                  2072.1                      -5.7912323
                  2074.2                      -5.8036587
                  2076.3                      -5.8162302
                  2078.4                       -5.828927
                  2080.5                      -5.8417297
                  2082.6                      -5.8546247
                  2084.7                      -5.8675906
                  2086.8                      -5.8806121
                  2088.9                      -5.8936756
                    2091                       -5.906764
                  2093.1                      -5.9198625
                  2095.2                      -5.9329603
                  2097.3                      -5.9460426
                  2099.4                      -5.9591012
                  2101.5                      -5.9721212
                  2103.6                      -5.9850971
                  2105.7                      -5.9980175
                  2107.8                      -6.0108775
                  2109.9                      -6.0236687
                    2112                      -6.0363874
                  2114.1                      -6.0490277
                  2116.2                      -6.0615869
                  2118.3                      -6.0740626
                  2120.4                      -6.0864537
                  2122.5                      -6.0987589
                  2124.6                      -6.1109784
                  2126.7                      -6.1231169
                  2128.8                      -6.1351711
                  2130.9                      -6.1471492
                    2133                      -6.1590509
                  2135.1                      -6.1708824
                  2137.2                      -6.1826491
                  2139.3                      -6.1943555
                  2141.4                      -6.2060065
                  2143.5                        -6.21761
                  2145.6                      -6.2291722
                  2147.7                      -6.2407013
                  2149.8                      -6.2522005
                  2151.9                      -6.2636817
                    2154                      -6.2751503
                  2156.1                      -6.2866119
                  2158.2                      -6.2980765
                  2160.3                      -6.3095486
                  2162.4                       -6.321036
                  2164.5                       -6.332545
                  2166.6                      -6.3440835
                  2168.7                      -6.3556514
                  2170.8                      -6.3672594
                  2172.9                      -6.3789093
                    2175                      -6.3906053
                  2177.1                      -6.4023504
                  2179.2                      -6.4141459
                  2181.3                      -6.4259955
                  2183.4                      -6.4378985
                  2185.5                      -6.4498536
                  2187.6                      -6.4618614
                  2189.7                      -6.4739184
                  2191.8                      -6.4860213
                  2193.9                      -6.4981669
                    2196                      -6.5103513
                  2198.1                      -6.5225678
                  2200.2                       -6.534804
                  2202.3                      -6.5470595
                  2204.4                      -6.5593207
                  2206.5                      -6.5715788
                  2208.6                      -6.5838242
                  2210.7                      -6.5960416
                  2212.8                      -6.6082196
                  2214.9                      -6.6203461
                    2217                      -6.6324059
                  2219.1                      -6.6443824
                  2221.2                      -6.6562611
                  2223.3                      -6.6680246
                  2225.4                      -6.6796597
                  2227.5                      -6.6911456
                  2229.6                       -6.702463
                  2231.7                      -6.7135951
                  2233.8                      -6.7245287
                  2235.9                       -6.735237
                    2238                       -6.745708
                  2240.1                      -6.7559206
                  2242.2                      -6.7658582
                  2244.3                      -6.7755012
                  2246.4                      -6.7848326
                  2248.5                      -6.7938335
                  2250.6                      -6.8024911
                  2252.7                      -6.8107857
                  2254.8                      -6.8187053
                  2256.9                      -6.8262289
                    2259                      -6.8333486
                  2261.1                      -6.8400495
                  2263.2                      -6.8463186
                  2265.3                      -6.8521423
                  2267.4                      -6.8575133
                  2269.5                      -6.8624209
                  2271.6                      -6.8668597
                  2273.7                      -6.8708185
                  2275.8                      -6.8742905
                  2277.9                      -6.8772723
                    2280                      -6.8797607
                  2282.1                      -6.8817494
                  2284.2                      -6.8832405
                  2286.3                      -6.8842272
                  2288.4                      -6.8847172
                  2290.5                      -6.8847026
                  2292.6                      -6.8841884
                  2294.7                      -6.8831788
                  2296.8                      -6.8816756
                  2298.9                      -6.8796815
                    2301                      -6.8772021
                  2303.1                      -6.8742419
                  2305.2                      -6.8708074
                  2307.3                      -6.8669008
                  2309.4                      -6.8625342
                  2311.5                      -6.8577093
                  2313.6                      -6.8524377
                  2315.7                      -6.8467201
                  2317.8                      -6.8405703
                  2319.9                      -6.8339905
                    2322                        -6.82699
                  2324.1                      -6.8195832
                  2326.2                      -6.8117659
                  2328.3                      -6.8035515
                  2330.4                       -6.794943
                  2332.5                       -6.785953
                  2334.6                      -6.7765805
                  2336.7                      -6.7668415
                  2338.8                       -6.756735
                  2340.9                      -6.7462727
                    2343                       -6.735451
                  2345.1                       -6.724287
                  2347.2                      -6.7127724
                  2349.3                      -6.7009271
                  2351.4                      -6.6887432
                  2353.5                      -6.6762339
                  2355.6                      -6.6633949
                  2357.7                      -6.6502433
                  2359.8                      -6.6367675
                  2361.9                      -6.6229855
                    2364                      -6.6088902
                  2366.1                      -6.5944875
                  2368.2                      -6.5797876
                  2370.3                      -6.5647872
                  2372.4                      -6.5494981
                  2374.5                      -6.5339157
                  2376.6                      -6.5180476
                  2378.7                       -6.501893
                  2380.8                      -6.4854646
                  2382.9                      -6.4687593
                    2385                      -6.4517892
                  2387.1                      -6.4345487
                  2389.2                      -6.4170575
                  2391.3                      -6.3993064
                  2393.4                        -6.38131
                  2395.5                      -6.3630671
                  2397.6                      -6.3445901
                  2399.7                      -6.3258815
                  2401.8                      -6.3069502
                  2403.9                      -6.2878006
                    2406                      -6.2684439
                  2408.1                      -6.2488849
                  2410.2                      -6.2291302
                  2412.3                      -6.2091842
                  2414.4                      -6.1890641
                  2416.5                      -6.1687718
                  2418.6                      -6.1483168
                  2420.7                       -6.127709
                  2422.8                      -6.1069522
                  2424.9                      -6.0860649
                    2427                       -6.065045
                  2429.1                      -6.0439077
                  2431.2                      -6.0226537
                  2433.3                      -6.0013062
                  2435.4                      -5.9798636
                  2437.5                      -5.9583403
                  2439.6                      -5.9367422
                  2441.7                      -5.9150761
                  2443.8                      -5.8933552
                  2445.9                      -5.8715875
                    2448                      -5.8497764
                  2450.1                       -5.827938
                  2452.2                      -5.8060824
                  2454.3                       -5.784209
                  2456.4                       -5.762335
